date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2021,home,15580,370,LMU (CA),9,True,3,2,1,win,3 - 2,5003049,657,1,1.0,0,1,0,0,1,1,0,5,4,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2334689,2021
02/21/2021,away,15580,370,LMU (CA),11,True,8,9,-1,loss,8 - 9,5005087,657,1,1.0,0,2,0,0,0,0,0,5,4,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,2,0,0,2334689,2021
02/27/2021,home,15580,90,Cal Poly,9,True,4,9,-5,loss,4 - 9,5010280,657,1,0.2,0,4,3,3,1,0,0,7,6,0,0,0,0,0,0,0,2,0,0,0,16,1,1,0,1,0,3,0,0,2334689,2021
03/06/2021,home,15580,541,Pepperdine,9,True,5,11,-6,loss,5 - 11,5016988,657,1,1.0,0,2,4,4,1,0,0,7,5,1,0,0,0,1,1,0,0,0,0,0,32,2,1,0,0,0,2,0,0,2334689,2021
03/23/2021,home,15580,627,San Diego,9,True,5,6,-1,loss,5 - 6,5035137,657,1,1.0,0,2,1,1,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,17,1,2,0,0,0,3,0,0,2334689,2021
03/28/2021,home,15580,110,UCLA,9,True,1,13,-12,loss,1 - 13,5040872,657,1,0.2,0,1,3,3,4,1,0,7,3,0,0,0,0,1,0,0,0,0,0,0,33,0,1,0,0,0,3,0,0,2334689,2021
04/09/2021,home,15580,30095,Utah Tech,9,True,14,1,13,win,14 - 1,5051667,657,1,1.0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,12,3,0,0,0,0,3,0,0,2334689,2021
04/13/2021,home,15580,96,Fresno St.,9,True,2,1,1,win,2 - 1,5055740,657,1,1.0,0,1,0,0,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,3,0,0,2334689,2021
04/17/2021,home,15580,529,Oregon,9,True,4,13,-9,loss,4 - 13,5059682,657,1,4.0,0,1,0,0,1,1,0,14,13,0,0,0,0,0,0,0,0,0,0,0,42,7,4,0,0,0,4,0,0,2334689,2021
04/25/2021,away,15580,29,Arizona,9,True,4,8,-4,loss,4 - 8,5067180,657,1,2.1,0,4,1,1,0,0,0,11,11,0,0,0,1,0,0,0,3,2,0,0,39,4,2,0,0,0,4,0,0,2334689,2021
05/09/2021,away,15580,528,Oregon St.,9,True,5,3,2,win,5 - 3,5076500,657,1,1.0,0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,3,0,0,2334689,2021
05/16/2021,home,15580,754,Washington St.,9,True,2,13,-11,loss,2 - 13,5079197,657,1,1.0,0,3,2,2,1,0,0,7,6,0,0,0,0,0,0,0,2,2,0,0,25,3,0,0,0,0,5,0,0,2334689,2021
05/27/2021,away,15580,732,Utah,9,True,7,3,4,win,7 - 3,5082019,657,1,1.1,0,1,0,0,0,0,0,6,4,0,0,0,0,0,2,0,0,0,0,0,14,1,2,0,0,0,2,0,0,2334689,2021
