App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,3.2,0,0,0,0,2,0,12,12,0,0,0,2,0,0,0,1,1,0,0,0,3,6,0,0,0,2,1,02/14/2015,neutral,12080,392,Maryland,9,True,4,8,-4,loss,405333,116,1640847,2015
0,0,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,3,1,02/17/2015,away,12080,149,Coastal Carolina,9,True,14,3,11,win,405578,116,1640847,2015
0,0,3.0,4,4,3,0,1,0,15,15,1,0,0,0,0,0,0,0,0,0,0,53,2,6,0,0,0,2,0,02/21/2015,neutral,12080,27,App State,9,True,4,8,-4,loss,406159,116,1640847,2015
0,0,4.0,3,0,0,1,7,0,16,15,1,0,0,0,0,0,0,0,0,0,0,74,1,4,1,0,0,2,1,02/27/2015,neutral,12080,456,UNC Asheville,9,True,10,3,7,win,406655,116,1640847,2015
0,1,4.1,5,3,2,2,4,0,20,17,1,2,0,1,0,0,0,0,0,0,1,74,4,5,0,0,0,1,2,03/08/2015,away,12080,317,James Madison,9,True,4,5,-1,loss,408438,116,1640847,2015
0,1,6.0,5,3,3,4,4,0,28,21,1,0,1,0,0,0,0,0,0,2,1,106,11,3,1,0,0,1,0,03/15/2015,neutral,12080,129,Central Mich.,9,True,7,4,3,win,410468,116,1640847,2015
0,1,6.0,4,0,0,1,6,0,23,20,0,0,0,0,0,0,0,0,0,2,0,78,6,6,1,0,0,1,1,03/22/2015,away,12080,310,Iona,9,True,7,0,7,win,412389,116,1640847,2015
0,1,5.0,6,6,5,1,8,0,22,21,2,0,0,1,0,0,0,0,0,0,0,97,0,7,0,1,0,1,2,03/29/2015,home,12080,220,Fairfield,9,True,3,9,-6,loss,414171,116,1640847,2015
0,1,5.2,7,5,3,2,5,0,27,24,2,1,0,0,0,0,0,0,0,1,0,107,7,4,0,1,0,1,0,04/03/2015,home,12080,576,Rider,9,True,8,12,-4,loss,415564,116,1640847,2015
0,1,8.0,4,0,0,0,6,0,27,26,0,0,0,0,0,1,0,0,0,0,0,0,7,9,1,0,0,1,2,04/12/2015,away,12080,617,Saint Peter's,9,True,23,0,23,win,418006,116,1640847,2015
0,1,4.1,5,5,4,2,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,64,2,9,0,1,0,1,0,04/19/2015,away,12080,248,George Mason,9,True,3,8,-5,loss,420312,116,1640847,2015
0,1,1.2,5,5,3,1,0,0,13,10,2,0,0,0,0,1,0,0,0,1,0,44,3,2,0,0,0,1,0,04/26/2015,away,12080,439,Monmouth,9,True,9,10,-1,loss,422255,116,1640847,2015
0,1,1.2,7,6,6,1,1,0,12,11,2,0,1,0,0,0,0,0,0,0,0,40,2,1,0,0,0,1,1,05/03/2015,home,12080,386,Marist,9,True,16,11,5,win,424174,116,1640847,2015
0,1,2.0,2,0,0,0,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,05/10/2015,away,12080,639,Siena,9,True,1,4,-3,loss,425160,116,1640847,2015
0,1,5.1,5,4,3,2,5,0,22,19,1,0,2,0,0,0,0,0,0,1,0,93,3,7,1,0,0,1,2,05/14/2015,home,12080,482,Niagara,9,True,14,4,10,win,425497,116,1640847,2015
0,1,3.0,1,0,0,0,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,40,2,5,1,0,0,1,0,05/21/2015,neutral,12080,386,Marist,9,True,5,0,5,win,426121,116,1640847,2015
0,1,6.0,6,2,1,0,9,0,24,24,1,1,0,0,0,0,0,0,0,0,0,91,5,3,1,0,0,1,1,05/23/2015,neutral,12080,639,Siena,9,True,10,5,5,win,426280,116,1640847,2015
0,1,2.1,6,6,6,1,3,0,14,13,3,0,1,0,0,0,0,0,0,0,0,46,2,2,0,1,0,1,0,05/30/2015,neutral,12080,529,Oregon,9,True,6,12,-6,loss,426379,116,1640847,2015
