date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
03/07/2021,away,15580,603,St. John's (NY),9,True,1,12,-11,loss,1 - 12,5017788,590,1,0,2.1,0.0,1,0,0,1,1,0,10,8,1,0,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,3,0,0,2353564,2021
03/17/2021,away,15580,572,Rhode Island,9,True,3,7,-4,loss,3 - 7,5028881,590,1,1,3.0,0.0,4,4,3,1,2,0,16,13,1,0,0,0,1,2,0,0,0,0,0,60,4,2,0,1,0,1,0,0,2353564,2021
03/24/2021,home,15580,236,Fordham,9,True,10,4,6,win,10 - 4,5035525,590,1,1,3.0,0.0,1,0,0,2,2,0,11,8,0,0,1,0,0,1,0,0,0,0,0,51,1,4,0,0,0,1,0,1,2353564,2021
03/30/2021,away,15580,361,LIU,9,True,9,7,2,win,9 - 7,5042538,590,1,1,2.0,0.0,2,2,1,1,1,0,9,7,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,2353564,2021
04/06/2021,home,15580,361,LIU,9,True,8,7,1,win,8 - 7,5048776,590,1,1,2.1,0.0,7,1,1,1,2,0,13,12,1,0,0,0,0,0,0,0,0,0,0,49,0,3,0,0,0,1,1,0,2353564,2021
04/27/2021,home,15580,400,Massachusetts,11,True,6,8,-2,loss,6 - 8,5069136,590,1,0,3.0,0.0,1,1,0,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,40,4,4,0,0,0,3,1,0,2353564,2021
05/01/2021,home,15580,222,Fairleigh Dickinson,9,True,14,4,10,win,14 - 4,5072722,590,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,3,0,0,2353564,2021
05/04/2021,away,15580,725,Army West Point,9,True,4,9,-5,loss,4 - 9,5073547,590,1,1,3.1,0.0,1,3,1,5,3,0,16,10,0,0,0,0,0,0,0,0,0,0,1,78,0,6,0,1,0,1,0,0,2353564,2021
05/15/2021,away,15580,410,Merrimack,9,True,3,15,-12,loss,3 - 15,5078559,590,1,0,3.2,0.0,4,1,1,2,3,0,19,15,2,0,0,0,0,2,0,1,1,0,0,69,4,4,0,0,0,2,2,0,2353564,2021
05/20/2021,home,15580,748,Wagner,17,True,7,9,-2,loss,7 - 9,5080351,590,1,0,2.0,0.0,4,2,2,2,3,0,11,9,0,0,0,0,0,0,0,0,0,0,0,36,1,1,0,1,0,6,0,0,2353564,2021
