date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2013,home,11320,482,Niagara,9,True,9,1,8,win,9 - 1,658271,2915,1,3.0,3,1,1,4,5,0,17,13,0,0,0,0,0,0,0,0,0,0,0,70,2,2,1,0,0,1,1,1193332,2013
02/24/2013,home,11320,545,Pittsburgh,9,True,3,2,1,win,3 - 2,659696,2915,1,6.0,10,2,1,2,1,0,29,27,2,0,0,0,0,0,0,0,0,0,0,83,4,12,1,0,0,1,1,1193332,2013
03/02/2013,home,11320,388,Marshall,9,True,6,0,6,win,6 - 0,660618,2915,1,7.0,2,0,0,0,10,1,25,24,0,0,0,0,0,1,0,0,0,0,0,90,5,6,1,0,0,1,1,1193332,2013
03/09/2013,away,11320,253,Ga. Southern,9,True,0,3,-3,loss,0 - 3,662299,2915,1,6.0,10,3,3,1,3,0,26,25,2,0,0,1,0,0,0,0,0,0,0,100,8,4,0,1,0,1,1,1193332,2013
03/16/2013,home,11320,141,The Citadel,9,True,8,9,-1,loss,8 - 9,664165,2915,1,6.0,8,8,8,2,6,0,28,26,3,0,3,0,0,0,0,0,0,0,0,97,4,8,0,0,0,1,2,1193332,2013
03/22/2013,home,11320,459,UNC Greensboro,9,True,4,1,3,win,4 - 1,665820,2915,1,7.2,5,1,1,1,15,0,29,28,2,0,0,0,0,0,0,0,0,0,0,123,6,2,1,0,0,1,5,1193332,2013
03/30/2013,away,11320,27,App State,9,True,0,4,-4,loss,0 - 4,668080,2915,1,6.0,9,4,2,1,4,0,28,27,2,1,0,1,1,0,0,0,0,0,0,102,5,8,0,1,0,1,1,1193332,2013
04/06/2013,away,11320,625,Samford,9,True,2,3,-1,loss,2 - 3,669720,2915,1,7.0,8,3,3,0,6,0,30,27,1,0,0,0,0,1,0,0,0,1,1,0,5,9,0,1,0,1,2,1193332,2013
04/12/2013,home,11320,244,Furman,9,True,10,8,2,win,10 - 8,671478,2915,1,5.1,5,4,4,3,9,0,25,21,1,0,2,2,0,1,0,0,0,0,0,102,5,1,1,0,0,1,2,1193332,2013
04/20/2013,away,11320,1068,Elon,9,True,11,5,6,win,11 - 5,674332,2915,1,5.1,9,4,4,1,6,0,28,25,4,1,0,0,0,1,0,0,0,1,0,105,4,6,1,0,0,1,0,1193332,2013
04/26/2013,home,11320,173,Davidson,9,True,10,8,2,win,10 - 8,675858,2915,1,6.0,7,6,6,4,10,0,29,25,2,0,1,1,0,0,0,0,0,0,0,116,2,6,1,0,0,1,2,1193332,2013
05/04/2013,home,11320,1014,Col. of Charleston,9,True,0,3,-3,loss,0 - 3,677801,2915,1,8.1,5,3,2,0,15,0,31,31,1,0,1,0,0,0,0,0,0,0,0,111,3,7,0,1,0,1,1,1193332,2013
05/12/2013,away,11320,769,Western Caro.,9,True,0,3,-3,loss,0 - 3,679368,2915,1,7.0,8,3,3,1,9,0,30,29,1,0,1,0,0,0,0,0,0,0,0,95,1,11,0,1,0,1,1,1193332,2013
05/17/2013,home,11320,523,Old Dominion,9,True,10,13,-3,loss,10 - 13,679758,2915,1,3.0,10,6,6,0,3,0,19,19,0,0,3,1,0,0,0,0,0,0,0,78,2,4,0,1,0,1,0,1193332,2013
