date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2013,away,11320,671,Louisiana,9,True,6,12,-6,loss,6 - 12,657868,129,1,4.0,7,5,4,3,6,0,22,18,3,0,0,1,0,1,0,0,0,0,0,90,3,1,0,1,0,1,1,1302823,2013
02/22/2013,away,11320,772,Western Ky.,9,True,4,2,2,win,4 - 2,658924,129,1,0.2,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,3,1,0,0,12,0,0,0,0,1,3,0,1302823,2013
02/24/2013,away,11320,772,Western Ky.,9,True,2,4,-2,loss,2 - 4,659493,129,1,1.0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,1,1,0,6,1,0,0,0,0,3,0,1302823,2013
03/01/2013,away,11320,678,Stetson,9,True,6,5,1,win,6 - 5,660179,129,1,2.0,1,0,0,1,3,0,8,6,0,0,0,1,0,0,0,1,0,1,0,33,1,2,0,0,1,4,0,1302823,2013
03/06/2013,away,11320,61,Bethune-Cookman,9,True,11,1,10,win,11 - 1,661589,129,1,1.0,0,0,0,1,3,0,5,4,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,3,1,1302823,2013
03/10/2013,home,11320,251,Georgetown,15,True,3,4,-1,loss,3 - 4,662940,129,1,4.0,4,0,0,0,6,0,15,15,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,3,3,1302823,2013
03/15/2013,home,11320,388,Marshall,9,True,9,7,2,win,9 - 7,664018,129,1,2.1,1,1,1,2,2,0,11,9,0,0,0,0,0,0,0,2,0,0,0,47,4,1,0,0,1,3,0,1302823,2013
03/16/2013,home,11320,388,Marshall,9,True,10,8,2,win,10 - 8,664307,129,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,4,1,1302823,2013
03/23/2013,away,11320,86,Buffalo,9,True,4,5,-1,loss,4 - 5,665906,129,1,0.1,2,3,3,2,0,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,1302823,2013
03/24/2013,away,11320,86,Buffalo,9,True,4,3,1,win,4 - 3,666690,129,1,1.1,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,1,0,0,0,16,0,2,0,0,1,2,0,1302823,2013
03/30/2013,home,11320,71,Bowling Green,9,True,5,3,2,win,5 - 3,668510,129,1,3.2,2,0,0,2,6,0,17,15,0,0,0,1,0,0,0,2,0,0,0,68,3,2,1,0,0,2,2,1302823,2013
04/05/2013,home,11320,503,NIU,9,True,6,3,3,win,6 - 3,669415,129,1,2.0,2,0,0,0,4,0,8,8,0,0,0,1,0,0,0,0,0,0,0,35,0,2,0,0,1,3,2,1302823,2013
04/07/2013,home,11320,503,NIU,9,True,3,5,-2,loss,3 - 5,670480,129,1,2.0,2,4,2,3,4,0,13,7,1,0,1,0,0,1,0,0,0,2,0,48,1,1,0,1,0,2,0,1302823,2013
04/10/2013,home,11320,514,Oakland,9,True,7,4,3,win,7 - 4,671242,129,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1302823,2013
04/21/2013,away,11320,709,Toledo,9,True,2,1,1,win,2 - 1,674795,129,1,2.2,1,0,0,1,1,0,9,8,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,1,2,1,1302823,2013
04/28/2013,home,11320,204,Eastern Mich.,9,True,11,9,2,win,11 - 9,676609,129,1,0.2,2,1,0,1,3,0,6,5,0,0,0,1,0,0,0,3,3,0,0,23,0,0,0,0,0,3,2,1302823,2013
05/08/2013,away,11320,514,Oakland,9,True,13,9,4,win,13 - 9,678604,129,1,1.0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1302823,2013
05/10/2013,home,11320,5,Akron,11,True,7,8,-1,loss,7 - 8,678798,129,1,2.1,2,2,1,4,3,0,13,9,2,0,0,0,0,0,0,2,0,0,0,61,3,1,0,0,0,4,1,1302823,2013
05/14/2013,home,11320,416,Michigan St.,9,True,0,10,-10,loss,0 - 10,679423,129,1,0.2,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,3,1,0,0,14,0,1,0,0,0,4,0,1302823,2013
05/17/2013,away,11320,774,Western Mich.,10,True,5,3,2,win,5 - 3,679712,129,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,1,1302823,2013
05/23/2013,home,11320,414,Miami (OH),10,True,5,6,-1,loss,5 - 6,680203,129,1,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,3,0,1302823,2013
