date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/22/2022,away,15860,193,Duke,9,True,5,8,-3,loss,5 - 8,5212770,27,1,1,2.2,0.0,2,1,1,1,4,0,11,9,0,1,0,0,0,1,0,0,0,0,0,45,2,1,0,0,0,1,0,0,1996388,2022
02/27/2022,away,15860,459,UNC Greensboro,9,True,10,1,9,win,10 - 1,5219096,27,1,0,2.0,0.0,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,19,1,4,0,0,0,3,0,0,1996388,2022
03/01/2022,home,15860,648,South Carolina,9,True,6,9,-3,loss,6 - 9,5226870,27,1,0,1.1,0.0,0,0,0,1,1,0,5,3,0,0,0,0,0,1,0,3,1,0,0,20,1,1,0,0,0,5,0,0,1996388,2022
03/05/2022,home,15860,460,UNCW,9,True,12,11,1,win,12 - 11,5224731,27,1,0,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,1996388,2022
03/12/2022,away,15860,458,Charlotte,9,True,7,12,-5,loss,7 - 12,5232311,27,1,0,1.0,0.0,1,5,0,4,2,0,9,4,0,0,0,1,0,0,0,2,0,0,1,44,0,1,0,1,0,2,1,0,1996388,2022
03/15/2022,away,15860,488,N.C. A&T,9,True,2,4,-2,loss,2 - 4,5235628,27,1,0,2.0,0.0,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1996388,2022
03/20/2022,home,15860,253,Ga. Southern,9,True,11,6,5,win,11 - 6,5240925,27,1,0,2.2,0.0,5,3,3,0,4,0,12,12,0,0,0,0,1,0,0,0,0,0,0,47,0,2,0,0,0,2,0,0,1996388,2022
03/25/2022,away,15860,32,Little Rock,14,True,5,2,3,win,5 - 2,5245666,27,1,0,1.2,0.0,2,0,0,1,1,0,9,8,0,0,0,0,0,0,0,1,0,0,0,41,1,3,0,0,0,2,0,0,1996388,2022
04/02/2022,home,15860,670,Texas St.,9,True,2,6,-4,loss,2 - 6,5253497,27,1,0,3.1,0.0,1,1,1,1,3,0,13,10,0,0,0,1,0,2,0,0,0,0,0,57,3,3,0,0,0,2,1,0,1996388,2022
04/09/2022,away,15860,646,South Alabama,9,True,2,6,-4,loss,2 - 6,5260273,27,1,0,2.0,0.0,3,1,1,1,3,0,10,8,2,0,0,0,1,0,0,2,2,0,1,40,1,2,0,0,0,2,1,0,1996388,2022
04/12/2022,home,15860,19651,High Point,9,True,17,9,8,win,17 - 9,5263183,27,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,3,0,0,1996388,2022
04/14/2022,home,15860,149,Coastal Carolina,9,True,3,14,-11,loss,3 - 14,5264638,27,1,0,2.0,0.0,0,0,0,1,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,20,1,2,0,0,0,3,1,0,1996388,2022
04/19/2022,away,15860,749,Wake Forest,9,True,5,6,-1,loss,5 - 6,5269159,27,1,0,2.0,0.0,2,1,1,3,1,0,11,8,1,0,0,0,0,0,0,0,0,0,0,49,1,4,0,1,0,3,0,0,1996388,2022
