date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/24/2019,away,14781,30,Arkansas St.,9,True,1,7,-6,loss,1 - 7,4715212,735,1,0.1,0,1,2,2,2,0,0,6,2,0,0,0,0,0,2,0,3,2,0,0,21,0,1,0,0,0,2,0,2124052,2019
03/03/2019,away,14781,460,UNCW,9,True,10,8,2,win,10 - 8,4721776,735,1,1.2,0,1,1,1,1,1,0,8,6,0,0,0,0,0,1,0,0,0,0,0,33,3,1,0,0,0,3,1,2124052,2019
03/05/2019,away,14781,488,N.C. A&T,9,True,4,11,-7,loss,4 - 11,4723842,735,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,4,1,2124052,2019
03/10/2019,away,14781,648,South Carolina,9,True,6,12,-6,loss,6 - 12,4729429,735,1,1.1,0,2,3,3,2,0,0,8,6,0,0,0,1,1,0,0,2,0,0,0,29,3,1,0,1,0,3,0,2124052,2019
03/12/2019,away,14781,692,Tennessee Tech,9,True,8,12,-4,loss,8 - 12,4732379,735,1,0.1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,6,0,2124052,2019
03/24/2019,home,14781,87,Butler,9,True,2,9,-7,loss,2 - 9,4748652,735,1,1.2,0,1,0,0,2,2,0,8,6,0,0,1,0,0,0,0,2,2,0,0,36,0,3,0,0,0,3,0,2124052,2019
03/26/2019,away,14781,559,Purdue,9,True,1,5,-4,loss,1 - 5,4749137,735,1,1.0,0,1,1,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,3,0,2124052,2019
03/30/2019,away,14781,1045,DBU,9,True,0,8,-8,loss,0 - 8,4753475,735,1,1.2,0,1,3,2,2,0,0,7,5,0,0,0,0,1,0,0,3,0,0,0,25,2,2,0,0,0,2,0,2124052,2019
04/06/2019,home,14781,299,Illinois St.,9,True,6,12,-6,loss,6 - 12,4760602,735,1,1.0,0,2,1,1,0,2,0,5,5,1,0,0,1,0,0,0,0,0,0,0,18,1,0,0,0,0,3,1,2124052,2019
04/13/2019,away,14781,305,Indiana St.,9,True,5,11,-6,loss,5 - 11,4769013,735,1,1.0,0,2,2,2,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,16,2,1,0,0,0,4,0,2124052,2019
04/19/2019,away,14781,660,SIUE,9,True,8,0,8,win,8 - 0,4775503,735,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,2124052,2019
04/20/2019,away,14781,660,SIUE,9,True,6,16,-10,loss,6 - 16,4776625,735,1,1.0,0,2,2,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,3,1,2124052,2019
04/26/2019,home,14781,219,Evansville,9,True,1,8,-7,loss,1 - 8,4780630,735,1,1.0,0,1,0,0,1,1,0,6,4,0,0,0,0,0,1,0,0,0,0,0,20,0,2,0,0,0,4,0,2124052,2019
05/05/2019,away,14781,72,Bradley,9,True,2,13,-11,loss,2 - 13,4788039,735,1,1.1,0,3,3,3,0,0,0,6,5,1,0,0,1,0,1,0,2,0,0,0,23,2,0,0,0,0,4,0,2124052,2019
05/17/2019,away,14781,669,Missouri St.,9,True,4,11,-7,loss,4 - 11,4792242,735,1,2.0,0,3,3,3,3,0,0,11,8,0,0,0,1,0,0,0,0,0,0,0,36,2,3,0,0,0,2,0,2124052,2019
