date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,away,15860,110,UCLA,9,True,2,9,-7,loss,2 - 9,5208202,101,1,2.1,0,4,1,0,1,2,0,13,11,0,0,0,0,0,1,0,0,0,0,0,46,3,2,0,0,0,2,1,0,2670489,2022
02/27/2022,home,15860,534,Pacific,9,True,14,6,8,win,14 - 6,5236125,101,1,1.0,0,4,4,4,1,1,0,9,7,0,0,0,2,0,1,0,0,0,0,0,24,1,1,0,0,0,1,0,0,2670489,2022
03/08/2022,away,15860,1104,Grand Canyon,9,True,2,3,-1,loss,2 - 3,5228816,101,1,3.0,0,4,1,1,1,1,0,13,11,0,0,0,0,0,0,0,0,0,1,0,52,5,2,0,0,0,2,0,0,2670489,2022
03/11/2022,away,15860,402,McNeese,9,True,9,6,3,win,9 - 6,5231264,101,1,0.1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,3,0,0,2670489,2022
03/15/2022,away,15860,370,LMU (CA),9,True,7,4,3,win,7 - 4,5235917,101,1,1.1,0,2,0,0,1,0,0,8,6,0,0,0,0,1,1,0,1,0,0,0,24,2,2,0,0,0,3,0,0,2670489,2022
03/20/2022,away,15860,90,Cal Poly,9,True,4,6,-2,loss,4 - 6,5241318,101,1,1.2,0,2,3,3,4,1,0,12,7,0,0,0,0,0,0,1,2,2,0,1,43,0,4,0,0,0,2,1,0,2670489,2022
04/02/2022,away,15860,109,UC Irvine,12,True,8,6,2,win,8 - 6,5254107,101,1,5.0,0,1,0,0,4,6,0,20,16,0,0,0,0,2,0,1,0,0,0,0,75,3,6,0,0,0,2,2,0,2670489,2022
04/09/2022,home,15860,104,UC Santa Barbara,9,True,7,9,-2,loss,7 - 9,5260073,101,1,6.0,0,2,2,2,2,6,0,22,19,0,0,0,0,0,1,0,2,0,0,0,82,7,4,0,0,0,2,0,0,2670489,2022
04/15/2022,away,15860,111,UC Riverside,9,True,5,0,5,win,5 - 0,5266068,101,1,6.0,0,5,0,0,1,5,0,23,21,2,0,0,0,0,1,0,0,0,0,0,82,6,4,1,0,0,1,2,1,2670489,2022
04/23/2022,away,15860,97,Cal St. Fullerton,9,True,2,1,1,win,2 - 1,5273722,101,1,2.2,0,2,0,0,4,2,0,14,10,0,0,0,0,0,0,0,0,0,0,0,71,4,2,0,0,0,1,1,0,2670489,2022
04/30/2022,home,15860,94,CSU Bakersfield,9,True,7,8,-1,loss,7 - 8,5280319,101,1,3.2,0,4,3,2,3,2,0,19,14,2,0,0,0,0,1,0,0,0,0,1,80,6,2,0,0,0,1,1,0,2670489,2022
05/03/2022,away,15860,657,Southern California,9,True,0,6,-6,loss,0 - 6,5282392,101,1,3.0,0,1,0,0,1,2,0,12,11,0,0,0,0,0,0,0,0,0,0,0,49,3,4,0,0,0,1,2,0,2670489,2022
05/08/2022,home,15860,108,UC Davis,9,True,4,1,3,win,4 - 1,5285288,101,1,5.0,0,5,1,1,2,3,0,21,19,0,0,0,0,0,0,0,0,0,0,0,74,7,4,1,0,0,1,1,0,2670489,2022
05/15/2022,away,15860,277,Hawaii,9,True,1,10,-9,loss,1 - 10,5288165,101,1,1.0,0,2,3,2,2,1,0,8,6,1,0,0,0,1,0,0,0,0,0,0,34,1,1,0,1,0,1,0,0,2670489,2022
05/20/2022,away,15860,610,Saint Mary's (CA),9,True,7,3,4,win,7 - 3,5289893,101,1,5.0,0,3,0,0,0,2,0,16,16,1,0,0,0,0,0,0,0,0,0,0,66,8,3,1,0,0,1,1,0,2670489,2022
05/27/2022,home,15860,112,UC San Diego,9,True,5,2,3,win,5 - 2,5290368,101,1,2.0,0,2,1,1,0,2,0,8,8,0,0,0,1,0,0,0,0,0,0,0,33,1,3,0,0,0,2,2,0,2670489,2022
