date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2013,home,11320,437,Molloy,9,True,16,2,14,win,16 - 2,658623,410,1,4.0,3,1,1,1,5,0,16,15,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,2,2,1201574,2013
03/02/2013,home,11320,74,Bridgeport,9,True,3,4,-1,loss,3 - 4,660600,410,1,1.0,1,1,0,1,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,2,2,1201574,2013
03/10/2013,home,11320,22,American Int'l,9,True,2,11,-9,loss,2 - 11,662990,410,1,5.0,9,7,3,1,3,0,25,23,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,1,1,1201574,2013
03/17/2013,away,11320,995,Caldwell,9,True,12,4,8,win,12 - 4,664927,410,1,6.0,8,3,3,0,3,0,26,25,1,0,0,0,0,1,0,0,0,0,0,0,9,5,1,0,0,2,1,1201574,2013
03/24/2013,away,11320,22,American Int'l,9,True,3,6,-3,loss,3 - 6,666669,410,1,5.1,6,4,2,0,3,0,22,20,1,1,0,0,0,1,0,0,0,0,1,0,5,8,0,1,0,1,1,1201574,2013
04/02/2013,home,11320,56,Bentley,9,True,6,1,5,win,6 - 1,668742,410,1,2.0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,19,2,2,0,0,0,2,0,1201574,2013
04/07/2013,home,11320,3,Adelphi,9,True,3,12,-9,loss,3 - 12,670720,410,1,5.0,10,6,3,1,2,0,26,25,1,0,0,0,0,0,0,0,0,0,0,77,7,5,0,1,0,1,0,1201574,2013
04/13/2013,away,11320,468,Southern N.H.,9,True,2,7,-5,loss,2 - 7,672089,410,1,3.0,6,4,4,1,4,0,16,14,1,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,2,1,1201574,2013
05/09/2013,home,11320,349,Le Moyne,9,True,0,8,-8,loss,0 - 8,678786,410,1,1.0,2,3,2,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,3,0,1201574,2013
05/11/2013,away,11320,470,New Haven,9,True,4,6,-2,loss,4 - 6,2184162,410,1,3.0,5,3,3,0,2,0,14,10,0,1,0,0,0,0,0,0,0,2,2,55,2,5,0,0,0,1,1,1201574,2013
