date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,away,14781,101,CSUN,9,True,8,10,-2,loss,8 - 10,4707100,327,1,2.0,0,2,2,2,2,5,0,10,8,0,0,0,1,0,0,0,0,0,0,0,40,1,0,0,0,0,2,0,1979155,2019
02/20/2019,away,14781,30135,California Baptist,9,True,6,7,-1,loss,6 - 7,4710597,327,1,1.2,0,5,4,1,1,2,0,12,11,0,0,0,0,1,0,1,0,0,0,0,43,2,1,0,1,0,3,0,1979155,2019
03/01/2019,home,14781,629,San Francisco,9,True,7,0,7,win,7 - 0,4719390,327,1,3.1,0,3,0,0,0,4,0,14,14,0,0,0,0,1,0,0,3,0,0,0,51,3,2,0,0,0,3,1,1979155,2019
03/09/2019,home,14781,523,Old Dominion,9,True,6,2,4,win,6 - 2,4728221,327,1,0.2,0,2,2,2,0,0,0,5,4,1,0,0,0,0,1,0,0,0,0,0,15,2,0,0,0,0,3,0,1979155,2019
03/13/2019,home,14781,503,NIU,9,True,8,3,5,win,8 - 3,4733485,327,1,3.1,0,0,0,0,1,3,0,10,9,0,0,0,0,0,0,0,1,0,0,0,34,4,2,1,0,0,2,1,1979155,2019
03/16/2019,home,14781,536,UTRGV,9,True,7,1,6,win,7 - 1,4737812,327,1,1.2,0,0,0,0,1,0,0,6,5,0,0,0,0,0,0,0,2,0,0,0,26,2,3,0,0,0,2,0,1979155,2019
03/20/2019,home,14781,116,Canisius,9,True,6,5,1,win,6 - 5,4742328,327,1,2.1,0,3,2,1,0,2,0,11,10,0,0,0,0,0,1,0,1,0,0,0,31,1,4,0,0,0,2,1,1979155,2019
03/22/2019,away,14781,521,Oklahoma St.,9,True,4,11,-7,loss,4 - 11,4744325,327,1,2.2,0,3,3,3,6,1,0,16,10,1,0,0,0,1,0,1,1,1,0,0,64,2,4,0,1,0,2,1,1979155,2019
03/30/2019,home,14781,700,Texas Tech,9,True,4,11,-7,loss,4 - 11,4753448,327,1,0.1,0,4,3,2,1,0,0,7,6,0,0,0,0,0,0,1,0,0,0,0,22,1,0,0,1,0,2,0,1979155,2019
04/03/2019,away,14781,434,Missouri,9,True,2,17,-15,loss,2 - 17,4757775,327,1,1.0,0,1,1,1,0,1,0,4,4,0,0,0,1,0,0,0,2,2,0,0,8,0,2,0,0,0,3,1,1979155,2019
04/06/2019,away,14781,169,Creighton,9,True,9,2,7,win,9 - 2,4761432,327,1,1.0,0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,3,0,1979155,2019
04/07/2019,away,14781,169,Creighton,9,True,1,11,-10,loss,1 - 11,4762518,327,1,1.0,0,6,4,4,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,26,2,0,0,1,0,1,0,1979155,2019
04/13/2019,away,14781,703,Texas,9,True,2,10,-8,loss,2 - 10,4769286,327,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,0,4,0,1979155,2019
04/19/2019,home,14781,698,TCU,9,True,1,8,-7,loss,1 - 8,4775261,327,1,4.0,0,4,3,0,0,1,0,17,15,0,0,0,0,1,1,0,3,3,0,1,69,3,7,0,0,0,2,1,1979155,2019
05/01/2019,home,14781,782,Wichita St.,9,True,7,2,5,win,7 - 2,4785346,327,1,4.2,0,1,0,0,1,5,0,16,15,0,0,0,0,0,0,0,2,0,0,0,58,6,2,1,0,0,2,3,1979155,2019
05/07/2019,home,14781,699,Texas Southern,9,True,11,5,6,win,11 - 5,4789407,327,1,1.2,0,2,3,3,2,2,0,10,6,1,0,0,0,0,2,0,3,0,0,0,33,1,1,0,0,0,4,1,1979155,2019
05/19/2019,away,14781,328,Kansas,9,True,4,6,-2,loss,4 - 6,4792756,327,1,0.0,0,1,1,0,2,0,0,4,2,1,0,0,0,0,0,1,1,1,0,0,19,0,0,0,1,0,3,0,1979155,2019
