date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
03/02/2016,away,12360,9,UAB,9,True,0,7,-7,loss,0 - 7,294884,716,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,5,0,1772810,2016
03/09/2016,away,12360,315,Jacksonville St.,9,True,10,0,10,win,10 - 0,296519,716,0,1,6.0,0.0,4,0,0,0,4,0,25,25,2,0,0,0,0,0,0,0,0,0,0,101,7,7,1,0,0,1,1,1772810,2016
03/22/2016,home,12360,6,Alabama A&M,9,True,8,0,8,win,8 - 0,300117,716,0,0,2.1,0.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,1,0,0,0,16,4,1,1,0,0,2,1,1772810,2016
03/24/2016,away,12360,32,Little Rock,9,True,8,11,-3,loss,8 - 11,300420,716,0,0,3.1,0.0,6,2,2,1,0,0,16,15,2,0,0,0,1,0,0,1,1,0,0,44,6,3,0,0,0,2,0,1772810,2016
03/29/2016,home,12360,7,Alabama St.,9,True,8,0,8,win,8 - 0,301900,716,0,0,2.0,0.0,1,0,0,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,31,2,2,0,0,0,2,0,1772810,2016
04/02/2016,home,12360,474,New Orleans,9,True,9,6,3,win,9 - 6,303069,716,0,1,6.1,0.0,3,4,4,4,7,0,26,22,0,1,0,0,1,0,0,0,0,0,0,103,10,3,1,0,0,1,1,1772810,2016
04/09/2016,home,12360,27,App State,9,True,4,3,1,win,4 - 3,304385,716,0,1,6.1,0.0,4,2,0,2,4,0,25,23,1,0,0,1,0,0,0,0,0,0,0,94,13,1,0,0,0,1,1,1772810,2016
04/16/2016,away,12360,30,Arkansas St.,9,True,3,4,-1,loss,3 - 4,306292,716,0,1,6.0,0.0,6,2,2,1,1,0,25,22,0,0,0,1,1,1,0,0,0,1,0,76,12,4,0,0,0,1,0,1772810,2016
04/23/2016,home,12360,702,UT Arlington,9,True,5,18,-13,loss,5 - 18,308975,716,0,1,2.1,0.0,7,5,5,0,2,0,14,13,1,1,0,0,0,0,0,0,0,0,1,53,4,1,0,1,0,1,1,1772810,2016
05/01/2016,away,12360,670,Texas St.,9,True,1,4,-3,loss,1 - 4,310971,716,0,1,6.0,0.0,8,3,3,1,1,0,26,23,3,0,0,0,1,1,0,0,0,1,0,92,10,5,0,1,0,1,0,1772810,2016
05/08/2016,home,12360,498,ULM,9,True,3,4,-1,loss,3 - 4,312440,716,0,1,3.1,0.0,5,3,3,2,0,0,16,12,2,0,0,0,0,0,0,0,0,2,0,52,4,5,0,1,0,1,0,1772810,2016
05/11/2016,home,12360,430,Mississippi St.,9,True,3,7,-4,loss,3 - 7,312728,716,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,4,0,1772810,2016
05/15/2016,away,12360,254,Georgia St.,9,True,16,3,13,win,16 - 3,313325,716,0,1,7.0,1,6,3,1,1,2,0,29,26,1,0,0,0,2,1,0,0,0,0,1,95,8,8,1,0,0,1,1,1772810,2016
05/21/2016,home,12360,646,South Alabama,9,True,8,0,8,win,8 - 0,314046,716,0,1,6.0,0.0,3,0,0,2,2,0,22,20,0,0,0,0,0,0,0,0,0,0,0,86,11,4,1,0,0,1,2,1772810,2016
