date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/22/2014,away,11620,251,Georgetown,11,True,10,11,-1,loss,10 - 11,588130,272,1,4.0,3,0,0,0,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,46,7,2,0,0,0,3,1,1426488,2014
03/02/2014,away,11620,248,George Mason,12,True,4,3,1,win,4 - 3,589690,272,1,2.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,0,0,5,0,1426488,2014
03/09/2014,away,11620,198,ETSU,9,True,18,6,12,win,18 - 6,591078,272,1,2.0,2,1,1,1,1,0,9,8,0,0,1,0,0,0,0,0,0,0,0,33,5,0,1,0,0,2,1,1426488,2014
03/15/2014,home,11620,690,Temple,9,True,4,5,-1,loss,4 - 5,593010,272,1,2.0,4,2,2,0,0,0,10,8,2,0,0,0,0,0,0,2,1,1,1,0,4,2,0,1,0,2,0,1426488,2014
03/20/2014,home,11620,813,Yale,9,True,8,6,2,win,8 - 6,593929,272,1,2.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,16,6,0,1,0,0,2,0,1426488,2014
03/25/2014,home,11620,164,UConn,9,True,3,2,1,win,3 - 2,595502,272,1,1.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,2,1,1426488,2014
04/01/2014,away,11620,285,Holy Cross,11,True,8,6,2,win,8 - 6,597290,272,1,2.0,3,2,1,0,1,0,11,9,0,0,0,0,0,1,0,0,0,0,1,41,2,3,0,0,0,3,0,1426488,2014
04/07/2014,away,11620,380,Maine,9,True,2,1,1,win,2 - 1,599070,272,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1426488,2014
04/08/2014,home,11620,590,Sacred Heart,12,True,7,6,1,win,7 - 6,599181,272,1,2.0,3,0,0,0,1,0,9,8,1,0,0,0,0,0,0,0,0,1,0,21,3,1,0,0,0,4,1,1426488,2014
04/11/2014,away,11620,587,Rutgers,9,True,3,4,-1,loss,3 - 4,599825,272,1,3.0,1,0,0,0,0,0,11,10,0,0,0,0,0,1,0,0,0,0,0,38,4,5,0,0,0,2,0,1426488,2014
04/13/2014,away,11620,587,Rutgers,9,True,11,8,3,win,11 - 8,600938,272,1,2.0,2,0,0,1,1,0,9,8,0,0,0,0,0,0,0,0,0,0,0,41,4,1,1,0,0,2,0,1426488,2014
04/16/2014,home,11620,725,Army West Point,9,True,2,4,-2,loss,2 - 4,601489,272,1,1.0,0,0,0,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,13,0,2,0,0,0,3,0,1426488,2014
04/19/2014,home,11620,14,UAlbany,9,True,3,2,1,win,3 - 2,602624,272,1,2.0,2,1,1,0,1,0,8,8,1,0,0,0,0,0,0,0,0,0,0,31,4,1,1,0,0,2,0,1426488,2014
04/23/2014,away,11620,572,Rhode Island,10,True,4,2,2,win,4 - 2,603818,272,1,3.0,1,0,0,1,3,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,1,1426488,2014
04/27/2014,away,11620,62,Binghamton,11,True,3,4,-1,loss,3 - 4,604961,272,1,2.0,5,2,1,0,1,0,12,11,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,1,1426488,2014
05/11/2014,away,11620,368,UMass Lowell,9,True,2,3,-1,loss,2 - 3,607634,272,1,1.2,1,1,1,0,1,0,7,6,0,0,0,0,0,1,0,0,0,0,0,20,0,4,0,1,0,2,0,1426488,2014
05/16/2014,away,11620,683,Stony Brook,9,True,6,1,5,win,6 - 1,608120,272,1,2.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,1426488,2014
05/22/2014,home,11620,62,Binghamton,9,True,6,1,5,win,6 - 1,608598,272,1,2.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,20,4,1,0,0,0,2,1,1426488,2014
05/24/2014,home,11620,62,Binghamton,9,True,0,8,-8,loss,0 - 8,608769,272,1,3.0,1,0,0,0,1,0,10,9,0,0,0,0,0,0,0,3,2,0,1,0,3,5,0,0,0,3,0,1426488,2014
