App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,1,1.0,0.0,1,0,0,0,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,03/05/2021,away,15580,778,Wheaton (IL),9,True,0,6,-6,loss,2055779,577,2112730,2021
1,1,4.1,0.0,6,6,3,1,4,0,22,19,2,1,0,0,0,2,0,0,0,0,0,0,3,4,0,1,0,1,3,0,03/07/2021,neutral,15580,492,North Central (IL),9,True,0,12,-12,loss,2054670,577,2112730,2021
1,1,5.0,0.0,7,5,5,3,3,0,25,20,3,0,0,1,1,2,0,0,0,0,0,0,2,8,0,1,0,1,1,0,03/13/2021,away,15580,121,Carthage,9,True,0,5,-5,loss,2057346,577,2112730,2021
1,1,5.1,0.0,7,9,8,6,7,0,31,24,1,2,0,0,3,1,0,0,0,0,0,0,2,7,0,1,0,1,3,0,04/03/2021,home,15580,53,Beloit,9,True,2,9,-7,loss,2053859,577,2112730,2021
1,1,7.1,0.0,8,5,5,2,2,0,33,31,3,0,0,1,0,0,0,0,0,0,0,0,10,10,0,1,0,1,0,0,04/13/2021,away,15580,614,St. Norbert,9,True,4,7,-3,loss,2049579,577,2112730,2021
1,1,3.0,0.0,6,6,5,2,2,0,19,15,0,1,0,1,2,2,0,0,0,0,0,0,2,4,0,1,0,1,0,0,04/20/2021,home,15580,53,Beloit,9,True,4,14,-10,loss,2053877,577,2112730,2021
1,0,1.0,0.0,1,1,1,1,1,0,7,5,0,0,0,1,0,1,0,2,2,0,0,0,0,2,0,0,0,2,0,0,04/25/2021,home,15580,137,UChicago,9,True,5,12,-7,loss,2056373,577,2112730,2021
1,0,1.0,0.0,1,0,0,2,1,0,6,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,04/28/2021,away,15580,53,Beloit,9,True,0,9,-9,loss,2053889,577,2112730,2021
1,0,2.1,0.0,6,2,2,0,1,0,13,12,1,0,0,0,1,0,0,1,0,1,0,0,5,1,0,0,0,2,0,0,05/01/2021,away,15580,614,St. Norbert,9,True,13,15,-2,loss,2049634,577,2112730,2021
1,0,4.2,0.0,6,3,3,2,3,0,23,19,1,0,0,0,2,1,0,1,0,1,0,0,5,6,0,1,0,2,0,0,05/13/2021,home,15580,348,Lawrence,9,True,7,9,-2,loss,2076827,577,2112730,2021
