date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
04/01/2022,home,15860,30095,Utah Tech,9,True,12,3,9,win,12 - 3,5252030,90,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,0,2,0,0,2463577,2022
04/05/2022,away,15860,107,California,9,True,3,9,-6,loss,3 - 9,5256661,90,1,1.0,0,2,2,2,0,2,0,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,2463577,2022
04/15/2022,away,15860,109,UC Irvine,9,True,4,3,1,win,4 - 3,5266089,90,1,1.0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,2,0,1,0,11,1,1,1,0,0,2,0,0,2463577,2022
04/16/2022,away,15860,109,UC Irvine,9,True,7,6,1,win,7 - 6,5267546,90,1,0.0,0,1,2,0,0,0,0,3,2,0,0,0,0,1,1,0,3,3,0,0,13,0,0,0,0,0,3,0,0,2463577,2022
04/19/2022,home,15860,674,Stanford,9,True,8,10,-2,loss,8 - 10,5269244,90,1,2.0,0,3,1,1,0,2,0,9,9,0,0,0,1,0,0,0,0,0,0,0,43,2,2,0,0,0,3,2,0,2463577,2022
04/23/2022,away,15860,111,UC Riverside,11,True,4,3,1,win,4 - 3,5273917,90,1,1.2,0,1,0,0,1,1,0,6,5,0,0,0,0,0,0,0,1,1,0,0,25,2,1,0,0,0,2,0,0,2463577,2022
04/29/2022,home,15860,104,UC Santa Barbara,11,True,7,10,-3,loss,7 - 10,5278796,90,1,1.2,0,3,1,1,0,3,0,8,8,0,0,0,1,0,0,0,0,0,0,0,33,0,2,0,0,0,2,2,0,2463577,2022
05/01/2022,home,15860,104,UC Santa Barbara,9,True,3,7,-4,loss,3 - 7,5281211,90,1,3.0,0,4,1,1,0,3,0,13,12,0,0,1,0,0,0,0,0,0,0,1,63,1,5,0,0,0,2,2,0,2463577,2022
05/08/2022,home,15860,94,CSU Bakersfield,9,True,4,2,2,win,4 - 2,5285335,90,1,3.2,0,5,2,2,1,6,0,17,16,1,0,0,1,0,0,0,0,0,0,0,56,1,4,0,0,0,2,2,0,2463577,2022
05/15/2022,away,15860,97,Cal St. Fullerton,9,True,2,1,1,win,2 - 1,5288157,90,1,3.0,0,4,1,1,1,4,0,14,13,1,1,0,0,0,0,0,0,0,0,0,54,4,1,0,0,0,2,1,0,2463577,2022
05/17/2022,away,15860,541,Pepperdine,9,True,14,6,8,win,14 - 6,5288662,90,1,0.2,0,4,4,4,0,0,0,6,6,1,0,0,1,0,0,0,0,0,0,0,16,2,0,0,0,0,4,0,0,2463577,2022
05/22/2022,home,15860,108,UC Davis,9,True,6,3,3,win,6 - 3,5289796,90,1,3.1,0,2,2,2,1,3,0,13,12,0,0,0,1,0,0,0,0,0,0,0,48,4,3,1,0,0,2,0,0,2463577,2022
05/28/2022,away,15860,277,Hawaii,9,True,4,6,-2,loss,4 - 6,5290551,90,1,4.1,0,3,3,3,1,5,0,20,14,0,0,0,0,0,3,0,2,1,1,1,55,5,3,0,0,0,2,2,0,2463577,2022
