date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/23/2021,home,15580,459,UNC Greensboro,9,True,13,16,-3,loss,13 - 16,5006286,490,1,3.0,0,1,0,0,0,5,0,10,10,1,0,0,0,0,0,0,0,0,0,0,54,2,2,0,0,0,1,3,0,2305010,2021
02/28/2021,home,15580,255,Georgia Tech,9,True,4,8,-4,loss,4 - 8,5011204,490,1,0.2,0,3,4,4,2,0,0,7,5,2,0,0,0,2,0,0,0,0,0,0,33,0,2,0,1,0,1,0,0,2305010,2021
03/07/2021,home,15580,415,Miami (FL),9,True,4,6,-2,loss,4 - 6,5017952,490,1,0.2,0,2,2,2,1,2,0,5,4,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,1,0,2,1,0,2305010,2021
03/19/2021,home,15580,367,Louisville,9,True,1,13,-12,loss,1 - 13,5030004,490,1,1.2,0,4,4,4,1,2,0,10,9,1,0,0,1,0,0,0,1,1,0,0,42,1,2,0,0,0,2,1,0,2305010,2021
03/23/2021,away,15580,460,UNCW,9,True,5,3,2,win,5 - 3,5035008,490,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,5,0,0,2305010,2021
03/30/2021,away,15580,459,UNC Greensboro,9,True,3,0,3,win,3 - 0,5042330,490,1,9.0,1,1,0,0,3,9,1,31,28,1,0,0,0,1,0,0,0,0,0,0,112,4,14,1,0,0,1,2,0,2305010,2021
04/06/2021,home,15580,27,App State,9,True,13,2,11,win,13 - 2,5048874,490,1,6.0,0,3,1,1,2,7,0,23,21,0,1,0,0,1,0,0,0,0,0,0,96,6,5,1,0,0,1,1,0,2305010,2021
04/14/2021,home,15580,488,N.C. A&T,9,True,10,4,6,win,10 - 4,5056426,490,1,6.0,0,2,1,1,0,1,0,20,20,1,0,1,1,0,0,0,0,0,0,0,65,7,10,1,0,0,1,0,0,2305010,2021
04/18/2021,away,15580,513,Notre Dame,9,True,2,11,-9,loss,2 - 11,5060337,490,1,1.1,0,4,6,6,0,2,0,10,8,0,0,1,2,0,1,0,0,0,1,0,35,0,2,0,0,0,2,1,0,2305010,2021
04/25/2021,home,15580,742,Virginia Tech,9,True,11,3,8,win,11 - 3,5067173,490,1,0.2,0,6,2,2,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,2305010,2021
04/27/2021,away,15580,27,App State,9,True,7,3,4,win,7 - 3,5068341,490,1,7.0,0,6,2,2,2,8,0,29,25,1,0,0,1,0,1,0,0,0,1,0,107,7,5,1,0,0,1,2,0,2305010,2021
05/11/2021,home,15580,460,UNCW,9,True,9,1,8,win,9 - 1,5077293,490,1,8.0,0,2,1,1,1,12,0,28,27,0,0,0,1,0,0,0,0,0,0,0,109,5,7,1,0,0,1,5,0,2305010,2021
05/16/2021,away,15580,545,Pittsburgh,9,True,10,3,7,win,10 - 3,5079116,490,1,2.0,0,1,0,0,1,6,0,8,7,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,3,0,2305010,2021
05/22/2021,home,15580,234,Florida St.,9,True,11,15,-4,loss,11 - 15,5081086,490,1,2.1,0,4,4,3,2,1,0,12,10,0,0,0,1,0,0,0,2,2,0,0,50,3,2,0,0,0,2,0,0,2305010,2021
05/30/2021,home,15580,193,Duke,9,True,0,1,-1,loss,0 - 1,5082481,490,1,4.1,0,0,0,0,1,6,0,14,13,0,0,0,0,0,0,0,2,0,0,0,54,2,5,0,0,0,2,2,0,2305010,2021
06/04/2021,home,15580,8,Alabama,9,True,8,1,7,win,8 - 1,5082761,490,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,2,0,0,2305010,2021
06/06/2021,home,15580,366,Louisiana Tech,9,True,14,7,7,win,14 - 7,5082926,490,1,3.0,0,4,2,2,0,5,0,13,13,1,0,0,1,0,0,0,0,0,0,0,53,1,3,0,0,1,2,2,0,2305010,2021
06/13/2021,away,15580,31,Arkansas,9,True,3,2,1,win,3 - 2,5083187,490,1,3.0,0,2,1,1,0,3,0,11,11,0,0,0,1,0,0,0,0,0,0,0,56,2,4,0,0,0,2,1,0,2305010,2021
