date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
01/29/2016,away,12360,1123,Henderson St.,9,True,10,5,5,win,10 - 5,291543,1395,0,1,5.0,0.0,5,3,3,2,3,0,21,19,1,1,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,1,0,1647620,2016
02/07/2016,home,12360,1123,Henderson St.,10,True,1,0,1,win,1 - 0,291932,1395,0,1,6.0,0.0,4,0,0,1,12,0,23,22,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,4,1647620,2016
02/13/2016,away,12360,1346,St. Mary's (TX),9,True,3,2,1,win,3 - 2,292153,1395,0,1,7.0,1,5,2,2,0,2,0,28,26,0,0,0,1,1,0,0,0,0,1,1,0,8,12,1,0,0,1,1,1647620,2016
02/20/2016,home,12360,1071,Emporia St.,10,True,3,2,1,win,3 - 2,293058,1395,0,1,7.0,0.0,4,2,2,1,11,0,25,24,2,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,7,1647620,2016
03/05/2016,away,12360,767,West Tex. A&M,9,True,8,6,2,win,8 - 6,295391,1395,0,1,6.0,0.0,8,4,4,3,8,0,29,26,2,0,0,1,0,0,0,0,0,0,0,105,5,5,1,0,0,1,3,1647620,2016
03/13/2016,home,12360,206,Eastern N.M.,9,True,14,3,11,win,14 - 3,297971,1395,0,1,4.0,0.0,4,2,1,2,7,0,19,16,1,0,0,1,1,1,0,0,0,0,0,0,2,2,1,0,0,1,5,1647620,2016
03/19/2016,away,12360,996,Cameron,9,True,3,4,-1,loss,3 - 4,299435,1395,0,1,6.0,0.0,5,4,3,4,3,0,25,20,0,0,0,0,0,0,0,0,0,1,0,113,12,1,0,1,0,1,1,1647620,2016
03/25/2016,away,12360,696,Tex. A&M-Kingsville,9,True,1,2,-1,loss,1 - 2,300831,1395,0,1,6.0,1,4,2,2,3,8,0,26,22,1,0,0,0,1,1,0,0,0,0,0,96,6,4,0,1,0,1,1,1647620,2016
04/02/2016,home,12360,25,Angelo St.,9,True,0,1,-1,loss,0 - 1,302778,1395,0,1,9.0,1,9,1,1,2,3,0,38,33,1,0,0,0,0,0,0,0,0,3,0,0,12,12,0,1,0,1,1,1647620,2016
04/09/2016,home,12360,767,West Tex. A&M,9,True,2,0,2,win,2 - 0,304488,1395,0,1,7.0,1,3,0,0,2,10,1,27,23,1,0,0,0,0,1,0,0,0,1,0,99,5,6,1,0,0,1,4,1647620,2016
04/16/2016,away,12360,206,Eastern N.M.,9,True,12,3,9,win,12 - 3,306538,1395,0,1,7.0,1,4,3,3,1,10,0,26,25,1,0,0,1,0,0,0,0,0,0,0,99,9,2,1,0,0,1,3,1647620,2016
04/23/2016,home,12360,996,Cameron,9,True,6,1,5,win,6 - 1,308619,1395,0,1,7.0,1,4,1,1,4,8,0,29,25,1,0,0,1,0,0,0,0,0,0,0,0,2,11,1,0,0,1,2,1647620,2016
05/01/2016,home,12360,696,Tex. A&M-Kingsville,9,True,5,1,4,win,5 - 1,311160,1395,0,1,7.0,1,4,1,1,2,4,0,28,26,2,0,0,0,0,0,0,0,0,0,0,0,10,7,1,0,0,1,1,1647620,2016
05/07/2016,away,12360,25,Angelo St.,9,True,1,2,-1,loss,1 - 2,312087,1395,0,1,7.2,1,7,2,1,2,3,0,33,30,1,1,0,0,0,1,0,0,0,0,0,104,7,12,0,1,0,1,1,1647620,2016
