date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2016,away,12360,32,Little Rock,9,True,7,2,5,win,7 - 2,292464,305,0,1,7.1,0.0,7,2,2,4,1,0,29,25,1,0,0,0,0,0,0,0,0,0,0,92,7,10,1,0,0,1,0,1531314,2016
02/27/2016,home,12360,67,Boston College,9,True,3,5,-2,loss,3 - 5,294137,305,0,1,4.2,0.0,12,5,4,0,2,0,27,27,0,0,0,0,1,0,0,0,0,0,0,0,5,6,0,1,0,1,2,1531314,2016
03/11/2016,home,12360,572,Rhode Island,9,True,8,2,6,win,8 - 2,297007,305,0,0,4.1,0.0,2,2,2,1,0,0,16,15,1,0,0,0,0,0,0,2,0,0,0,54,7,6,0,0,0,3,0,1531314,2016
03/15/2016,away,12360,490,NC State,9,True,3,8,-5,loss,3 - 8,298178,305,0,1,3.0,0.0,4,2,2,0,4,0,13,13,0,1,0,0,0,0,0,0,0,0,0,41,4,1,0,1,0,1,2,1531314,2016
03/20/2016,home,12360,639,Siena,9,True,2,3,-1,loss,2 - 3,299652,305,0,1,6.0,0.0,4,2,2,0,1,0,22,22,2,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,1,0,1531314,2016
03/26/2016,away,12360,306,Indiana,9,True,5,1,4,win,5 - 1,301162,305,0,1,7.1,0.0,9,1,1,0,2,0,29,28,0,1,0,0,0,0,0,0,0,1,0,80,11,7,1,0,0,1,0,1531314,2016
04/02/2016,home,12360,87,Butler,9,True,7,2,5,win,7 - 2,302616,305,0,1,9.0,1,12,2,2,2,2,0,38,36,2,0,0,0,0,0,0,0,0,0,0,0,12,10,1,0,0,1,0,1531314,2016
04/09/2016,away,12360,659,Southern Ill.,9,True,3,0,3,win,3 - 0,304388,305,0,1,9.0,1,3,0,0,1,4,1,30,29,1,0,0,0,0,0,0,0,0,0,0,107,12,10,1,0,0,1,2,1531314,2016
04/16/2016,home,12360,299,Illinois St.,9,True,6,5,1,win,6 - 5,306337,305,0,1,6.0,0.0,8,5,5,2,3,0,26,24,0,0,0,1,0,0,0,0,0,0,0,0,6,7,0,0,0,1,1,1531314,2016
04/22/2016,home,12360,1045,DBU,9,True,2,3,-1,loss,2 - 3,308172,305,0,1,7.1,0.0,6,3,3,1,7,0,28,26,0,0,0,1,0,0,0,0,0,1,0,0,7,7,0,1,0,1,1,1531314,2016
04/29/2016,home,12360,669,Missouri St.,9,True,7,6,1,win,7 - 6,310155,305,0,1,5.1,0.0,6,5,4,2,2,0,28,23,0,0,0,2,0,1,0,0,0,0,2,0,3,11,0,0,0,1,1,1531314,2016
05/06/2016,away,12360,782,Wichita St.,9,True,15,10,5,win,15 - 10,311596,305,0,1,3.0,0.0,8,6,5,0,2,0,18,16,2,0,0,1,1,1,0,0,0,1,0,68,3,3,0,0,0,1,0,1531314,2016
05/13/2016,away,12360,72,Bradley,9,True,3,5,-2,loss,3 - 5,312943,305,0,1,5.1,0.0,6,5,4,2,3,0,25,21,0,0,0,1,0,1,0,0,0,1,0,79,4,8,0,1,0,1,2,1531314,2016
05/20/2016,home,12360,219,Evansville,9,True,7,0,7,win,7 - 0,313824,305,0,1,9.0,1,7,0,0,0,7,1,33,32,1,0,0,0,1,1,0,0,0,0,0,101,9,9,1,0,0,1,1,1531314,2016
05/26/2016,home,12360,782,Wichita St.,9,True,7,1,6,win,7 - 1,314264,305,0,1,9.0,1,4,1,1,0,6,0,31,31,0,0,0,1,0,0,0,0,0,0,0,0,10,11,1,0,0,1,3,1531314,2016
