date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,away,15860,703,Texas,9,True,1,15,-14,loss,1 - 15,5209926,574,1,0,1.2,0.0,0,0,0,1,2,0,7,5,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,6,1,0,2299318,2022
02/26/2022,home,15860,346,Lamar University,11,True,6,8,-2,loss,6 - 8,5220548,574,1,0,2.1,0.0,3,1,1,0,3,0,9,9,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,0,2299318,2022
03/04/2022,home,15860,275,Harvard,9,True,0,3,-3,loss,0 - 3,5223605,574,1,0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2299318,2022
03/05/2022,home,15860,275,Harvard,9,True,3,6,-3,loss,3 - 6,5225330,574,1,0,1.0,0.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,2299318,2022
03/08/2022,home,15860,288,Houston,9,True,7,10,-3,loss,7 - 10,5228828,574,1,0,3.0,0.0,0,1,0,0,4,0,12,11,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,3,0,0,2299318,2022
03/11/2022,home,15860,700,Texas Tech,9,True,1,10,-9,loss,1 - 10,5231972,574,1,0,2.0,0.0,4,4,2,2,1,0,12,9,1,0,0,0,0,0,0,1,1,1,0,36,2,3,0,0,0,2,0,0,2299318,2022
03/13/2022,home,15860,700,Texas Tech,9,True,4,7,-3,loss,4 - 7,5233390,574,1,0,1.0,0.0,2,1,1,2,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,27,1,2,0,0,0,5,0,0,2299318,2022
03/18/2022,home,15860,9,UAB,9,True,8,7,1,win,8 - 7,5238781,574,1,0,0.2,0.0,1,3,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,2,0,0,2299318,2022
03/20/2022,home,15860,9,UAB,9,True,8,9,-1,loss,8 - 9,5241596,574,1,0,2.1,0.0,3,1,1,1,3,0,11,10,0,1,0,0,0,0,0,1,0,0,0,40,1,3,0,0,0,3,0,0,2299318,2022
03/26/2022,away,15860,388,Marshall,9,True,6,5,1,win,6 - 5,5247658,574,1,0,1.0,0.0,1,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,4,0,0,2299318,2022
04/01/2022,home,15860,229,Fla. Atlantic,9,True,4,9,-5,loss,4 - 9,5251913,574,1,0,3.0,0.0,2,3,3,2,1,0,13,10,1,0,0,0,0,1,0,0,0,0,0,62,5,2,0,0,0,2,0,0,2299318,2022
04/05/2022,home,15860,287,Houston Baptist,9,True,13,1,12,win,13 - 1,5256583,574,1,0,1.0,0.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,2,0,0,2299318,2022
04/09/2022,away,15860,366,Louisiana Tech,9,True,3,9,-6,loss,3 - 9,5259717,574,1,0,0.2,0.0,3,3,3,0,0,0,5,5,0,1,0,1,0,0,0,1,1,0,0,18,2,0,0,1,0,2,0,0,2299318,2022
04/15/2022,home,15860,706,UTSA,9,True,2,9,-7,loss,2 - 9,5266027,574,1,0,3.2,0.0,5,1,1,0,2,0,16,15,0,0,0,1,0,0,0,1,1,0,1,53,5,3,0,0,0,2,2,0,2299318,2022
04/24/2022,away,15860,664,Southern Miss.,9,True,2,12,-10,loss,2 - 12,5274468,574,1,0,0.1,0.0,1,3,3,0,0,0,4,2,0,0,0,1,0,2,0,1,1,0,0,9,0,1,0,0,0,4,0,0,2299318,2022
05/04/2022,away,15860,288,Houston,9,True,2,8,-6,loss,2 - 8,5282817,574,1,0,1.0,0.0,1,1,1,1,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,15,1,1,0,0,0,4,0,0,2299318,2022
05/10/2022,home,15860,671,Louisiana,9,True,3,7,-4,loss,3 - 7,5286010,574,1,1,4.0,0.0,6,2,1,0,6,0,19,18,0,1,0,0,0,0,0,0,0,1,0,66,5,1,0,0,0,1,1,0,2299318,2022
05/15/2022,home,15860,419,Middle Tenn.,9,True,7,21,-14,loss,7 - 21,5288259,574,1,0,0.1,0.0,1,1,1,0,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,5,1,0,0,0,0,3,0,0,2299318,2022
05/17/2022,away,15860,288,Houston,12,True,5,4,1,win,5 - 4,5288553,574,1,0,3.0,0.0,2,0,0,1,1,0,12,11,0,0,0,0,1,0,0,0,0,0,0,46,0,8,1,0,0,4,1,0,2299318,2022
05/20/2022,away,15860,231,FIU,9,True,10,0,10,win,10 - 0,5289272,574,1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,2,0,0,2299318,2022
