date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,home,14781,414,Miami (OH),9,True,9,1,8,win,9 - 1,4705012,609,1,6.0,0,4,1,1,2,4,0,25,22,2,0,0,0,1,1,0,0,0,0,0,0,7,6,1,0,0,1,2,1997490,2019
02/22/2019,away,14781,370,LMU (CA),9,True,1,3,-2,loss,1 - 3,4712422,609,1,7.0,0,4,2,2,0,8,0,24,24,1,0,0,0,1,0,0,0,0,0,0,95,9,3,0,1,0,1,0,1997490,2019
03/01/2019,away,14781,678,Stetson,14,True,2,3,-1,loss,2 - 3,4719445,609,1,5.0,0,4,1,1,1,7,0,21,19,1,0,0,0,0,1,0,0,0,0,0,96,5,3,0,0,0,1,1,1997490,2019
03/10/2019,home,14781,771,Western Ill.,9,True,8,2,6,win,8 - 2,4729695,609,1,7.0,0,4,1,1,2,6,0,25,22,1,0,0,0,0,0,0,0,0,1,0,97,10,3,1,0,0,1,2,1997490,2019
03/16/2019,home,14781,136,Chicago St.,9,True,7,5,2,win,7 - 5,4737481,609,1,7.0,0,6,1,0,1,3,0,27,26,0,0,0,0,0,0,0,0,0,0,0,84,13,3,1,0,0,1,0,1997490,2019
03/23/2019,home,14781,175,Dayton,9,True,4,3,1,win,4 - 3,4745391,609,1,5.0,0,7,2,2,3,4,0,26,22,2,0,0,0,0,1,0,0,0,0,0,83,6,5,0,0,0,1,1,1997490,2019
03/31/2019,home,14781,603,St. John's (NY),9,True,3,16,-13,loss,3 - 16,4754822,609,1,2.0,0,4,4,4,1,5,0,11,10,0,0,0,0,1,0,0,0,0,0,0,44,1,0,0,1,0,1,2,1997490,2019
04/06/2019,away,14781,400,Massachusetts,9,True,9,4,5,win,9 - 4,4762591,609,1,6.2,0,6,4,3,3,7,0,30,26,1,0,0,0,1,1,0,0,0,0,0,109,9,4,1,0,0,1,3,1997490,2019
04/13/2019,home,14781,596,St. Bonaventure,9,True,5,0,5,win,5 - 0,4768794,609,1,9.0,1,0,0,0,2,11,1,28,26,0,0,0,0,0,0,0,0,0,0,0,108,11,4,1,0,0,1,3,1997490,2019
04/19/2019,away,14781,236,Fordham,9,True,4,1,3,win,4 - 1,4774451,609,1,8.0,0,4,1,1,1,11,0,28,26,0,0,1,0,0,1,0,0,0,0,0,102,5,6,1,0,0,1,1,1997490,2019
04/27/2019,away,14781,173,Davidson,9,True,6,10,-4,loss,6 - 10,4781987,609,1,5.1,0,9,7,5,2,3,0,29,25,2,1,0,1,0,1,0,0,0,0,1,109,8,5,0,1,0,1,0,1997490,2019
05/04/2019,home,14781,572,Rhode Island,9,True,6,4,2,win,6 - 4,4787353,609,1,5.2,0,8,2,2,1,3,0,24,23,0,0,1,0,0,0,0,0,0,0,0,79,7,5,0,0,0,1,1,1997490,2019
05/11/2019,home,14781,248,George Mason,9,True,17,3,14,win,17 - 3,4790857,609,1,6.0,0,3,1,1,1,7,0,22,20,1,0,0,0,0,0,0,0,0,1,0,71,8,3,1,0,0,1,0,1997490,2019
05/17/2019,away,14781,575,Richmond,9,True,9,7,2,win,9 - 7,4792417,609,1,5.1,0,8,5,5,2,3,0,26,20,1,0,0,0,1,0,0,0,0,2,2,76,6,7,1,0,0,1,0,1997490,2019
