date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/21/2016,home,12360,261,Grambling,9,True,4,3,1,win,4 - 3,293315,553,0,0,0.1,0.0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,15,0,1,0,0,1,3,0,1661029,2016
02/26/2016,away,12360,536,UTRGV,9,True,6,7,-1,loss,6 - 7,293528,553,0,0,2.0,0.0,2,1,1,1,1,0,8,6,0,0,0,0,0,1,0,2,0,0,0,32,1,2,0,0,0,3,1,1661029,2016
02/28/2016,away,12360,536,UTRGV,9,True,9,11,-2,loss,9 - 11,294303,553,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,4,1,1661029,2016
03/05/2016,away,12360,699,Texas Southern,9,True,12,8,4,win,12 - 8,295297,553,0,0,1.0,0.0,4,2,2,1,2,0,7,6,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,2,1,1661029,2016
03/06/2016,away,12360,699,Texas Southern,9,True,5,4,1,win,5 - 4,295862,553,0,0,2.0,0.0,4,3,3,1,3,0,12,10,0,1,0,0,0,1,0,0,0,0,0,55,2,1,0,0,0,2,0,1661029,2016
03/18/2016,away,12360,2678,Ark.-Pine Bluff,9,True,1,11,-10,loss,1 - 11,298714,553,0,0,3.0,0.0,6,2,2,0,2,0,14,13,0,1,0,0,0,1,0,2,2,0,0,45,2,3,0,0,0,2,0,1661029,2016
03/25/2016,away,12360,261,Grambling,9,True,7,11,-4,loss,7 - 11,300747,553,0,0,1.0,0.0,4,4,3,0,0,0,7,7,1,0,0,0,0,0,0,2,0,0,0,20,2,1,0,1,0,3,0,1661029,2016
03/26/2016,away,12360,261,Grambling,9,True,6,13,-7,loss,6 - 13,301565,553,0,0,1.2,0.0,0,0,0,1,2,0,7,5,0,0,0,0,2,0,0,2,2,0,1,29,1,3,0,0,0,4,0,1661029,2016
03/29/2016,away,12360,287,Houston Baptist,9,True,3,5,-2,loss,3 - 5,301802,553,0,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,2,0,1661029,2016
04/08/2016,home,12360,699,Texas Southern,9,True,3,11,-8,loss,3 - 11,304031,553,0,0,1.1,0.0,2,4,4,4,0,0,11,6,1,0,0,0,0,1,0,0,0,0,0,42,2,2,0,0,0,2,0,1661029,2016
04/10/2016,home,12360,699,Texas Southern,9,True,5,24,-19,loss,5 - 24,304840,553,0,0,2.0,0.0,2,2,2,2,1,0,11,6,0,0,0,0,1,2,0,2,1,0,1,38,0,4,0,0,0,3,0,1661029,2016
04/23/2016,home,12360,2678,Ark.-Pine Bluff,9,True,17,13,4,win,17 - 13,309012,553,0,0,0.2,0.0,1,3,2,3,0,0,5,2,1,0,0,0,3,0,0,2,1,0,0,24,1,0,0,0,0,3,0,1661029,2016
04/26/2016,home,12360,287,Houston Baptist,9,True,17,21,-4,loss,17 - 21,309591,553,0,0,0.2,0.0,1,2,2,1,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,0,0,3,0,1661029,2016
04/29/2016,home,12360,261,Grambling,9,True,7,8,-1,loss,7 - 8,310253,553,0,0,1.0,0.0,0,1,0,1,0,0,5,2,0,0,0,0,1,0,0,0,0,2,0,20,3,0,0,1,0,3,0,1661029,2016
04/30/2016,home,12360,261,Grambling,9,True,3,13,-10,loss,3 - 13,310387,553,0,0,1.2,0.0,2,4,4,2,1,0,9,6,2,0,0,0,0,1,0,1,0,0,0,44,0,3,0,0,0,2,0,1661029,2016
05/03/2016,away,12360,703,Texas,9,True,0,7,-7,loss,0 - 7,311311,553,0,0,0.2,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,2,0,1661029,2016
05/04/2016,away,12360,288,Houston,9,True,0,8,-8,loss,0 - 8,311453,553,0,0,0.2,0.0,2,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,1,0,0,10,1,1,0,0,0,3,0,1661029,2016
