date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,home,15580,287,Houston Baptist,9,True,9,3,6,win,9 - 3,5005231,574,1,0,4.0,0.0,2,1,1,1,4,0,15,12,0,0,0,0,0,0,0,0,0,2,0,0,6,2,1,0,0,2,1,0,2299318,2021
02/28/2021,away,15580,671,Louisiana,9,True,3,6,-3,loss,3 - 6,5011330,574,1,0,0.0,0.0,2,1,1,0,0,0,2,2,0,0,0,0,1,0,0,1,1,0,0,11,0,0,0,0,0,3,0,0,2299318,2021
03/05/2021,home,15580,624,Sam Houston,9,True,4,12,-8,loss,4 - 12,5016786,574,1,0,0.1,0.0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,2299318,2021
03/17/2021,away,15580,670,Texas St.,9,True,5,16,-11,loss,5 - 16,5028715,574,1,1,3.0,0.0,7,6,6,3,1,0,18,14,1,0,0,0,0,0,0,0,0,1,0,81,4,3,0,1,0,1,0,0,2299318,2021
03/23/2021,away,15580,697,Texas A&M,9,True,2,1,1,win,2 - 1,5035104,574,1,1,5.1,0.0,1,0,0,4,4,0,19,15,0,0,0,0,0,0,0,0,0,0,0,87,4,6,1,0,0,1,0,0,2299318,2021
04/02/2021,away,15580,419,Middle Tenn.,9,True,3,4,-1,loss,3 - 4,5044344,574,1,0,3.1,0.0,2,1,1,1,3,0,13,9,1,0,0,0,0,1,0,0,0,2,0,51,3,2,0,0,0,2,0,0,2299318,2021
04/10/2021,home,15580,366,Louisiana Tech,9,True,6,7,-1,loss,6 - 7,5052815,574,1,0,0.2,0.0,0,1,1,1,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,2,0,0,2299318,2021
04/13/2021,home,15580,2743,UIW,10,True,15,12,3,win,15 - 12,5055747,574,1,1,1.0,0.0,4,3,3,1,1,0,8,7,1,1,0,1,0,0,0,0,0,0,0,32,0,2,0,0,0,1,0,0,2299318,2021
04/16/2021,away,15580,523,Old Dominion,9,True,4,11,-7,loss,4 - 11,5057477,574,1,0,1.2,0.0,3,3,3,1,2,0,10,8,0,0,0,2,0,1,0,2,0,0,0,41,2,1,0,0,0,2,0,0,2299318,2021
04/24/2021,away,15580,706,UTSA,9,True,6,12,-6,loss,6 - 12,5068030,574,1,0,0.2,0.0,2,5,1,1,1,0,7,4,0,0,0,0,0,1,0,3,3,1,0,0,1,0,0,0,0,2,1,0,2299318,2021
