date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2013,home,11320,260,Gonzaga,9,True,6,2,4,win,6 - 2,658085,30024,1,4.1,5,1,1,2,2,0,19,15,2,0,0,1,0,1,0,2,1,0,1,0,3,6,1,0,0,2,0,1322631,2013
02/23/2013,away,11320,551,Portland,10,True,7,6,1,win,7 - 6,659315,30024,1,2.2,3,1,1,0,1,0,10,9,2,0,0,0,0,0,0,3,1,0,1,0,2,4,0,0,0,3,1,1322631,2013
02/26/2013,away,11320,29,Arizona,9,True,3,1,2,win,3 - 1,659976,30024,1,2.2,2,0,0,2,1,0,13,11,0,0,0,0,0,0,0,2,0,0,0,53,2,5,0,0,0,2,1,1322631,2013
03/02/2013,away,11320,102,Sacramento St.,9,True,6,4,2,win,6 - 4,660565,30024,1,2.2,1,0,0,0,2,0,9,9,0,0,0,0,0,0,0,2,1,0,0,24,2,4,0,0,1,2,1,1322631,2013
03/08/2013,home,11320,466,Nevada,9,True,6,5,1,win,6 - 5,661905,30024,1,2.2,4,2,2,2,3,0,14,12,0,0,2,0,0,0,0,0,0,0,0,60,0,5,0,0,0,2,1,1322631,2013
03/13/2013,away,11320,700,Texas Tech,9,True,0,6,-6,loss,0 - 6,663483,30024,1,2.0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,34,1,2,0,0,0,2,0,1322631,2013
03/15/2013,away,11320,610,Saint Mary's (CA),10,True,9,6,3,win,9 - 6,663917,30024,1,1.0,3,3,3,0,0,0,6,5,0,2,0,0,0,0,0,0,0,0,1,17,1,2,0,0,0,2,0,1322631,2013
03/19/2013,away,11320,732,Utah,11,True,2,3,-1,loss,2 - 3,665196,30024,1,2.1,0,0,0,0,2,0,7,7,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,3,1,1322631,2013
03/22/2013,away,11320,101,CSUN,9,True,2,8,-6,loss,2 - 8,665696,30024,1,5.2,6,2,1,1,3,0,26,23,0,0,0,0,0,1,0,1,0,1,0,79,7,7,0,0,0,2,1,1322631,2013
04/02/2013,away,11320,77,BYU,9,True,0,8,-8,loss,0 - 8,668877,30024,1,2.0,3,3,3,0,2,0,10,7,1,0,1,0,0,1,0,1,1,1,1,29,2,2,0,0,0,2,1,1322631,2013
04/05/2013,away,11320,471,NJIT,9,True,3,1,2,win,3 - 1,669517,30024,1,2.0,2,1,1,0,1,0,7,7,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,1322631,2013
04/12/2013,home,11320,287,Houston Baptist,9,True,3,2,1,win,3 - 2,671631,30024,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,1,2,0,1322631,2013
04/12/2013,home,11320,287,Houston Baptist,9,True,3,5,-2,loss,3 - 5,671650,30024,1,2.2,2,0,0,1,2,0,11,8,0,0,0,0,0,0,0,2,2,1,1,35,2,4,0,0,0,2,0,1322631,2013
04/16/2013,home,11320,732,Utah,9,True,6,7,-1,loss,6 - 7,673053,30024,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,3,0,1322631,2013
04/27/2013,home,11320,136,Chicago St.,9,True,3,2,1,win,3 - 2,676103,30024,1,1.0,3,1,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,25,1,1,1,0,0,2,0,1322631,2013
04/30/2013,home,11320,77,BYU,9,True,7,15,-8,loss,7 - 15,677006,30024,1,1.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,5,0,1322631,2013
05/04/2013,away,11320,502,Northern Colo.,9,True,3,4,-1,loss,3 - 4,677957,30024,1,0.2,2,1,1,1,0,0,5,2,0,0,0,0,0,0,1,0,0,1,1,18,1,1,0,1,0,2,0,1322631,2013
05/10/2013,home,11320,477,New York Tech,9,True,14,2,12,win,14 - 2,678928,30024,1,1.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,3,1,1322631,2013
05/11/2013,home,11320,477,New York Tech,9,True,3,8,-5,loss,3 - 8,679054,30024,1,1.0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,18,1,2,0,0,0,3,0,1322631,2013
05/17/2013,away,11320,536,UTRGV,9,True,5,6,-1,loss,5 - 6,679841,30024,1,3.1,4,2,2,1,1,0,15,13,0,1,0,1,0,1,0,3,0,0,0,57,2,6,0,0,0,2,1,1322631,2013
05/21/2013,home,11320,494,North Dakota,9,True,7,8,-1,loss,7 - 8,680130,30024,1,4.2,6,4,0,0,3,0,20,20,1,0,0,0,0,0,0,1,0,0,0,79,3,7,0,1,0,2,0,1322631,2013
