date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,430,Mississippi St.,9,True,2,14,-12,loss,2 - 14,4707709,817,1,2.0,0,6,7,7,4,0,0,16,11,1,0,0,1,0,0,0,0,0,0,1,0,2,4,0,1,0,1,0,1974005,2019
02/23/2019,away,14781,234,Florida St.,9,True,4,7,-3,loss,4 - 7,4713750,817,1,4.0,0,4,3,3,6,2,0,22,14,0,0,0,1,1,2,0,0,0,0,0,97,4,4,0,0,0,1,1,1974005,2019
03/02/2019,away,14781,692,Tennessee Tech,9,True,4,8,-4,loss,4 - 8,4721128,817,1,2.0,0,6,4,4,0,3,0,12,12,0,0,0,0,1,0,0,0,0,0,0,52,2,1,0,1,0,1,1,1974005,2019
03/10/2019,away,14781,414,Miami (OH),9,True,1,11,-10,loss,1 - 11,4730018,817,1,2.2,0,5,4,4,4,2,0,17,13,2,1,0,0,1,0,0,0,0,0,0,0,4,2,0,1,0,1,2,1974005,2019
03/19/2019,away,14781,768,West Virginia,9,True,1,14,-13,loss,1 - 14,4741186,817,1,1.0,0,0,1,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,22,1,2,0,1,0,1,0,1974005,2019
03/24/2019,home,14781,514,Oakland,9,True,0,8,-8,loss,0 - 8,4746562,817,1,3.0,0,4,2,2,2,4,0,15,13,0,0,0,1,1,0,0,0,0,0,0,78,1,4,0,1,0,1,3,1974005,2019
03/27/2019,home,14781,545,Pittsburgh,10,True,3,2,1,win,3 - 2,4756995,817,1,1.0,0,1,0,0,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,2,0,1974005,2019
03/29/2019,away,14781,810,Wright St.,9,True,1,7,-6,loss,1 - 7,4751651,817,1,1.0,0,0,0,0,1,2,0,5,3,0,0,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,3,1,1974005,2019
03/31/2019,away,14781,810,Wright St.,9,True,8,18,-10,loss,8 - 18,4754816,817,1,3.0,0,6,6,3,1,2,0,16,15,1,0,0,1,2,0,0,0,0,0,0,54,4,2,0,0,0,4,0,1974005,2019
04/07/2019,home,14781,302,UIC,9,True,3,8,-5,loss,3 - 8,4762271,817,1,0.2,0,2,3,3,1,0,0,6,4,0,0,0,2,0,1,0,0,0,0,0,20,2,0,0,0,0,3,0,1974005,2019
04/13/2019,home,14781,797,Milwaukee,9,True,5,8,-3,loss,5 - 8,4769199,817,1,1.2,0,4,3,3,1,2,0,11,9,0,0,0,0,1,1,0,0,0,0,0,46,0,3,0,1,0,2,1,1974005,2019
04/16/2019,away,14781,545,Pittsburgh,9,True,6,16,-10,loss,6 - 16,4772006,817,1,2.0,0,5,6,3,2,2,0,14,11,2,0,0,0,1,1,0,0,0,0,0,45,1,3,0,0,0,4,1,1974005,2019
04/18/2019,home,14781,505,Northern Ky.,9,True,6,7,-1,loss,6 - 7,4774123,817,1,1.1,0,1,0,0,2,1,0,6,4,0,0,0,0,0,0,0,1,0,0,0,28,2,0,0,0,0,3,0,1974005,2019
04/24/2019,home,14781,596,St. Bonaventure,9,True,10,0,10,win,10 - 0,4779213,817,1,5.0,0,2,0,0,1,7,0,18,17,0,0,0,0,0,0,0,0,0,0,0,73,1,7,1,0,0,2,4,1974005,2019
05/01/2019,home,14781,204,Eastern Mich.,9,True,10,4,6,win,10 - 4,4785082,817,1,1.0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,1,1974005,2019
05/03/2019,home,14781,810,Wright St.,9,True,3,8,-5,loss,3 - 8,4786516,817,1,2.2,0,4,4,4,3,3,0,14,11,1,0,0,0,2,0,1,2,0,0,0,62,3,1,0,0,0,2,2,1974005,2019
05/05/2019,home,14781,810,Wright St.,9,True,7,9,-2,loss,7 - 9,4788501,817,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,0,1974005,2019
05/10/2019,away,14781,302,UIC,9,True,3,4,-1,loss,3 - 4,4790183,817,1,0.2,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,2,0,1974005,2019
05/14/2019,home,14781,518,Ohio St.,9,True,4,7,-3,loss,4 - 7,4791498,817,1,1.1,0,6,2,2,1,1,0,11,10,2,0,0,1,0,0,0,0,0,0,0,37,2,1,0,1,0,3,0,1974005,2019
05/17/2019,home,14781,797,Milwaukee,9,True,4,5,-1,loss,4 - 5,4791978,817,1,1.1,0,2,0,0,0,1,0,6,6,0,0,0,0,1,0,0,2,0,0,0,14,1,2,0,0,0,3,0,1974005,2019
05/18/2019,home,14781,797,Milwaukee,9,True,9,3,6,win,9 - 3,4792372,817,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,5,0,1974005,2019
05/22/2019,home,14781,797,Milwaukee,9,True,3,12,-9,loss,3 - 12,4794500,817,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,6,2,1974005,2019
