date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,home,15860,466,Nevada,9,True,3,4,-1,loss,3 - 4,5208158,1104,1,4.0,0,4,3,1,0,5,0,17,17,1,0,0,0,1,0,0,0,0,0,0,58,5,2,0,1,0,2,3,0,2650958,2022
02/26/2022,away,15860,109,UC Irvine,9,True,2,4,-2,loss,2 - 4,5217657,1104,1,2.2,0,5,3,2,0,3,0,13,12,1,0,0,0,0,0,0,1,0,1,0,45,4,1,0,1,0,2,1,0,2650958,2022
03/05/2022,away,15860,30135,California Baptist,9,True,10,3,7,win,10 - 3,5225629,1104,1,5.2,0,3,0,0,2,9,0,20,18,1,0,0,0,0,0,0,2,0,0,0,79,2,4,1,0,0,2,3,0,2650958,2022
03/13/2022,home,15860,627,San Diego,9,True,5,7,-2,loss,5 - 7,5233897,1104,1,5.2,0,4,1,1,1,4,0,22,20,1,0,0,0,0,1,1,0,0,0,0,82,8,4,0,0,0,1,1,0,2650958,2022
03/19/2022,home,15860,30024,Utah Valley,9,True,8,0,8,win,8 - 0,5240432,1104,1,6.2,0,3,0,0,1,11,0,24,22,1,0,0,0,0,1,0,0,0,0,0,99,4,4,1,0,0,1,2,0,2650958,2022
03/26/2022,away,15860,102,Sacramento St.,9,True,5,2,3,win,5 - 2,5247373,1104,1,7.0,0,3,2,2,3,5,0,27,21,1,0,1,0,0,1,0,0,0,1,1,92,8,7,1,0,0,1,1,0,2650958,2022
04/02/2022,home,15860,472,New Mexico St.,9,True,1,3,-2,loss,1 - 3,5254079,1104,1,6.2,0,7,2,1,1,5,0,27,26,2,1,0,0,0,0,0,0,0,0,0,105,5,9,0,1,0,1,1,0,2650958,2022
04/09/2022,away,15860,30095,Utah Tech,9,True,14,3,11,win,14 - 3,5259797,1104,1,6.0,0,6,3,3,0,12,0,24,23,1,0,0,2,0,1,0,0,0,0,0,95,1,4,1,0,0,1,2,0,2650958,2022
04/15/2022,home,15860,30135,California Baptist,9,True,4,3,1,win,4 - 3,5266094,1104,1,7.1,0,3,3,2,2,10,0,27,24,1,0,0,1,1,0,0,0,0,0,1,98,9,3,0,0,0,1,2,0,2650958,2022
04/22/2022,home,15860,674,Stanford,9,True,1,11,-10,loss,1 - 11,5271200,1104,1,4.0,0,8,8,8,0,3,0,23,19,3,0,0,2,0,3,0,0,0,0,1,71,3,6,0,1,0,1,0,0,2650958,2022
04/30/2022,away,15860,30024,Utah Valley,9,True,16,4,12,win,16 - 4,5280009,1104,1,7.0,0,6,3,3,1,6,0,26,25,1,0,0,2,0,0,0,0,0,0,0,85,7,6,1,0,0,1,0,0,2650958,2022
05/07/2022,home,15860,102,Sacramento St.,9,True,7,4,3,win,7 - 4,5284816,1104,1,7.0,0,4,3,3,2,14,0,29,25,0,1,0,1,0,2,0,0,0,0,0,112,4,3,1,0,0,1,4,0,2650958,2022
05/14/2022,away,15860,472,New Mexico St.,9,True,9,4,5,win,9 - 4,5287707,1104,1,7.0,0,6,4,4,1,8,0,27,25,1,0,0,0,1,0,0,0,0,1,0,90,6,6,1,0,0,1,0,0,2650958,2022
05/25/2022,home,15860,2,Abilene Christian,9,True,8,4,4,win,8 - 4,5290141,1104,1,6.0,0,4,3,3,2,12,0,26,23,2,0,0,0,0,1,0,0,0,0,0,107,5,1,1,0,0,1,5,0,2650958,2022
06/03/2022,home,15860,31,Arkansas,9,True,1,7,-6,loss,1 - 7,5290760,1104,1,1.2,0,4,5,5,3,4,0,13,8,0,0,0,1,0,2,0,0,0,0,0,67,0,0,0,1,0,1,1,0,2650958,2022
