date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,away,15860,235,Florida,9,True,2,7,-5,loss,2 - 7,5208098,355,1,3.0,0,3,5,5,1,4,0,14,12,0,0,0,2,0,1,0,0,0,0,0,41,1,4,0,0,0,2,2,0,1996436,2022
02/23/2022,home,15860,488,N.C. A&T,9,True,12,2,10,win,12 - 2,5213515,355,1,1.0,0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,7,0,0,1996436,2022
03/01/2022,away,15860,563,Radford,9,True,11,3,8,win,11 - 3,5220208,355,1,4.0,0,2,1,1,0,2,0,14,14,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1,0,1996436,2022
03/08/2022,home,15860,457,North Carolina,9,True,1,0,1,win,1 - 0,5228686,355,1,4.2,0,6,0,0,1,2,0,19,18,1,0,0,0,0,0,0,0,0,0,0,63,5,5,0,0,0,1,1,0,1996436,2022
03/15/2022,away,15860,740,VCU,9,True,1,2,-1,loss,1 - 2,5235645,355,1,4.1,0,1,0,0,3,5,0,17,14,0,0,0,0,0,0,0,0,0,0,0,63,7,1,0,0,0,1,1,0,1996436,2022
03/22/2022,home,15860,749,Wake Forest,9,True,6,13,-7,loss,6 - 13,5243026,355,1,3.2,0,7,5,5,1,2,0,20,18,2,0,0,1,1,1,0,0,0,0,0,70,7,2,0,1,0,1,0,0,1996436,2022
03/29/2022,away,15860,193,Duke,9,True,9,2,7,win,9 - 2,5249496,355,1,3.0,0,2,0,0,1,4,0,13,11,0,0,0,0,0,1,0,0,0,0,0,48,3,2,0,0,0,3,0,0,1996436,2022
04/02/2022,away,15860,316,Jacksonville,9,True,6,2,4,win,6 - 2,5254042,355,1,1.1,0,0,0,0,2,2,0,6,4,0,0,0,0,1,0,0,1,0,0,0,31,2,0,1,0,0,2,1,0,1996436,2022
04/09/2022,home,15860,28755,FGCU,9,True,8,3,5,win,8 - 3,5259911,355,1,8.0,0,7,3,1,0,5,0,32,32,1,0,0,2,0,0,0,0,0,0,0,103,12,7,1,0,0,1,1,0,1996436,2022
04/15/2022,away,15860,1157,Kennesaw St.,9,True,18,3,15,win,18 - 3,5264990,355,1,7.0,1,5,3,1,2,5,0,28,26,0,0,0,2,1,0,0,0,0,0,0,91,6,9,1,0,0,1,1,0,1996436,2022
04/23/2022,home,15860,2711,North Florida,9,True,5,4,1,win,5 - 4,5273272,355,1,7.0,0,9,3,3,3,9,0,32,29,0,0,0,0,0,0,0,0,0,0,0,100,4,6,1,0,0,1,1,0,1996436,2022
04/30/2022,away,15860,678,Stetson,9,True,1,5,-4,loss,1 - 5,5280333,355,1,5.0,0,7,5,5,1,6,0,23,19,2,0,0,0,0,1,0,0,0,1,1,88,5,2,0,1,0,1,4,0,1996436,2022
05/07/2022,home,15860,316,Jacksonville,9,True,3,11,-8,loss,3 - 11,5284750,355,1,3.1,0,9,6,6,4,3,0,23,19,1,0,0,0,0,0,0,0,0,0,0,88,6,1,0,1,0,1,2,0,1996436,2022
05/11/2022,away,15860,742,Virginia Tech,9,True,1,2,-1,loss,1 - 2,5286400,355,1,3.2,0,1,2,2,0,3,0,14,13,0,0,0,0,0,1,0,0,0,0,0,53,7,1,0,1,0,4,1,0,1996436,2022
05/15/2022,away,15860,28755,FGCU,9,True,8,5,3,win,8 - 5,5288004,355,1,2.0,0,2,1,1,1,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,26,4,1,1,0,0,2,0,0,1996436,2022
05/19/2022,home,15860,1157,Kennesaw St.,9,True,6,9,-3,loss,6 - 9,5288899,355,1,2.1,0,6,3,3,1,1,0,15,14,0,0,0,1,1,0,0,0,0,0,0,47,3,3,0,0,0,1,0,0,1996436,2022
05/24/2022,home,15860,28755,FGCU,9,True,4,3,1,win,4 - 3,5289963,355,1,6.0,0,7,3,3,5,6,0,29,22,2,0,0,2,0,2,0,0,0,0,0,112,5,4,0,0,0,1,2,0,1996436,2022
05/28/2022,home,15860,1157,Kennesaw St.,9,True,6,10,-4,loss,6 - 10,5290463,355,1,3.1,0,6,3,2,1,2,0,17,14,2,0,0,0,0,0,0,2,1,1,1,56,5,2,0,0,0,2,0,0,1996436,2022
06/03/2022,home,15860,522,Oklahoma,9,True,3,16,-13,loss,3 - 16,5290815,355,1,4.0,0,8,6,5,0,3,0,21,20,1,0,1,2,1,1,0,0,0,0,0,88,2,6,0,1,0,1,0,1,1996436,2022
