date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,home,14781,164,UConn,9,True,2,3,-1,loss,2 - 3,4705575,367,1,1.0,0,1,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,4,0,2137844,2019
02/22/2019,home,14781,80,Brown,10,True,5,4,1,win,5 - 4,4712165,367,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,1,1,0,0,5,0,2137844,2019
02/26/2019,home,14781,812,Xavier,10,True,4,5,-1,loss,4 - 5,4716501,367,1,1.1,0,1,1,1,0,3,0,6,5,0,0,0,0,0,1,0,1,0,0,0,24,0,1,0,1,0,4,3,2137844,2019
03/06/2019,home,14781,444,Morehead St.,9,True,10,9,1,win,10 - 9,4724776,367,1,3.0,0,1,0,0,1,3,0,10,9,0,0,0,0,0,0,0,3,1,0,0,0,1,4,1,0,0,4,0,2137844,2019
03/13/2019,home,14781,433,Ole Miss,9,True,10,8,2,win,10 - 8,4733247,367,1,1.2,0,2,0,0,2,1,0,8,6,1,0,0,0,1,0,0,0,0,0,0,30,2,1,0,0,0,4,0,2137844,2019
03/19/2019,away,14781,202,Eastern Ky.,9,True,12,8,4,win,12 - 8,4802818,367,1,2.0,0,2,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,3,2,2137844,2019
03/24/2019,home,14781,255,Georgia Tech,9,True,5,4,1,win,5 - 4,4746620,367,1,2.1,0,2,1,1,0,2,0,9,9,0,1,0,0,2,0,0,0,0,0,0,37,1,4,0,0,0,2,1,2137844,2019
03/31/2019,home,14781,749,Wake Forest,9,True,5,4,1,win,5 - 4,4754547,367,1,0.1,0,2,2,2,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,2137844,2019
04/07/2019,away,14781,147,Clemson,11,True,7,4,3,win,7 - 4,4762585,367,1,1.0,0,1,0,0,2,1,0,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2137844,2019
04/13/2019,away,14781,490,NC State,9,True,14,10,4,win,14 - 10,4769346,367,1,0.1,0,1,3,3,2,0,0,4,2,1,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,0,2,0,2137844,2019
04/16/2019,away,14781,334,Kentucky,9,True,18,6,12,win,18 - 6,4772380,367,1,1.1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,5,0,2137844,2019
04/19/2019,home,14781,415,Miami (FL),9,True,11,16,-5,loss,11 - 16,4775535,367,1,0.1,0,0,2,2,2,1,0,3,1,0,0,0,0,1,0,1,3,2,0,0,11,0,0,0,0,0,3,0,2137844,2019
04/23/2019,away,14781,140,Cincinnati,9,True,12,0,12,win,12 - 0,4778510,367,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,4,1,2137844,2019
04/27/2019,home,14781,6,Alabama A&M,9,True,15,3,12,win,15 - 3,4781575,367,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,3,0,2137844,2019
06/03/2019,home,14781,299,Illinois St.,9,True,4,3,1,win,4 - 3,4798247,367,1,1.0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,2137844,2019
06/20/2019,home,14781,430,Mississippi St.,9,True,4,3,1,win,4 - 3,4803178,367,1,1.2,0,0,0,0,1,4,0,7,5,0,0,0,0,0,1,0,0,0,0,0,27,0,1,0,0,0,4,0,2137844,2019
