date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2019,home,14781,251,Georgetown,9,True,5,3,2,win,5 - 3,4708061,749,1,1.0,0,1,0,0,2,2,0,5,3,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,2,0,1976537,2019
02/23/2019,home,14781,562,Quinnipiac,9,True,6,8,-2,loss,6 - 8,4714017,749,1,3.0,0,3,1,1,2,7,0,14,12,0,0,0,0,0,0,0,0,0,0,0,51,1,1,0,0,0,4,1,1976537,2019
03/06/2019,away,14781,149,Coastal Carolina,9,True,8,14,-6,loss,8 - 14,4724435,749,1,2.0,0,1,3,3,2,0,0,9,6,0,0,0,1,0,1,0,0,0,0,0,34,3,2,0,0,0,3,0,1976537,2019
03/10/2019,home,14781,513,Notre Dame,10,True,7,8,-1,loss,7 - 8,4730141,749,1,0.2,0,1,1,1,0,0,0,3,2,0,0,0,0,0,1,0,3,2,0,0,13,0,1,0,1,0,5,0,1976537,2019
03/16/2019,home,14781,67,Boston College,9,True,22,9,13,win,22 - 9,4738270,749,1,1.2,0,1,3,3,2,0,0,8,6,0,0,0,0,2,0,0,0,0,0,0,27,1,4,0,0,0,2,0,1976537,2019
03/22/2019,away,14781,193,Duke,9,True,2,16,-14,loss,2 - 16,4744098,749,1,1.0,0,3,4,3,2,0,0,9,5,2,0,0,0,1,1,0,0,0,0,1,40,0,3,0,0,0,3,0,1976537,2019
03/26/2019,away,14781,459,UNC Greensboro,9,True,5,9,-4,loss,5 - 9,4757183,749,1,1.2,0,3,1,1,0,3,0,8,8,1,0,0,0,1,0,0,3,2,0,0,31,2,0,0,0,0,4,2,1976537,2019
04/06/2019,home,14781,742,Virginia Tech,9,True,8,3,5,win,8 - 3,4761693,749,1,1.0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,3,0,1976537,2019
04/07/2019,home,14781,742,Virginia Tech,9,True,9,10,-1,loss,9 - 10,4762658,749,1,1.1,0,1,1,1,1,0,0,6,5,0,0,0,1,0,0,0,1,0,0,0,17,2,2,0,0,0,3,0,1976537,2019
04/09/2019,home,14781,19651,High Point,9,True,14,9,5,win,14 - 9,4764411,749,1,1.2,0,3,3,3,0,2,0,9,8,0,0,0,2,1,1,0,0,0,0,0,30,2,1,0,0,0,2,0,1976537,2019
04/12/2019,away,14781,545,Pittsburgh,9,True,3,8,-5,loss,3 - 8,4767349,749,1,2.0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,17,5,1,0,0,0,3,0,1976537,2019
04/16/2019,home,14781,355,Liberty,9,True,6,2,4,win,6 - 2,4772192,749,1,0.1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,7,0,1,0,0,0,3,0,1976537,2019
04/23/2019,away,14781,458,Charlotte,9,True,18,6,12,win,18 - 6,4778511,749,1,1.1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,21,1,2,0,0,0,3,0,1976537,2019
04/26/2019,away,14781,234,Florida St.,9,True,2,13,-11,loss,2 - 13,4780881,749,1,2.0,0,2,2,1,0,2,0,9,9,0,0,0,0,0,0,0,3,3,0,0,32,2,2,0,0,0,3,0,1976537,2019
05/01/2019,away,14781,19651,High Point,9,True,5,7,-2,loss,5 - 7,4785349,749,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,4,0,1,0,0,0,5,0,1976537,2019
05/14/2019,away,14781,563,Radford,9,True,6,8,-2,loss,6 - 8,4791501,749,1,2.0,0,3,5,2,1,3,0,13,8,1,0,0,1,0,2,0,0,0,1,1,46,0,3,0,1,0,1,1,1976537,2019
05/17/2019,away,14781,147,Clemson,9,True,9,10,-1,loss,9 - 10,4792263,749,1,1.2,0,0,0,0,1,3,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2,2,1976537,2019
