App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,3.1,0.0,2,1,1,0,1,0,13,13,0,0,0,1,0,0,0,2,0,0,0,45,5,3,0,0,1,3,0,0,02/19/2023,neutral,16340,507,Northwest Mo. St.,9,True,2,1,1,win,2391038,30138,2126078,2023,2
1,1,3.2,0.0,6,2,2,3,5,0,18,15,2,0,0,0,0,0,0,0,0,0,0,77,3,1,0,1,0,1,2,0,03/05/2023,home,16340,1266,Northern St.,9,True,1,3,-2,loss,2393500,30138,2126078,2023,2
1,1,4.1,0.0,5,2,2,2,4,0,20,17,3,0,0,0,0,0,0,0,0,0,1,77,4,4,0,1,0,1,4,0,03/10/2023,home,16340,395,Maryville (MO),9,True,2,11,-9,loss,2423871,30138,2126078,2023,2
1,0,0.1,0.0,0,2,0,1,0,0,5,2,0,0,0,0,0,2,0,0,0,0,0,17,1,0,0,0,0,2,0,0,03/19/2023,away,16340,2755,Southwest Baptist,9,True,8,18,-10,loss,2396661,30138,2126078,2023,2
1,0,1.1,0.0,5,6,6,3,1,0,12,9,1,0,0,1,1,0,0,0,0,0,0,45,0,3,0,0,0,2,0,0,03/20/2023,away,16340,2755,Southwest Baptist,9,True,10,9,1,win,2409358,30138,2126078,2023,2
1,0,1.2,0.0,4,4,4,2,1,0,11,9,2,0,0,0,1,0,0,0,0,0,0,39,1,3,0,0,0,2,0,0,03/26/2023,home,16340,354,Lewis,9,True,14,9,5,win,2426372,30138,2126078,2023,2
1,0,1.1,0.0,3,3,3,2,2,0,10,7,1,0,0,0,0,1,0,0,0,0,0,42,1,1,0,0,0,2,0,0,03/31/2023,away,16340,1328,Rockhurst,9,True,16,12,4,win,2398966,30138,2126078,2023,2
1,0,1.0,0.0,0,0,0,0,2,0,4,3,0,0,0,0,1,1,0,0,0,0,0,16,1,0,0,0,1,5,1,0,04/02/2023,away,16340,1328,Rockhurst,9,True,13,10,3,win,2399603,30138,2126078,2023,2
1,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,04/06/2023,home,16340,30050,Ill. Springfield,9,True,8,12,-4,loss,2400242,30138,2126078,2023,2
1,0,4.0,0.0,3,1,1,2,2,0,19,15,0,0,0,0,0,2,0,0,0,0,0,64,2,7,0,0,0,2,1,0,04/08/2023,home,16340,30050,Ill. Springfield,9,True,0,6,-6,loss,2401035,30138,2126078,2023,2
1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,1,0,0,12,2,0,0,0,0,6,0,0,04/11/2023,home,16340,0,Harris-Stowe,9,True,12,7,5,win,2401382,30138,2126078,2023,2
1,0,0.1,0.0,1,1,1,0,1,0,3,2,0,0,0,1,0,1,0,1,1,0,0,8,0,0,0,0,0,3,0,0,04/15/2023,home,16340,561,Quincy,8,True,6,13,-7,loss,2402216,30138,2126078,2023,2
