date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2012,home,10942,301,Illinois,9,True,13,12,1,win,13 - 12,755754,513,1,4.0,2,4,4,4,3,0,18,10,0,0,0,0,0,2,0,0,0,0,2,75,2,5,0,0,0,2,0,991458,2012
02/25/2012,home,10942,283,Hofstra,9,True,6,3,3,win,6 - 3,757341,513,1,2.0,1,0,0,1,1,0,6,5,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,2,1,991458,2012
02/26/2012,home,10942,283,Hofstra,9,True,5,4,1,win,5 - 4,757633,513,1,1.0,0,3,3,3,2,0,7,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,991458,2012
03/15/2012,home,10942,287,Houston Baptist,9,True,7,3,4,win,7 - 3,762253,513,1,4.0,5,3,3,5,2,0,20,14,0,0,0,1,1,0,0,0,0,1,0,78,4,4,0,0,0,1,1,991458,2012
03/20/2012,home,10942,204,Eastern Mich.,9,True,12,4,8,win,12 - 4,763838,513,1,2.2,4,4,4,2,3,0,14,11,1,1,1,0,0,0,0,1,0,1,0,55,2,3,0,0,0,2,2,991458,2012
03/27/2012,away,10942,302,UIC,9,True,5,8,-3,loss,5 - 8,766123,513,1,1.0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,991458,2012
04/01/2012,away,10942,651,South Fla.,9,True,4,6,-2,loss,4 - 6,767804,513,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,991458,2012
04/03/2012,home,10942,709,Toledo,9,True,7,3,4,win,7 - 3,768399,513,1,1.2,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,991458,2012
04/05/2012,away,10942,635,Seton Hall,10,True,4,5,-1,loss,4 - 5,768880,513,1,0.2,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,991458,2012
04/05/2012,away,10942,635,Seton Hall,11,True,2,3,-1,loss,2 - 3,769013,513,1,0.1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,991458,2012
04/07/2012,away,10942,635,Seton Hall,9,True,0,2,-2,loss,0 - 2,769778,513,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,991458,2012
04/10/2012,away,10942,416,Michigan St.,9,True,2,8,-6,loss,2 - 8,770703,513,1,0.1,2,1,1,0,1,0,3,3,0,1,0,1,0,0,0,1,1,0,0,10,0,0,0,0,0,6,0,991458,2012
04/13/2012,home,10942,140,Cincinnati,9,True,10,9,1,win,10 - 9,771318,513,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,0,991458,2012
04/14/2012,home,10942,140,Cincinnati,9,True,6,5,1,win,6 - 5,771656,513,1,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,4,0,991458,2012
04/15/2012,home,10942,140,Cincinnati,9,True,2,6,-4,loss,2 - 6,772590,513,1,1.1,2,1,1,0,2,0,6,6,0,0,0,0,0,0,0,2,1,0,0,19,1,1,0,0,0,4,2,991458,2012
04/21/2012,away,10942,251,Georgetown,9,True,14,4,10,win,14 - 4,774322,513,1,2.0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,991458,2012
04/25/2012,home,10942,129,Central Mich.,9,True,4,9,-5,loss,4 - 9,775676,513,1,1.2,1,2,1,2,1,0,8,4,0,0,0,0,0,1,0,1,0,0,1,41,0,3,0,0,0,5,1,991458,2012
04/27/2012,home,10942,603,St. John's (NY),9,True,4,6,-2,loss,4 - 6,776255,513,1,1.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,2,1,0,0,17,2,0,0,0,0,2,1,991458,2012
05/01/2012,home,10942,87,Butler,9,True,6,5,1,win,6 - 5,777489,513,1,0.1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,10,1,0,0,0,0,3,0,991458,2012
05/02/2012,home,10942,735,Valparaiso,9,True,4,7,-3,loss,4 - 7,777653,513,1,1.1,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,1,0,0,0,11,2,0,0,0,0,2,1,991458,2012
05/04/2012,away,10942,739,Villanova,9,True,9,10,-1,loss,9 - 10,777870,513,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,3,0,991458,2012
05/12/2012,home,10942,587,Rutgers,9,True,6,11,-5,loss,6 - 11,779422,513,1,1.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,6,0,991458,2012
05/15/2012,away,10942,509,Northwestern,9,True,9,4,5,win,9 - 4,779796,513,1,2.0,3,1,1,0,1,0,11,10,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,2,1,991458,2012
05/17/2012,away,10942,164,UConn,9,True,1,2,-1,loss,1 - 2,779904,513,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,991458,2012
05/18/2012,away,10942,164,UConn,9,True,4,0,4,win,4 - 0,780077,513,1,1.2,1,0,0,0,2,0,7,6,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,3,2,991458,2012
05/25/2012,home,10942,635,Seton Hall,9,True,4,3,1,win,4 - 3,780647,513,1,1.0,2,1,1,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,2,0,991458,2012
05/26/2012,home,10942,603,St. John's (NY),9,True,1,2,-1,loss,1 - 2,780717,513,1,0.1,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,15,0,1,0,1,0,2,0,991458,2012
