date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/21/2016,home,12360,575,Richmond,9,True,12,9,3,win,12 - 9,293144,460,0,0,1.0,0.0,6,3,3,0,2,0,9,9,1,0,0,0,1,0,0,0,0,0,0,30,0,1,0,0,0,2,1,1638652,2016
02/28/2016,home,12360,740,VCU,9,True,11,4,7,win,11 - 4,294315,460,0,0,0.1,0.0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,3,0,1638652,2016
03/07/2016,home,12360,539,Penn St.,9,True,4,5,-1,loss,4 - 5,296162,460,0,1,4.2,0.0,3,4,4,4,2,0,21,16,0,0,0,0,1,1,0,0,0,0,0,75,2,9,0,1,0,1,0,1638652,2016
03/13/2016,away,12360,2711,North Florida,9,True,11,12,-1,loss,11 - 12,297766,460,0,1,1.2,0.0,2,4,4,6,0,0,12,5,0,0,0,1,3,0,0,0,0,0,1,57,3,1,0,0,0,1,0,1638652,2016
03/20/2016,home,12360,310,Iona,9,True,19,7,12,win,19 - 7,299579,460,0,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,15,1,0,0,0,0,4,0,1638652,2016
03/22/2016,home,12360,490,NC State,9,True,6,4,2,win,6 - 4,299982,460,0,0,0.1,0.0,1,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,1,1638652,2016
03/29/2016,away,12360,196,East Carolina,9,True,6,9,-3,loss,6 - 9,301830,460,0,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,6,0,1638652,2016
04/01/2016,away,12360,500,Northeastern,9,True,4,9,-5,loss,4 - 9,302408,460,0,0,2.0,0.0,6,4,3,2,2,0,14,12,0,0,0,1,1,0,0,0,0,0,0,47,1,3,0,0,0,3,1,1638652,2016
04/06/2016,away,12360,115,Campbell,9,True,11,4,7,win,11 - 4,303847,460,0,0,0.2,0.0,0,0,0,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,13,1,1,0,0,0,3,0,1638652,2016
04/15/2016,home,12360,198,ETSU,9,True,15,5,10,win,15 - 5,305959,460,0,0,2.0,0.0,0,0,0,0,6,0,7,6,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,0,2,1,1638652,2016
04/19/2016,home,12360,115,Campbell,9,True,14,7,7,win,14 - 7,307483,460,0,0,1.1,0.0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,1,3,0,0,0,3,0,1638652,2016
04/27/2016,home,12360,19651,High Point,9,True,11,6,5,win,11 - 6,309729,460,0,1,3.2,0.0,1,0,0,5,5,0,16,10,0,0,0,0,4,1,0,0,0,0,0,82,1,3,0,0,0,1,1,1638652,2016
05/20/2016,away,12360,180,Delaware,9,True,7,11,-4,loss,7 - 11,313915,460,0,0,3.2,0.0,2,3,1,6,2,0,19,10,1,0,0,0,2,1,0,1,1,0,2,80,3,5,0,0,0,2,0,1638652,2016
