date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,home,15580,649,South Dakota St.,9,True,13,1,12,win,13 - 1,5004406,328,1,0,4.0,0.0,3,0,0,0,9,0,16,15,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,2,0,2310745,2021
02/28/2021,away,15580,28755,FGCU,9,True,2,3,-1,loss,2 - 3,5011384,328,1,1,6.0,1,3,3,2,3,9,0,24,19,0,0,0,0,1,1,0,0,0,1,0,94,5,3,0,1,0,1,1,0,2310745,2021
03/06/2021,away,15580,609,Saint Louis,9,True,5,1,4,win,5 - 1,5017002,328,1,1,7.0,0.0,5,1,0,4,8,0,29,24,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1,0,0,1,1,0,2310745,2021
03/13/2021,away,15580,464,Omaha,9,True,9,0,9,win,9 - 0,5023196,328,1,1,9.0,1,8,0,0,2,6,1,36,33,1,0,0,0,0,0,0,0,0,1,0,118,12,7,1,0,0,1,1,0,2310745,2021
03/20/2021,home,15580,169,Creighton,9,True,11,3,8,win,11 - 3,5031721,328,1,1,8.0,0.0,5,3,1,1,10,0,30,28,2,0,0,0,0,0,0,0,0,0,1,117,7,6,1,0,0,1,1,0,2310745,2021
03/27/2021,away,15580,768,West Virginia,9,True,9,2,7,win,9 - 2,5039602,328,1,1,8.0,0.0,8,1,1,4,6,0,35,29,3,0,0,0,1,1,0,0,0,0,1,123,5,10,1,0,0,1,0,0,2310745,2021
04/02/2021,home,15580,703,Texas,9,True,0,7,-7,loss,0 - 7,5045050,328,1,1,7.0,0.0,7,3,2,2,5,0,30,25,1,0,0,0,0,0,0,0,0,2,1,107,7,9,0,1,0,1,1,0,2310745,2021
04/10/2021,away,15580,522,Oklahoma,10,True,8,7,1,win,8 - 7,5052808,328,1,1,6.2,0.0,7,6,6,3,6,0,29,26,3,0,0,2,0,0,0,0,0,0,0,99,4,9,0,0,0,1,1,0,2310745,2021
04/17/2021,home,15580,51,Baylor,9,True,2,6,-4,loss,2 - 6,5059282,328,1,1,6.0,0.0,7,5,5,4,4,0,27,22,1,0,0,1,0,0,0,0,0,1,0,109,5,7,0,1,0,1,1,0,2310745,2021
04/24/2021,away,15580,698,TCU,9,True,3,10,-7,loss,3 - 10,5065766,328,1,1,6.0,0.0,12,8,7,0,2,0,30,27,2,0,0,1,0,2,0,0,0,0,1,87,3,10,0,1,0,1,1,0,2310745,2021
04/30/2021,home,15580,493,North Dakota St.,10,True,3,5,-2,loss,3 - 5,5070081,328,1,1,5.2,0.0,6,3,3,5,7,0,27,20,2,0,0,0,0,0,0,0,0,1,1,123,6,4,0,0,0,1,3,0,2310745,2021
05/07/2021,home,15580,521,Oklahoma St.,9,True,4,13,-9,loss,4 - 13,5074955,328,1,1,5.0,0.0,9,6,6,3,4,0,27,24,1,2,0,0,0,0,0,0,0,0,0,92,7,4,0,1,0,1,0,0,2310745,2021
05/14/2021,home,15580,327,Kansas St.,9,True,2,0,2,win,2 - 0,5078288,328,1,1,8.0,0.0,4,0,0,1,5,0,29,28,2,0,0,0,1,0,0,0,0,0,0,109,10,8,1,0,0,1,2,0,2310745,2021
05/20/2021,away,15580,700,Texas Tech,9,True,7,4,3,win,7 - 4,5080097,328,1,1,5.0,0.0,6,3,3,3,2,0,23,19,1,0,0,0,0,0,0,0,0,1,0,89,3,9,0,0,0,1,2,0,2310745,2021
05/25/2021,home,15580,768,West Virginia,9,True,7,8,-1,loss,7 - 8,5081724,328,1,1,4.0,0.0,7,5,5,1,3,0,21,19,1,1,0,1,1,1,0,0,0,0,0,76,1,8,0,0,0,1,1,0,2310745,2021
