date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2017,home,12560,204,Eastern Mich.,9,True,2,6,-4,loss,2 - 6,205942,434,0,1,5.2,0.0,8,5,4,2,9,0,26,23,1,0,0,0,0,0,0,0,0,0,1,97,5,2,0,1,0,1,2,1643142,2017
02/23/2017,away,12560,26172,A&M-Corpus Christi,9,True,7,6,1,win,7 - 6,206854,434,0,1,4.1,0.0,6,5,4,3,5,0,23,19,2,0,0,0,1,0,0,0,0,1,0,93,5,2,0,0,0,1,4,1643142,2017
03/03/2017,home,12560,302,UIC,9,True,7,2,5,win,7 - 2,208376,434,0,1,6.0,0.0,4,1,0,0,7,0,23,22,1,0,0,0,0,1,0,0,0,0,0,90,6,4,1,0,0,1,2,1643142,2017
03/10/2017,home,12560,27,App State,9,True,4,0,4,win,4 - 0,210208,434,0,1,8.2,0.0,4,0,0,2,7,0,36,33,1,0,0,0,1,1,0,0,0,0,0,124,13,6,1,0,0,1,3,1643142,2017
03/17/2017,away,12560,8,Alabama,9,True,3,0,3,win,3 - 0,211728,434,0,1,7.0,0.0,1,0,0,3,9,0,27,23,1,0,0,0,0,1,0,0,0,0,0,110,7,5,1,0,0,1,2,1643142,2017
03/24/2017,home,12560,31,Arkansas,9,True,2,9,-7,loss,2 - 9,213530,434,0,1,3.2,0.0,5,5,3,1,3,0,18,16,1,0,0,0,0,1,0,0,0,0,0,74,6,1,0,1,0,1,0,1643142,2017
03/31/2017,home,12560,235,Florida,9,True,3,4,-1,loss,3 - 4,215356,434,0,1,7.0,0.0,8,4,3,1,8,0,30,27,1,0,0,1,0,2,0,0,0,0,0,117,6,4,0,1,0,1,3,1643142,2017
04/06/2017,away,12560,257,Georgia,9,True,0,3,-3,loss,0 - 3,217018,434,0,1,8.0,1,6,3,3,1,5,0,32,30,1,1,0,1,2,1,0,0,0,0,0,0,12,6,0,1,0,1,2,1643142,2017
04/14/2017,home,12560,334,Kentucky,9,True,2,5,-3,loss,2 - 5,219462,434,0,1,8.0,0.0,6,5,2,2,7,0,35,28,1,0,1,1,0,3,0,0,0,1,1,110,10,5,0,1,0,1,4,1643142,2017
04/22/2017,away,12560,433,Ole Miss,9,True,1,3,-2,loss,1 - 3,221488,434,0,1,8.0,1,5,3,3,3,7,0,34,29,1,0,0,0,0,2,0,0,0,0,0,0,6,11,0,1,0,1,5,1643142,2017
04/28/2017,home,12560,697,Texas A&M,9,True,1,7,-6,loss,1 - 7,223319,434,0,1,7.0,0.0,9,4,4,1,5,0,30,28,3,0,0,0,0,0,0,0,0,0,1,106,8,6,0,1,0,1,1,1643142,2017
05/06/2017,away,12560,736,Vanderbilt,12,True,2,1,1,win,2 - 1,224976,434,0,1,8.0,0.0,5,0,0,1,9,0,29,27,0,0,0,0,0,1,0,0,0,0,0,120,12,1,0,0,0,1,1,1643142,2017
05/13/2017,home,12560,648,South Carolina,9,True,5,3,2,win,5 - 3,226341,434,0,1,9.0,1,5,3,3,1,10,0,36,33,1,0,0,2,0,2,0,0,0,0,0,128,9,7,1,0,0,1,2,1643142,2017
05/23/2017,home,12560,697,Texas A&M,9,True,12,7,5,win,12 - 7,227332,434,0,1,4.1,0.0,6,7,6,3,4,0,24,16,1,0,0,0,1,3,0,0,0,2,0,0,6,2,0,0,0,1,1,1643142,2017
