date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,away,14781,147,Clemson,9,True,2,6,-4,loss,2 - 6,4704968,646,1,4.1,0,1,1,1,4,6,0,19,13,0,0,1,0,0,2,0,0,0,0,0,0,1,5,0,0,0,1,1,2137088,2019
02/19/2019,home,14781,7,Alabama St.,9,True,14,2,12,win,14 - 2,4778038,646,1,3.0,0,1,1,1,3,3,0,13,10,0,0,0,0,0,0,0,2,0,0,0,66,2,4,0,0,1,3,1,2137088,2019
02/23/2019,home,14781,692,Tennessee Tech,9,True,8,1,7,win,8 - 1,4713431,646,1,5.0,0,4,0,0,2,9,0,22,19,1,0,0,0,0,1,0,0,0,0,0,89,2,4,1,0,0,1,2,2137088,2019
03/01/2019,home,14781,8,Alabama,9,True,3,7,-4,loss,3 - 7,4719407,646,1,5.1,0,1,3,3,7,5,0,23,15,1,0,0,0,0,0,0,0,0,0,1,100,2,8,0,0,0,1,1,2137088,2019
03/08/2019,home,14781,590,Sacred Heart,9,True,16,1,15,win,16 - 1,4726673,646,1,6.0,0,3,0,0,3,6,0,22,19,0,0,0,0,0,0,0,0,0,0,0,88,3,6,1,0,0,1,4,2137088,2019
03/15/2019,home,14781,670,Texas St.,9,True,10,7,3,win,10 - 7,4736225,646,1,5.0,0,6,6,6,5,5,0,26,18,2,1,1,0,2,1,0,0,0,0,2,105,1,8,0,0,0,1,1,2137088,2019
03/22/2019,away,14781,30,Arkansas St.,9,True,0,6,-6,loss,0 - 6,4744309,646,1,5.0,0,5,5,3,5,5,0,26,18,0,0,1,0,1,1,0,0,0,1,1,99,5,4,0,1,0,1,2,2137088,2019
03/30/2019,away,14781,702,UT Arlington,9,True,7,9,-2,loss,7 - 9,4754099,646,1,0.2,0,4,5,5,2,1,0,9,6,0,0,0,0,0,1,0,0,0,0,0,39,1,0,0,1,0,1,0,2137088,2019
04/06/2019,home,14781,149,Coastal Carolina,9,True,4,9,-5,loss,4 - 9,4760721,646,1,2.0,0,3,2,2,0,1,0,9,8,0,0,0,1,0,0,0,1,1,1,0,30,1,4,0,0,0,3,0,2137088,2019
04/10/2019,away,14781,430,Mississippi St.,9,True,5,7,-2,loss,5 - 7,4766128,646,1,1.0,0,1,0,0,0,1,0,4,4,0,0,0,0,1,0,0,1,0,0,0,17,0,2,0,0,0,3,0,2137088,2019
04/16/2019,home,14781,664,Southern Miss.,9,True,4,1,3,win,4 - 1,4772366,646,1,7.0,0,3,0,0,2,14,0,25,23,0,0,0,0,0,0,0,0,0,0,0,115,3,3,1,0,0,1,4,2137088,2019
04/28/2019,away,14781,253,Ga. Southern,9,True,6,2,4,win,6 - 2,4783221,646,1,7.0,0,3,2,2,3,11,0,27,23,0,0,0,0,1,1,0,0,0,0,0,99,5,4,1,0,0,1,5,2137088,2019
05/04/2019,home,14781,32,Little Rock,9,True,7,2,5,win,7 - 2,4787725,646,1,6.2,0,5,2,2,0,8,0,26,24,1,0,0,1,0,1,0,0,0,1,0,93,5,7,0,0,0,1,4,2137088,2019
05/10/2019,away,14781,27,App State,9,True,4,1,3,win,4 - 1,4790223,646,1,6.0,0,4,1,1,1,5,0,22,20,1,0,0,0,0,0,0,0,0,1,0,79,7,5,1,0,0,1,1,2137088,2019
05/16/2019,home,14781,716,Troy,9,True,8,2,6,win,8 - 2,4791799,646,1,7.2,0,4,2,2,1,11,0,28,25,2,0,0,0,0,0,0,0,0,0,2,113,4,8,1,0,0,1,5,2137088,2019
