date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/25/2017,home,12560,596,St. Bonaventure,9,True,7,8,-1,loss,7 - 8,207541,172,0,0,1.1,0.0,5,3,3,0,1,0,9,9,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,1526140,2017
03/04/2017,away,12560,415,Miami (FL),9,True,2,3,-1,loss,2 - 3,208507,172,0,0,0.1,0.0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,1526140,2017
03/18/2017,away,12560,141,The Citadel,10,True,7,8,-1,loss,7 - 8,212040,172,0,1,3.2,0.0,7,4,4,2,3,0,20,18,0,0,1,0,0,0,0,0,0,0,0,84,5,3,0,0,0,1,1,1526140,2017
03/23/2017,home,12560,662,Southern Me.,9,True,9,1,8,win,9 - 1,213349,172,0,0,2.0,0.0,0,0,0,1,3,0,8,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,1526140,2017
03/26/2017,away,12560,128,UCF,9,True,0,15,-15,loss,0 - 15,214417,172,0,1,3.1,0.0,3,7,4,4,2,0,19,14,0,0,0,0,0,1,0,0,0,0,0,74,3,4,0,1,0,1,0,1526140,2017
04/03/2017,away,12560,540,Penn,11,True,6,7,-1,loss,6 - 7,216559,172,0,0,2.1,0.0,3,1,1,0,2,0,10,10,2,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,5,0,1526140,2017
04/11/2017,home,12560,368,UMass Lowell,9,True,5,9,-4,loss,5 - 9,218634,172,0,1,1.0,0.0,2,3,3,1,1,0,6,5,0,0,0,1,1,0,0,0,0,0,0,32,1,1,0,1,0,1,0,1526140,2017
04/18/2017,home,12560,67,Boston College,9,True,8,3,5,win,8 - 3,220632,172,0,0,2.2,0.0,3,1,0,1,4,0,12,11,1,0,0,0,0,0,0,0,0,0,0,47,1,2,1,0,0,3,0,1526140,2017
04/23/2017,away,12560,813,Yale,9,True,0,8,-8,loss,0 - 8,222233,172,0,0,1.1,0.0,1,0,0,1,2,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1526140,2017
04/30/2017,away,12560,275,Harvard,9,True,7,8,-1,loss,7 - 8,224222,172,0,0,1.0,0.0,1,1,1,2,3,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1526140,2017
