date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
03/04/2017,home,12560,253,Ga. Southern,9,True,6,7,-1,loss,6 - 7,208538,404,0,0,0.2,0.0,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,3,0,1879361,2017
03/07/2017,home,12560,419,Middle Tenn.,9,True,5,6,-1,loss,5 - 6,209555,404,0,0,0.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,4,0,1879361,2017
03/14/2017,home,12560,432,Mississippi Val.,9,True,13,4,9,win,13 - 4,211301,404,0,0,1.0,0.0,0,0,0,1,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,1,1879361,2017
03/17/2017,away,12560,669,Missouri St.,9,True,5,9,-4,loss,5 - 9,211849,404,0,0,1.1,0.0,2,1,1,0,1,0,6,6,1,0,0,1,0,0,0,3,0,0,0,24,0,3,0,0,0,4,1,1879361,2017
03/26/2017,home,12560,665,Southern U.,9,True,11,1,10,win,11 - 1,214413,404,0,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,3,0,1879361,2017
04/02/2017,away,12560,140,Cincinnati,9,True,7,5,2,win,7 - 5,216162,404,0,0,0.1,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,6,0,0,0,0,0,4,0,1879361,2017
04/05/2017,home,12560,17,Alcorn,9,True,18,7,11,win,18 - 7,216834,404,0,0,1.2,0.0,2,0,0,2,1,0,7,5,1,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,3,0,1879361,2017
04/11/2017,home,12560,30,Arkansas St.,9,True,4,11,-7,loss,4 - 11,218606,404,0,0,2.2,0.0,1,0,0,2,1,0,12,9,0,0,0,0,1,1,0,3,2,0,0,49,0,7,0,0,0,3,0,1879361,2017
04/18/2017,away,12560,31,Arkansas,9,True,7,16,-9,loss,7 - 16,220576,404,0,0,2.2,0.0,6,4,4,1,0,0,14,13,1,1,1,0,1,0,0,1,0,0,0,36,4,3,0,1,0,2,0,1879361,2017
04/29/2017,away,12560,128,UCF,9,True,9,4,5,win,9 - 4,223496,404,0,0,1.1,0.0,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,2,0,0,0,18,1,2,0,0,0,3,0,1879361,2017
05/05/2017,home,12560,140,Cincinnati,9,True,9,4,5,win,9 - 4,224774,404,0,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,3,0,1879361,2017
05/09/2017,home,12560,695,UT Martin,9,True,7,6,1,win,7 - 6,225835,404,0,0,2.0,0.0,1,1,1,0,1,0,8,6,0,0,0,0,1,1,0,0,0,0,1,34,3,2,0,0,0,4,1,1879361,2017
05/12/2017,away,12560,196,East Carolina,9,True,4,11,-7,loss,4 - 11,226082,404,0,0,0.2,0.0,1,0,0,2,1,0,5,3,0,0,0,0,0,0,0,3,3,0,0,23,0,1,0,0,0,3,0,1879361,2017
05/18/2017,home,12560,718,Tulane,9,True,13,12,1,win,13 - 12,226754,404,0,0,0.2,0.0,3,3,3,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,3,0,1879361,2017
05/19/2017,home,12560,718,Tulane,9,True,6,9,-3,loss,6 - 9,226932,404,0,0,0.2,0.0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,1879361,2017
05/26/2017,home,12560,164,UConn,9,True,5,7,-2,loss,5 - 7,227501,404,0,0,1.2,0.0,3,2,2,1,1,0,9,7,1,1,0,0,0,0,0,0,0,1,0,37,3,1,0,1,0,3,0,1879361,2017
