date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
03/07/2021,home,15580,340,La Salle,9,True,14,4,10,win,14 - 4,5018498,180,1,6.0,0,5,1,1,1,8,0,24,23,2,0,0,0,1,0,0,0,0,0,0,91,6,4,1,0,0,1,1,0,2468222,2021
03/14/2021,home,15580,739,Villanova,9,True,10,11,-1,loss,10 - 11,5025592,180,1,4.0,0,7,6,6,2,7,0,22,19,2,0,0,1,1,1,0,0,0,0,0,103,3,2,0,1,0,1,2,0,2468222,2021
03/20/2021,away,15580,352,Lehigh,9,True,5,0,5,win,5 - 0,5033817,180,1,5.0,0,5,0,0,0,8,0,20,20,2,0,0,0,0,0,0,0,0,0,0,87,1,6,1,0,0,1,2,0,2468222,2021
03/27/2021,home,15580,236,Fordham,9,True,1,8,-7,loss,1 - 8,5039441,180,1,5.0,0,5,3,2,3,4,0,25,21,1,0,0,1,0,1,0,0,0,0,0,92,5,6,0,1,0,1,1,0,2468222,2021
04/03/2021,away,15580,711,Towson,9,True,2,10,-8,loss,2 - 10,5047221,180,1,5.1,0,6,7,3,3,8,0,27,21,2,0,0,2,3,1,0,0,0,1,0,106,5,2,0,1,0,1,0,0,2468222,2021
04/10/2021,away,15580,540,Penn,9,True,1,9,-8,loss,1 - 9,5052172,180,1,4.0,0,4,4,0,1,5,0,19,17,1,1,0,0,2,1,0,0,0,0,0,69,2,5,0,1,0,1,0,0,2468222,2021
04/17/2021,home,15580,283,Hofstra,9,True,4,14,-10,loss,4 - 14,5058566,180,1,4.0,0,6,7,7,4,6,0,22,18,0,0,0,3,0,0,0,0,0,0,0,106,1,5,0,1,0,1,1,0,2468222,2021
04/23/2021,away,15580,500,Northeastern,9,True,5,6,-1,loss,5 - 6,5063966,180,1,5.0,0,6,3,2,2,9,0,24,19,0,0,0,0,0,2,0,0,0,0,1,94,0,5,0,0,0,1,4,0,2468222,2021
05/01/2021,away,15580,283,Hofstra,9,True,0,9,-9,loss,0 - 9,5070360,180,1,7.0,0,5,2,2,3,8,0,27,23,2,0,0,0,0,0,0,0,0,0,1,120,6,5,0,1,0,1,3,0,2468222,2021
05/08/2021,home,15580,711,Towson,9,True,4,12,-8,loss,4 - 12,5075644,180,1,4.0,0,8,5,5,2,1,0,22,16,4,0,0,0,0,1,0,0,0,2,1,81,4,6,0,0,0,1,0,0,2468222,2021
05/15/2021,home,15580,500,Northeastern,9,True,4,26,-22,loss,4 - 26,5078669,180,1,3.2,0,8,10,10,6,4,0,25,19,2,0,0,0,1,0,2,0,0,0,0,105,1,6,0,1,0,1,1,0,2468222,2021
