date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,away,15860,370,LMU (CA),9,True,10,7,3,win,10 - 7,5210494,732,1,0,2.0,0.0,2,1,1,1,2,0,9,8,1,0,0,0,0,0,0,0,0,0,0,38,1,3,0,0,0,4,0,0,2671845,2022
02/25/2022,home,15860,96,Fresno St.,9,True,2,1,1,win,2 - 1,5218548,732,1,0,0.2,0.0,0,0,0,2,1,0,4,2,0,0,0,0,0,0,0,1,1,0,0,19,1,0,0,0,1,2,0,0,2671845,2022
02/27/2022,away,15860,626,San Diego St.,9,True,3,4,-1,loss,3 - 4,5218715,732,1,0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,5,0,0,2671845,2022
03/01/2022,away,15860,465,UNLV,9,True,12,9,3,win,12 - 9,5221363,732,1,0,0.2,0.0,2,0,0,0,1,0,4,4,0,0,0,0,0,0,0,3,3,0,0,19,0,1,0,0,0,6,0,0,2671845,2022
03/05/2022,away,15860,94,CSU Bakersfield,11,True,8,7,1,win,8 - 7,5225696,732,1,0,4.0,0.0,1,1,1,0,5,0,14,14,0,0,0,1,1,0,0,0,0,0,0,51,2,6,1,0,0,4,0,0,2671845,2022
03/08/2022,away,15860,96,Fresno St.,9,True,5,4,1,win,5 - 4,5228870,732,1,0,2.0,0.0,0,0,0,1,3,0,7,6,0,0,0,0,0,0,0,2,0,0,0,31,0,3,0,0,1,6,1,0,2671845,2022
03/12/2022,home,15860,756,Washington,9,True,7,6,1,win,7 - 6,5232545,732,1,0,1.0,0.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,1,3,1,0,2671845,2022
03/13/2022,home,15860,756,Washington,9,True,3,1,2,win,3 - 1,5233553,732,1,0,2.0,0.0,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,1,0,0,0,17,3,1,0,0,1,3,0,0,2671845,2022
03/23/2022,home,15860,502,Northern Colo.,9,True,8,7,1,win,8 - 7,5244082,732,1,0,1.0,0.0,1,1,1,2,0,0,6,3,0,0,1,0,0,0,0,0,0,0,1,24,1,2,1,0,0,6,0,0,2671845,2022
03/27/2022,home,15860,406,Mercer,9,True,5,11,-6,loss,5 - 11,5247948,732,1,0,1.0,0.0,1,0,0,0,2,0,5,5,1,0,0,0,1,0,0,0,0,0,0,16,0,1,0,0,0,6,1,0,2671845,2022
03/29/2022,home,15860,30024,Utah Valley,9,True,7,6,1,win,7 - 6,5249844,732,1,1,2.0,0.0,4,3,3,0,4,0,10,10,2,1,0,1,0,0,0,0,0,0,0,35,1,1,0,0,0,1,2,0,2671845,2022
04/01/2022,away,15860,754,Washington St.,9,True,10,9,1,win,10 - 9,5251909,732,1,0,1.1,0.0,3,4,4,1,0,0,9,7,0,0,0,0,0,1,0,0,0,0,0,34,1,3,0,0,0,5,0,0,2671845,2022
04/08/2022,home,15860,110,UCLA,10,True,5,6,-1,loss,5 - 6,5258641,732,1,0,2.1,0.0,3,1,1,0,3,0,9,7,2,0,0,0,0,0,0,3,3,1,1,50,1,2,0,1,0,4,1,0,2671845,2022
04/15/2022,home,15860,29,Arizona,9,True,9,5,4,win,9 - 5,5265158,732,1,0,2.2,0.0,0,0,0,2,2,0,10,8,0,0,0,0,0,0,0,3,0,0,0,33,2,4,0,0,1,5,1,0,2671845,2022
04/23/2022,away,15860,657,Southern California,9,True,10,5,5,win,10 - 5,5273694,732,1,0,0.2,0.0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,4,1,0,2671845,2022
04/24/2022,away,15860,657,Southern California,9,True,2,4,-2,loss,2 - 4,5274562,732,1,0,1.0,0.0,1,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,10,2,1,0,0,0,3,0,0,2671845,2022
05/08/2022,away,15860,28,Arizona St.,9,True,6,13,-7,loss,6 - 13,5285382,732,1,0,1.0,0.0,3,2,2,0,2,0,6,6,1,0,0,0,1,0,0,0,0,0,0,21,0,1,0,0,0,4,1,0,2671845,2022
05/11/2022,away,15860,30095,Dixie St.,9,True,4,9,-5,loss,4 - 9,5286228,732,1,0,1.0,0.0,1,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,0,5,0,0,2671845,2022
05/15/2022,home,15860,674,Stanford,9,True,6,7,-1,loss,6 - 7,5288149,732,1,0,1.2,0.0,2,0,0,0,0,0,7,5,0,0,0,0,0,1,0,3,2,1,0,23,2,2,0,0,0,4,0,0,2671845,2022
05/17/2022,away,15860,77,BYU,9,True,12,7,5,win,12 - 7,5288599,732,1,0,2.0,0.0,2,0,0,1,1,0,9,8,0,0,0,0,0,0,0,0,0,0,0,30,3,2,0,0,0,7,0,0,2671845,2022
05/21/2022,away,15860,107,California,9,True,8,9,-1,loss,8 - 9,5289562,732,1,0,2.2,0.0,3,1,1,1,2,0,13,11,0,1,0,0,0,1,1,1,1,0,0,0,2,4,0,1,0,4,2,0,2671845,2022
