App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,2.0,0.0,3,2,1,2,2,0,12,10,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,02/08/2022,home,15860,1116,Harding,9,True,2,6,-4,loss,2255325,1015,2478902,2022
1,0,3.0,0.0,2,2,2,1,2,0,14,12,0,1,0,0,1,1,0,0,0,0,0,0,1,6,0,0,0,2,1,0,02/12/2022,home,15860,499,Truman St.,9,True,4,6,-2,loss,2184948,1015,2478902,2022
1,0,3.0,0.0,0,0,0,2,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,0,1,02/16/2022,home,15860,350,LeMoyne-Owen,9,True,11,4,7,win,2167799,1015,2478902,2022
1,0,1.1,0.0,3,1,1,0,3,0,7,7,1,0,0,0,0,0,0,2,0,0,0,27,0,1,0,0,0,3,0,0,02/26/2022,away,15860,429,Mississippi Col.,9,True,6,8,-2,loss,2259755,1015,2478902,2022
1,0,2.2,0.0,3,3,3,0,3,0,15,11,1,0,0,1,0,4,0,1,1,0,0,0,4,1,0,0,0,3,1,0,03/02/2022,home,15860,347,Lane,9,True,9,8,1,win,2169996,1015,2478902,2022
1,0,2.0,0.0,2,4,1,1,0,0,9,5,0,0,0,1,0,0,0,1,0,2,1,0,3,2,0,1,0,5,0,0,03/05/2022,home,15860,11740,West Florida,12,True,10,12,-2,loss,2170608,1015,2478902,2022
1,0,1.2,0.0,2,4,4,4,3,0,11,7,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,03/08/2022,home,15860,1289,Ouachita Baptist,9,True,4,11,-7,loss,2171262,1015,2478902,2022
1,0,1.0,0.0,4,2,2,2,2,0,9,6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,3,1,0,03/12/2022,away,15860,1238,Montevallo,9,True,7,12,-5,loss,2262744,1015,2478902,2022
1,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,03/20/2022,home,15860,358,West Ala.,9,True,11,9,2,win,2173962,1015,2478902,2022
1,0,1.0,0.0,3,3,3,2,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,3,0,0,03/23/2022,away,15860,573,Rhodes,9,True,6,8,-2,loss,2174231,1015,2478902,2022
1,0,2.0,0.0,4,2,2,2,2,0,13,10,0,0,0,0,0,1,0,2,2,0,0,0,0,4,0,0,0,5,1,0,04/06/2022,home,15860,10,Alabama Huntsville,9,True,3,14,-11,loss,2177391,1015,2478902,2022
1,0,3.1,0.0,3,4,2,3,2,0,18,15,0,0,0,0,3,0,0,3,0,0,0,70,3,5,0,0,0,3,0,0,04/15/2022,away,15860,30013,Lee,9,True,6,10,-4,loss,2179336,1015,2478902,2022
1,0,2.1,0.0,3,4,3,1,1,0,12,10,2,0,0,1,0,1,0,0,0,0,0,0,3,3,0,1,0,2,1,0,04/23/2022,home,15860,30093,AUM,8,True,5,6,-1,loss,2185706,1015,2478902,2022
