date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,away,15860,694,Tennessee,9,True,0,9,-9,loss,0 - 9,5207821,253,1,1.0,0,1,1,1,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,13,2,0,0,0,0,3,0,0,2653217,2022
02/20/2022,away,15860,694,Tennessee,9,True,0,14,-14,loss,0 - 14,5211163,253,1,1.2,0,2,1,0,1,2,0,8,7,0,0,0,0,0,0,0,1,0,0,0,40,0,3,0,0,0,6,0,0,2653217,2022
02/25/2022,home,15860,128,UCF,9,True,1,5,-4,loss,1 - 5,5215728,253,1,0.1,0,1,3,1,1,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,3,0,0,2653217,2022
03/01/2022,away,15860,316,Jacksonville,9,True,13,7,6,win,13 - 7,5220433,253,1,2.1,0,1,2,2,2,2,0,10,8,0,0,0,0,0,0,0,0,0,0,0,27,1,4,1,0,0,3,0,0,2653217,2022
03/06/2022,home,15860,414,Miami (OH),9,True,10,9,1,win,10 - 9,5230058,253,1,1.2,0,1,0,0,1,1,0,7,6,1,0,0,0,0,0,1,3,0,0,0,17,1,3,1,0,0,6,1,0,2653217,2022
03/08/2022,home,15860,257,Georgia,9,True,13,5,8,win,13 - 5,5228775,253,1,1.0,0,1,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,1,0,16,2,1,1,0,0,3,0,0,2653217,2022
03/09/2022,home,15860,257,Georgia,9,True,1,5,-4,loss,1 - 5,5229651,253,1,1.0,0,2,0,0,0,1,0,5,5,0,0,1,0,0,0,0,2,2,0,0,24,1,1,0,0,0,2,0,0,2653217,2022
03/13/2022,home,15860,786,William & Mary,9,True,7,3,4,win,7 - 3,5233210,253,1,3.0,0,1,0,0,1,0,0,11,8,0,0,0,0,0,1,0,0,0,1,0,34,7,1,1,0,0,3,0,0,2653217,2022
03/20/2022,away,15860,27,App State,9,True,6,11,-5,loss,6 - 11,5240925,253,1,0.2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,6,1,1,0,0,0,6,0,0,2653217,2022
03/22/2022,home,15860,1014,Col. of Charleston,9,True,4,1,3,win,4 - 1,5243058,253,1,4.1,0,3,0,0,1,3,0,17,16,0,0,0,0,0,0,0,1,0,0,0,61,6,4,1,0,0,2,0,0,2653217,2022
03/27/2022,home,15860,30,Arkansas St.,9,True,7,6,1,win,7 - 6,5250023,253,1,2.1,0,3,1,1,2,1,0,13,10,0,0,0,0,0,1,0,2,1,0,0,47,2,4,0,0,0,2,0,0,2653217,2022
04/03/2022,away,15860,671,Louisiana,9,True,1,5,-4,loss,1 - 5,5254482,253,1,1.0,0,4,3,3,1,0,0,8,7,1,0,0,1,0,0,1,2,0,0,0,26,1,2,0,1,0,2,0,0,2653217,2022
04/09/2022,away,15860,670,Texas St.,9,True,13,11,2,win,13 - 11,5259899,253,1,2.0,0,1,0,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,31,3,2,0,0,1,5,0,0,2653217,2022
04/12/2022,away,15860,1320,Presbyterian,10,True,9,7,2,win,9 - 7,5264591,253,1,2.0,0,0,0,0,0,1,0,7,6,0,0,0,0,0,1,0,0,0,0,0,23,3,2,1,0,0,7,1,0,2653217,2022
04/16/2022,home,15860,254,Georgia St.,9,True,10,8,2,win,10 - 8,5267626,253,1,1.1,0,4,5,5,3,0,0,11,6,0,0,0,0,1,0,0,0,0,1,1,37,2,2,0,0,0,1,0,0,2653217,2022
04/20/2022,away,15860,234,Florida St.,11,True,5,6,-1,loss,5 - 6,5270246,253,1,0.2,0,1,1,1,1,0,0,5,3,1,0,0,0,1,1,0,0,0,0,0,25,1,1,0,0,0,2,0,0,2653217,2022
04/24/2022,away,15860,646,South Alabama,9,True,7,2,5,win,7 - 2,5274629,253,1,0.1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,3,0,0,2653217,2022
04/26/2022,home,15860,1157,Kennesaw St.,9,True,3,5,-2,loss,3 - 5,5276048,253,1,3.1,0,3,3,3,2,4,0,16,12,1,0,0,0,0,1,0,0,0,1,0,57,3,3,0,0,0,1,2,0,2653217,2022
05/07/2022,home,15860,716,Troy,9,True,24,1,23,win,24 - 1,5284335,253,1,1.0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,2,0,0,2653217,2022
05/11/2022,away,15860,255,Georgia Tech,9,True,12,13,-1,loss,12 - 13,5286284,253,1,2.0,0,3,2,2,1,1,0,11,9,0,0,0,1,0,1,0,1,0,0,0,35,2,3,0,0,0,2,0,0,2653217,2022
05/20/2022,home,15860,702,UT Arlington,9,True,18,9,9,win,18 - 9,5289119,253,1,1.0,0,1,2,2,0,1,0,5,4,0,0,0,1,0,1,0,0,0,0,0,16,0,2,0,0,0,3,0,0,2653217,2022
