date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/22/2021,away,15580,1045,DBU,9,True,2,12,-10,loss,2 - 12,5005603,43,1,0,2.0,0.0,2,3,3,3,2,0,11,8,0,0,0,1,0,0,1,0,0,0,0,38,1,3,0,0,0,2,0,0,2117141,2021
02/27/2021,home,15580,725,Army West Point,9,True,2,5,-3,loss,2 - 5,5012536,43,1,0,1.1,0.0,1,1,1,1,0,0,7,5,0,1,0,0,0,1,0,0,0,0,0,26,3,1,0,0,0,2,0,0,2117141,2021
03/03/2021,home,15580,694,Tennessee,9,True,3,5,-2,loss,3 - 5,5013509,43,1,1,4.0,0.0,2,0,0,2,4,0,15,13,0,0,0,0,0,0,0,0,0,0,0,58,3,4,0,0,0,1,2,0,2117141,2021
03/14/2021,home,15580,692,Tennessee Tech,9,True,6,2,4,win,6 - 2,5025668,43,1,1,6.0,0.0,5,2,2,1,7,0,22,21,2,0,0,0,2,0,0,0,0,0,0,86,5,4,1,0,0,1,3,0,2117141,2021
03/20/2021,away,15580,654,Southeast Mo. St.,11,True,5,6,-1,loss,5 - 6,5077457,43,1,1,8.1,0.0,8,4,4,1,4,0,33,32,1,0,0,1,0,0,0,0,0,0,0,83,13,7,0,0,0,1,1,0,2117141,2021
03/26/2021,home,15580,14927,Belmont,9,True,13,8,5,win,13 - 8,5037519,43,1,1,2.1,0.0,8,8,6,4,1,0,20,14,2,0,0,0,0,0,1,0,0,0,2,65,1,5,0,0,0,1,0,0,2117141,2021
04/02/2021,away,15580,202,Eastern Ky.,9,True,15,9,6,win,15 - 9,5045183,43,1,1,3.0,0.0,8,7,6,0,5,0,17,16,2,0,0,1,0,0,0,0,0,1,0,63,3,1,0,0,0,1,2,0,2117141,2021
04/08/2021,home,15580,444,Morehead St.,9,True,13,4,9,win,13 - 4,5050203,43,1,1,5.1,0.0,7,4,4,1,1,0,23,22,0,0,0,2,0,0,0,0,0,0,0,79,6,8,1,0,0,1,0,0,2117141,2021
04/16/2021,away,15580,695,UT Martin,9,True,8,1,7,win,8 - 1,5057677,43,1,1,9.0,1,5,1,1,0,4,0,32,30,1,0,0,1,1,2,0,0,0,0,0,98,4,16,1,0,0,1,0,0,2117141,2021
04/23/2021,home,15580,660,SIUE,12,True,7,6,1,win,7 - 6,5064470,43,1,1,5.1,0.0,6,4,4,2,3,0,24,20,2,0,0,0,1,0,0,0,0,1,1,85,5,8,0,0,0,1,0,0,2117141,2021
04/30/2021,home,15580,30,Arkansas St.,9,True,7,12,-5,loss,7 - 12,5070130,43,1,1,1.0,0.0,1,1,1,2,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,19,1,1,0,1,0,1,0,0,2117141,2021
05/07/2021,away,15580,201,Eastern Ill.,9,True,4,7,-3,loss,4 - 7,5074525,43,1,1,6.0,0.0,5,2,2,0,4,0,23,23,0,0,0,2,0,0,0,0,0,0,0,80,6,8,0,0,0,1,2,0,2117141,2021
05/14/2021,home,15580,315,Jacksonville St.,9,True,8,7,1,win,8 - 7,5078281,43,1,1,6.0,0.0,7,3,3,1,4,0,24,23,1,0,0,1,1,0,0,0,0,0,0,96,5,7,0,0,0,1,1,0,2117141,2021
05/20/2021,away,15580,454,Murray St.,9,True,7,3,4,win,7 - 3,5080078,43,1,1,8.0,0.0,6,3,3,1,9,0,31,30,1,0,0,0,0,0,0,0,0,0,0,112,7,8,1,0,0,1,3,0,2117141,2021
05/27/2021,away,15580,654,Southeast Mo. St.,9,True,8,11,-3,loss,8 - 11,5081968,43,1,1,2.1,0.0,10,7,7,2,1,0,19,16,2,0,0,2,0,0,0,0,0,0,1,61,3,3,0,1,0,1,1,0,2117141,2021
