date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/21/2016,away,12360,10411,USC Upstate,9,True,6,8,-2,loss,6 - 8,293178,683,0,0,1.0,0.0,1,1,1,0,2,0,4,4,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,3,0,1638147,2016
02/27/2016,away,12360,51,Baylor,9,True,4,20,-16,loss,4 - 20,293883,683,0,0,0.2,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,7,0,1638147,2016
03/01/2016,home,12360,477,New York Tech,9,True,5,1,4,win,5 - 1,294802,683,0,0,2.0,0.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,1638147,2016
03/06/2016,home,12360,71,Bowling Green,9,True,4,5,-1,loss,4 - 5,295989,683,0,0,2.0,0.0,2,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,1,1638147,2016
03/12/2016,home,12360,739,Villanova,9,True,8,3,5,win,8 - 3,297247,683,0,0,1.2,0.0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,3,2,1638147,2016
03/18/2016,away,12360,391,UMBC,9,True,1,2,-1,loss,1 - 2,298943,683,0,0,1.1,0.0,2,1,1,0,1,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1638147,2016
03/25/2016,away,12360,169,Creighton,9,True,4,5,-1,loss,4 - 5,300751,683,0,0,2.0,0.0,2,3,0,0,1,0,9,9,0,0,0,0,0,0,0,1,0,0,0,41,4,0,0,1,0,3,0,1638147,2016
04/02/2016,home,12360,380,Maine,9,True,11,0,11,win,11 - 0,302761,683,0,0,3.0,0.0,4,0,0,1,6,0,14,13,0,0,0,0,0,0,0,2,0,0,0,60,2,1,0,0,1,2,2,1638147,2016
04/05/2016,home,12360,310,Iona,9,True,15,4,11,win,15 - 4,303716,683,0,0,2.0,0.0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,21,3,1,0,0,0,4,1,1638147,2016
04/09/2016,away,12360,272,Hartford,9,True,2,0,2,win,2 - 0,304570,683,0,0,2.2,0.0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,1,2,0,1638147,2016
04/16/2016,home,12360,368,UMass Lowell,9,True,5,0,5,win,5 - 0,306777,683,0,0,3.0,0.0,0,0,0,0,1,0,10,8,0,0,0,0,0,1,0,2,0,1,0,33,3,5,0,0,1,2,0,1638147,2016
04/17/2016,home,12360,368,UMass Lowell,9,True,5,3,2,win,5 - 3,307108,683,0,0,1.0,0.0,2,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,26,1,2,0,0,1,3,0,1638147,2016
04/23/2016,away,12360,81,Bryant,9,True,4,8,-4,loss,4 - 8,308415,683,0,0,1.1,0.0,6,5,5,1,0,0,12,9,2,1,0,0,0,1,0,0,0,0,1,0,1,3,0,1,0,2,0,1638147,2016
04/27/2016,away,12360,220,Fairfield,9,True,9,14,-5,loss,9 - 14,309797,683,0,0,1.0,0.0,2,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,1,0,0,7,2,0,0,0,0,6,0,1638147,2016
04/30/2016,home,12360,391,UMBC,9,True,4,1,3,win,4 - 1,310537,683,0,0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,1,2,0,1638147,2016
05/01/2016,home,12360,391,UMBC,11,True,3,6,-3,loss,3 - 6,311008,683,0,0,2.2,0.0,2,1,1,0,0,0,9,8,0,0,0,1,0,1,0,2,0,0,0,32,4,2,0,0,0,2,0,1638147,2016
05/03/2016,home,12360,477,New York Tech,9,True,7,5,2,win,7 - 5,311379,683,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1638147,2016
05/08/2016,away,12360,62,Binghamton,9,True,3,7,-4,loss,3 - 7,312588,683,0,0,2.1,0.0,2,0,0,0,1,0,9,7,0,0,0,0,0,1,0,2,0,1,0,0,3,1,0,0,0,3,0,1638147,2016
05/14/2016,away,12360,380,Maine,9,True,8,1,7,win,8 - 1,313299,683,0,0,0.2,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,1638147,2016
05/21/2016,home,12360,14,UAlbany,9,True,0,1,-1,loss,0 - 1,314056,683,0,0,2.1,0.0,3,1,1,0,2,0,10,10,0,0,0,0,0,0,0,2,0,0,0,55,3,2,0,1,0,2,2,1638147,2016
05/25/2016,home,12360,380,Maine,9,True,1,0,1,win,1 - 0,314220,683,0,0,2.0,0.0,1,0,0,0,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,28,0,2,1,0,0,2,1,1638147,2016
05/26/2016,home,12360,272,Hartford,10,True,6,7,-1,loss,6 - 7,314292,683,0,0,1.1,0.0,2,2,1,1,0,0,9,7,1,0,0,0,0,0,1,0,0,1,0,33,3,1,0,1,0,4,0,1638147,2016
05/28/2016,home,12360,62,Binghamton,9,True,3,6,-3,loss,3 - 6,314451,683,0,0,1.1,0.0,6,4,4,0,1,0,9,9,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1638147,2016
