date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/22/2021,away,15580,26172,A&M-Corpus Christi,9,True,3,6,-3,loss,3 - 6,5005685,129,1,0,3.2,0.0,1,2,2,2,6,0,13,11,0,0,0,1,0,0,0,1,1,0,0,59,2,2,0,0,0,2,0,0,2137981,2021
03/08/2021,away,15580,575,Richmond,9,True,10,2,8,win,10 - 2,5026444,129,1,0,2.2,0.0,3,1,1,1,6,0,12,11,1,0,0,0,0,0,0,1,1,0,0,57,1,1,1,0,0,2,1,0,2137981,2021
03/13/2021,away,15580,768,West Virginia,10,True,7,8,-1,loss,7 - 8,5024647,129,1,0,2.0,0.0,2,1,1,2,3,0,9,6,0,0,0,0,0,0,0,0,0,0,1,43,1,1,0,0,0,2,1,0,2137981,2021
03/19/2021,away,15580,175,Dayton,9,True,1,3,-2,loss,1 - 3,5029615,129,1,0,2.0,0.0,1,1,1,1,1,0,7,5,0,0,0,0,0,0,0,1,0,1,0,20,3,1,0,0,0,2,1,0,2137981,2021
04/03/2021,away,15580,503,NIU,9,True,17,6,11,win,17 - 6,5047265,129,1,0,1.2,0.0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,3,1,0,0,27,1,1,1,0,0,2,1,0,2137981,2021
04/04/2021,away,15580,503,NIU,9,True,12,10,2,win,12 - 10,5047268,129,1,0,1.1,0.0,2,2,2,1,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,19,1,2,1,0,0,4,0,0,2137981,2021
04/11/2021,home,15580,71,Bowling Green,9,True,13,4,9,win,13 - 4,5054170,129,1,1,2.2,0.0,5,4,4,2,2,0,15,12,0,0,0,1,1,0,0,0,0,0,1,0,2,4,0,0,0,1,0,0,2137981,2021
04/18/2021,home,15580,331,Kent St.,9,True,4,6,-2,loss,4 - 6,5060997,129,1,1,3.0,0.0,0,0,0,2,6,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,2137981,2021
04/25/2021,away,15580,5,Akron,9,True,15,2,13,win,15 - 2,5066459,129,1,1,2.1,0.0,3,2,2,1,2,0,9,8,1,0,0,0,0,0,0,0,0,0,0,51,1,2,0,0,0,1,0,2,2137981,2021
05/02/2021,home,15580,414,Miami (OH),9,True,3,1,2,win,3 - 1,5071955,129,1,1,4.0,0.0,1,0,0,0,6,0,13,13,1,0,0,0,0,0,0,0,0,0,0,54,1,5,0,0,0,1,1,0,2137981,2021
05/09/2021,home,15580,47,Ball St.,9,True,7,8,-1,loss,7 - 8,5077107,129,1,1,3.0,0.0,4,3,3,1,6,0,15,14,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,2137981,2021
05/16/2021,away,15580,774,Western Mich.,9,True,1,6,-5,loss,1 - 6,5079121,129,1,1,5.0,0.0,3,0,0,2,5,0,19,17,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,2,0,2137981,2021
05/22/2021,home,15580,204,Eastern Mich.,9,True,4,2,2,win,4 - 2,5081335,129,1,1,5.0,0.0,5,2,2,1,5,0,20,19,0,0,0,2,1,0,0,0,0,0,0,0,3,5,1,0,0,1,1,0,2137981,2021
05/29/2021,away,15580,709,Toledo,9,True,9,0,9,win,9 - 0,5082324,129,1,1,6.2,0.0,2,0,0,0,9,0,22,22,0,0,0,0,0,0,0,0,0,0,0,95,6,5,1,0,0,1,2,0,2137981,2021
06/06/2021,home,15580,164,UConn,9,True,14,9,5,win,14 - 9,5082894,129,1,1,5.0,0.0,9,5,5,1,2,0,24,22,2,0,0,2,1,0,0,0,0,0,1,90,1,11,1,0,0,1,0,0,2137981,2021
