App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,3,1,0,02/19/2021,home,15580,164,UConn,9,True,2,1,1,win,2016150,746,1983419,2021
1,0,0.2,0.0,3,2,2,2,2,0,7,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,5,0,0,02/20/2021,home,15580,164,UConn,9,True,9,10,-1,loss,2016265,746,1983419,2021
1,0,0.0,0.0,2,2,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,02/28/2021,away,15580,457,North Carolina,9,True,3,2,1,win,2029041,746,1983419,2021
1,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,16,1,1,0,0,0,7,0,0,03/02/2021,home,15580,249,George Washington,9,True,11,1,10,win,2017035,746,1983419,2021
1,0,1.1,0.0,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,3,1,0,0,28,2,1,0,0,0,4,0,0,03/06/2021,away,15580,234,Florida St.,9,True,4,9,-5,loss,2017252,746,1983419,2021
1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,5,1,0,03/09/2021,home,15580,575,Richmond,9,True,7,0,7,win,2029044,746,1983419,2021
1,0,1.0,0.0,1,1,1,1,1,0,5,4,0,0,0,1,0,0,0,1,1,0,0,20,1,1,0,0,0,3,0,0,03/13/2021,home,15580,513,Notre Dame,9,True,4,12,-8,loss,2017896,746,1983419,2021
1,0,0.0,0.0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,11,0,0,0,0,0,5,0,0,03/14/2021,home,15580,513,Notre Dame,9,True,3,8,-5,loss,2018126,746,1983419,2021
1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,4,2,0,03/17/2021,home,15580,711,Towson,9,True,5,0,5,win,2029045,746,1983419,2021
1,0,1.2,0.0,1,0,0,0,2,0,7,4,0,0,0,0,2,1,0,2,2,1,1,24,1,2,0,0,0,4,0,0,03/21/2021,home,15580,545,Pittsburgh,9,True,2,6,-4,loss,2018795,746,1983419,2021
