date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/20/2016,home,12360,477,New York Tech,9,True,10,4,6,win,10 - 4,293107,165,0,1,4.0,0.0,4,3,3,5,2,0,21,15,1,0,0,0,0,1,0,0,0,0,0,0,8,1,1,0,0,1,1,1755197,2016
02/27/2016,away,12360,254,Georgia St.,9,True,0,17,-17,loss,0 - 17,293915,165,0,1,5.2,0.0,6,7,5,6,3,0,28,21,3,0,0,1,1,0,0,0,0,0,1,0,6,6,0,1,0,1,2,1755197,2016
03/06/2016,home,12360,283,Hofstra,9,True,0,15,-15,loss,0 - 15,296085,165,0,0,4.0,0.0,6,7,7,4,5,0,23,19,5,1,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,2,1,1755197,2016
03/09/2016,away,12360,391,UMBC,9,True,3,12,-9,loss,3 - 12,296684,165,0,0,1.1,0.0,2,2,2,3,1,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1755197,2016
03/12/2016,home,12360,471,NJIT,9,True,2,9,-7,loss,2 - 9,297345,165,0,1,5.0,0.0,9,9,8,4,7,0,32,25,4,1,1,0,2,2,0,0,0,1,0,0,4,4,0,1,0,1,0,1755197,2016
03/16/2016,away,12360,450,Mount St. Mary's,9,True,12,9,3,win,12 - 9,298528,165,0,0,2.0,0.0,2,1,1,2,3,0,10,8,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,2,1,1755197,2016
03/22/2016,away,12360,711,Towson,9,True,7,8,-1,loss,7 - 8,299980,165,0,1,4.0,0.0,4,3,3,3,3,0,19,15,0,1,0,0,0,0,0,0,0,1,0,64,6,3,0,0,0,1,0,1755197,2016
03/26/2016,home,12360,178,Delaware St.,9,True,5,15,-10,loss,5 - 15,301495,165,0,1,1.1,0.0,3,5,5,1,0,0,9,7,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,1755197,2016
03/30/2016,home,12360,251,Georgetown,9,True,4,5,-1,loss,4 - 5,302081,165,0,0,1.0,0.0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1755197,2016
04/03/2016,home,12360,485,Norfolk St.,9,True,11,7,4,win,11 - 7,303227,165,0,1,6.0,0.0,5,3,2,5,2,0,28,21,0,0,0,0,1,2,0,0,0,0,0,0,7,7,1,0,0,1,0,1755197,2016
04/11/2016,away,12360,393,UMES,9,True,12,6,6,win,12 - 6,305343,165,0,1,6.1,0.0,9,6,6,5,4,0,32,27,1,0,0,0,0,0,0,0,0,0,0,0,9,5,1,0,0,1,0,1755197,2016
04/17/2016,away,12360,178,Delaware St.,9,True,9,10,-1,loss,9 - 10,307123,165,0,1,5.0,0.0,3,6,0,7,6,0,28,19,0,0,1,0,0,2,0,0,0,0,0,0,6,2,0,0,0,1,2,1755197,2016
04/24/2016,away,12360,485,Norfolk St.,9,True,0,2,-2,loss,0 - 2,309458,165,0,1,6.0,0.0,6,2,2,1,4,0,24,23,2,0,1,0,1,0,0,0,0,0,0,0,8,5,0,1,0,1,2,1755197,2016
04/30/2016,away,12360,393,UMES,9,True,3,7,-4,loss,3 - 7,310623,165,0,1,5.1,0.0,6,4,3,2,2,0,26,24,2,0,0,0,0,0,0,0,0,0,0,0,11,3,0,1,0,1,0,1755197,2016
05/08/2016,home,12360,485,Norfolk St.,9,True,4,5,-1,loss,4 - 5,312546,165,0,1,8.0,0.0,7,4,4,3,3,0,34,30,1,0,0,0,0,1,0,0,0,0,0,0,11,9,0,0,0,1,0,1755197,2016
05/11/2016,away,12360,575,Richmond,10,True,6,5,1,win,6 - 5,312718,165,0,0,1.1,0.0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,0,20,2,2,0,0,0,4,0,1755197,2016
05/19/2016,home,12360,61,Bethune-Cookman,9,True,0,10,-10,loss,0 - 10,313721,165,0,1,5.0,0.0,2,3,2,5,3,0,26,17,0,1,0,0,0,2,0,0,0,0,2,98,6,6,0,1,0,1,0,1755197,2016
05/23/2016,home,12360,485,Norfolk St.,12,True,6,7,-1,loss,6 - 7,314152,165,0,1,5.0,0.0,4,5,4,6,3,0,26,18,0,0,0,0,1,1,0,0,0,0,1,0,8,3,0,0,0,1,0,1755197,2016
