App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,3.0,0.0,5,1,1,1,3,0,15,14,1,0,0,0,0,0,0,0,0,0,0,51,5,1,0,0,0,3,0,0,03/07/2021,home,15580,753,Washington Col.,9,True,3,8,-5,loss,2054003,394,1997543,2021
1,1,5.0,0.0,4,1,1,1,2,0,19,18,0,0,0,0,0,0,0,0,0,0,0,68,9,3,1,0,0,1,1,0,03/13/2021,away,15580,611,St. Mary's (MD),9,True,3,1,2,win,2053164,394,1997543,2021
1,1,5.0,0.0,1,2,2,4,6,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,1,1,0,03/25/2021,away,15580,397,Marywood,9,True,20,3,17,win,2054015,394,1997543,2021
1,1,5.0,0.0,4,3,2,1,2,0,20,17,2,0,0,0,0,0,0,0,0,1,1,76,7,5,1,0,0,1,1,0,04/01/2021,home,15580,12399,Gwynedd Mercy,9,True,9,3,6,win,2044769,394,1997543,2021
1,1,6.0,0.0,5,1,0,0,4,0,24,24,0,0,0,0,0,0,0,0,0,0,0,69,5,8,1,0,0,1,2,0,04/09/2021,away,15580,763,Wesley,9,True,21,4,17,win,2069437,394,1997543,2021
1,1,7.0,0.0,6,2,1,1,10,0,25,24,2,0,0,1,0,0,0,0,0,0,0,103,6,2,1,0,0,1,0,1,04/16/2021,home,15580,1254,Neumann,9,True,11,3,8,win,2053862,394,1997543,2021
1,1,3.1,0.0,7,7,6,1,0,0,20,16,3,0,0,0,0,2,0,0,0,1,0,70,7,1,0,1,0,1,0,0,04/30/2021,home,15580,303,Immaculata,9,True,8,10,-2,loss,2050772,394,1997543,2021
1,1,6.0,0.0,10,5,5,0,6,0,27,27,3,0,0,1,1,0,0,0,0,0,0,90,6,4,0,1,0,1,2,0,05/07/2021,away,15580,88,Cabrini,9,True,5,6,-1,loss,2039119,394,1997543,2021
1,1,4.0,0.0,1,0,0,3,6,0,16,13,0,0,0,0,0,0,0,0,0,0,0,72,3,2,0,0,0,1,1,0,05/19/2021,home,15580,763,Wesley,9,True,18,4,14,win,2079400,394,1997543,2021
1,1,5.2,0.0,8,6,6,2,5,0,28,25,1,0,0,1,1,1,0,0,0,0,0,93,7,4,0,1,0,1,0,0,05/27/2021,neutral,15580,622,Salisbury,9,True,5,10,-5,loss,2080539,394,1997543,2021
