date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,314,Jackson St.,9,True,11,2,9,win,11 - 2,4709036,67,1,7.0,0,2,0,0,2,3,0,23,21,0,0,0,0,2,0,0,0,0,0,0,82,12,4,1,0,0,1,1,1876530,2019
02/22/2019,away,14781,61,Bethune-Cookman,9,True,4,8,-4,loss,4 - 8,4712243,67,1,5.1,0,4,4,2,1,2,0,23,21,2,0,1,0,0,1,1,0,0,0,0,66,9,3,0,0,0,1,0,1876530,2019
03/01/2019,away,14781,202,Eastern Ky.,9,True,6,4,2,win,6 - 4,4718957,67,1,5.1,0,5,4,4,2,2,0,23,19,0,0,0,1,0,0,0,0,0,2,0,75,6,7,1,0,0,1,0,1876530,2019
03/06/2019,away,14781,334,Kentucky,9,True,12,3,9,win,12 - 3,4724769,67,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,1,1,1876530,2019
03/09/2019,away,14781,367,Louisville,9,True,4,11,-7,loss,4 - 11,4729168,67,1,4.1,0,6,7,5,1,3,0,21,19,0,1,1,0,0,0,0,0,0,0,1,73,7,3,0,1,0,1,0,1876530,2019
03/16/2019,away,14781,749,Wake Forest,9,True,9,22,-13,loss,9 - 22,4738270,67,1,4.1,0,3,8,7,4,3,0,21,16,0,0,0,2,0,1,0,0,0,0,0,71,6,3,0,1,0,1,1,1876530,2019
03/23/2019,home,14781,147,Clemson,9,True,5,9,-4,loss,5 - 9,4745516,67,1,2.1,0,8,5,5,0,0,0,15,14,4,1,0,1,0,0,0,0,0,0,1,51,4,3,0,1,0,1,0,1876530,2019
03/27/2019,away,14781,164,UConn,9,True,1,3,-2,loss,1 - 3,4750037,67,1,2.0,0,2,1,1,0,0,0,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,2,0,1876530,2019
03/29/2019,away,14781,234,Florida St.,9,True,10,7,3,win,10 - 7,4752146,67,1,1.0,0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,1,4,1,1876530,2019
03/31/2019,away,14781,234,Florida St.,9,True,8,0,8,win,8 - 0,4754394,67,1,2.0,0,2,0,0,1,4,0,9,8,1,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,2,1,1876530,2019
04/02/2019,home,14781,400,Massachusetts,9,True,2,6,-4,loss,2 - 6,4756507,67,1,3.0,0,2,0,0,2,3,0,12,10,2,0,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,3,1,1876530,2019
04/05/2019,home,14781,490,NC State,9,True,5,6,-1,loss,5 - 6,4759318,67,1,1.0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,3,2,0,0,14,1,0,0,0,0,4,0,1876530,2019
04/14/2019,home,14781,255,Georgia Tech,9,True,0,7,-7,loss,0 - 7,4769939,67,1,2.0,0,3,3,3,4,0,0,13,7,1,0,0,0,0,1,1,0,0,1,0,39,4,1,0,0,0,2,0,1876530,2019
04/17/2019,home,14781,500,Northeastern,9,True,5,3,2,win,5 - 3,4773571,67,1,2.0,0,2,1,1,1,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,29,3,2,0,0,0,1,0,1876530,2019
04/20/2019,away,14781,457,North Carolina,11,True,7,8,-1,loss,7 - 8,4776309,67,1,0.1,0,1,1,1,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0,0,3,0,1876530,2019
04/21/2019,away,14781,457,North Carolina,9,True,8,16,-8,loss,8 - 16,4776991,67,1,4.1,0,7,4,4,1,1,0,20,18,2,0,0,1,1,0,0,0,0,0,1,64,5,5,0,0,0,1,1,1876530,2019
04/23/2019,home,14781,368,UMass Lowell,9,True,6,5,1,win,6 - 5,4778449,67,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,1,0,1,0,0,6,0,1876530,2019
04/24/2019,away,14781,81,Bryant,9,True,10,5,5,win,10 - 5,4779199,67,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,5,0,1876530,2019
04/26/2019,home,14781,193,Duke,9,True,5,0,5,win,5 - 0,4780620,67,1,0.2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,2,1,1876530,2019
04/27/2019,home,14781,193,Duke,9,True,0,8,-8,loss,0 - 8,4782645,67,1,2.1,0,8,3,3,0,3,0,15,13,0,1,0,0,0,0,0,3,3,0,2,57,2,2,0,0,0,4,1,1876530,2019
04/30/2019,away,14781,572,Rhode Island,9,True,2,1,1,win,2 - 1,4792883,67,1,1.0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,1,3,0,1876530,2019
05/01/2019,home,14781,275,Harvard,9,True,2,1,1,win,2 - 1,4785264,67,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,5,1,1876530,2019
05/04/2019,away,14781,742,Virginia Tech,9,True,2,1,1,win,2 - 1,4787674,67,1,1.0,0,3,1,1,1,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,1,3,0,1876530,2019
05/06/2019,away,14781,742,Virginia Tech,9,True,5,2,3,win,5 - 2,4788782,67,1,1.2,0,4,1,1,2,0,0,13,9,0,0,0,0,0,2,0,1,0,0,0,46,5,0,0,0,0,3,0,1876530,2019
05/14/2019,home,14781,380,Maine,9,True,19,16,3,win,19 - 16,4791474,67,1,1.0,0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,1,9,0,1876530,2019
