date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/23/2021,home,15580,77,BYU,10,True,6,7,-1,loss,6 - 7,5006421,670,1,0.0,0,1,2,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,2466179,2021
03/06/2021,home,15580,698,TCU,9,True,0,10,-10,loss,0 - 10,5017282,670,1,0.2,0,3,3,3,2,0,0,7,5,0,1,0,0,0,0,0,1,0,0,0,32,2,0,0,0,0,4,0,0,2466179,2021
03/17/2021,home,15580,574,Rice,9,True,16,5,11,win,16 - 5,5028715,670,1,2.0,0,1,0,0,1,1,0,8,7,1,0,0,0,0,0,0,0,0,0,0,31,4,1,0,0,0,2,0,0,2466179,2021
04/02/2021,home,15580,702,UT Arlington,9,True,3,9,-6,loss,3 - 9,5045011,670,1,1.1,0,3,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,18,1,2,0,0,0,3,0,0,2466179,2021
04/06/2021,away,15580,536,UTRGV,9,True,7,4,3,win,7 - 4,5049374,670,1,2.0,0,0,0,0,1,2,0,7,5,0,0,0,0,0,0,0,0,0,1,0,28,2,2,0,0,0,4,0,0,2466179,2021
04/11/2021,away,15580,716,Troy,9,True,3,5,-2,loss,3 - 5,5053367,670,1,2.0,0,2,1,1,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,1,0,2,0,0,2466179,2021
04/16/2021,away,15580,756,Washington,9,True,5,10,-5,loss,5 - 10,5057856,670,1,1.0,0,0,0,0,3,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,3,0,0,2466179,2021
04/25/2021,home,15580,30,Arkansas St.,9,True,1,12,-11,loss,1 - 12,5066623,670,1,0.0,0,0,2,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,2466179,2021
04/27/2021,away,15580,697,Texas A&M,9,True,0,4,-4,loss,0 - 4,5068464,670,1,1.0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,0,3,0,0,2466179,2021
05/01/2021,away,15580,671,Louisiana,9,True,0,9,-9,loss,0 - 9,5071316,670,1,0.1,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,9,0,1,0,0,0,4,0,0,2466179,2021
05/20/2021,away,15580,149,Coastal Carolina,9,True,5,10,-5,loss,5 - 10,5080237,670,1,3.0,0,1,2,2,1,2,0,12,8,0,0,0,1,0,1,0,1,1,1,1,42,3,4,0,0,0,3,0,0,2466179,2021
05/26/2021,home,15580,671,Louisiana,9,True,6,12,-6,loss,6 - 12,5081815,670,1,1.0,0,4,3,3,0,2,0,7,6,1,1,0,0,0,0,0,0,0,0,1,28,0,1,0,0,0,3,0,0,2466179,2021
