date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2016,home,12360,434,Missouri,9,True,0,7,-7,loss,0 - 7,292616,635,0,1,5.1,0.0,7,3,3,1,4,0,24,23,0,0,2,1,1,0,0,0,0,0,0,91,9,3,0,1,0,1,0,1647947,2016
02/26/2016,away,12360,231,FIU,9,True,3,8,-5,loss,3 - 8,293530,635,0,1,4.0,0.0,11,5,5,1,5,0,25,22,1,0,0,0,0,1,0,0,0,1,0,87,5,3,0,1,0,1,3,1647947,2016
03/03/2016,home,12360,306,Indiana,9,True,7,2,5,win,7 - 2,294958,635,0,1,6.0,0.0,7,1,1,1,6,0,26,22,1,1,0,0,0,1,0,0,0,2,0,101,7,4,1,0,0,1,2,1647947,2016
03/11/2016,home,12360,632,Savannah St.,12,True,4,3,1,win,4 - 3,297016,635,0,1,7.0,0.0,4,3,3,4,10,0,28,23,1,1,0,0,1,1,0,0,0,0,0,0,5,4,0,0,0,1,2,1647947,2016
03/18/2016,home,12360,381,Manhattan,9,True,2,0,2,win,2 - 0,298697,635,0,1,9.0,1,2,0,0,0,11,1,29,29,0,0,0,0,0,0,0,0,0,0,0,102,10,6,1,0,0,1,4,1647947,2016
03/25/2016,away,12360,725,Army West Point,9,True,9,4,5,win,9 - 4,300953,635,0,1,6.0,0.0,6,4,2,1,3,0,26,24,3,0,0,0,1,0,0,0,0,1,0,81,8,6,1,0,0,1,2,1647947,2016
04/01/2016,home,12360,562,Quinnipiac,9,True,14,2,12,win,14 - 2,302311,635,0,1,4.2,0.0,4,2,2,2,5,0,20,17,1,0,0,0,1,0,0,0,0,1,0,85,7,2,0,0,0,1,1,1647947,2016
04/08/2016,away,12360,169,Creighton,9,True,1,3,-2,loss,1 - 3,304114,635,0,1,7.0,0.0,4,3,1,1,5,0,27,26,0,0,0,0,1,0,0,0,0,0,0,94,12,5,0,1,0,1,2,1647947,2016
04/15/2016,home,12360,361,LIU,9,True,10,0,10,win,10 - 0,306000,635,0,1,9.0,1,0,0,0,0,8,1,27,27,0,0,0,0,0,0,0,0,0,0,0,88,12,7,1,0,0,1,3,1647947,2016
04/22/2016,home,12360,739,Villanova,11,True,4,3,1,win,4 - 3,308111,635,0,1,6.1,0.0,7,3,2,3,4,0,29,25,2,1,0,0,0,0,1,0,0,1,0,92,13,2,0,0,0,1,1,1647947,2016
04/29/2016,away,12360,251,Georgetown,11,True,2,1,1,win,2 - 1,310043,635,0,1,8.0,0.0,4,1,0,2,7,0,33,26,0,0,0,0,1,1,0,0,0,2,0,97,6,10,0,0,0,1,1,1647947,2016
05/06/2016,home,12360,812,Xavier,9,True,3,5,-2,loss,3 - 5,311621,635,0,1,6.2,0.0,8,3,2,0,6,0,29,28,4,0,0,0,0,0,0,0,0,1,0,111,9,5,0,1,0,1,1,1647947,2016
05/13/2016,home,12360,603,St. John's (NY),9,True,4,3,1,win,4 - 3,312899,635,0,1,8.0,0.0,8,3,2,0,6,0,33,32,1,0,0,0,0,1,0,0,0,0,0,102,8,10,1,0,0,1,2,1647947,2016
05/19/2016,away,12360,87,Butler,9,True,8,2,6,win,8 - 2,313659,635,0,1,7.0,0.0,5,2,1,2,0,0,28,25,2,0,0,0,0,0,0,0,0,1,0,0,12,9,1,0,0,1,0,1647947,2016
05/26/2016,home,12360,169,Creighton,9,True,5,6,-1,loss,5 - 6,314266,635,0,1,8.0,0.0,10,3,3,0,4,0,33,31,1,0,0,0,0,1,0,0,0,0,1,118,11,7,0,0,0,1,0,1647947,2016
