date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2016,home,12360,726,Navy,9,True,1,6,-5,loss,1 - 6,292432,488,0,1,7.0,0.0,7,1,1,1,6,0,28,27,2,0,0,1,0,0,0,0,0,0,0,104,7,7,0,0,0,1,2,1772277,2016
02/27/2016,home,12360,14,UAlbany,9,True,3,14,-11,loss,3 - 14,293907,488,0,1,2.0,0.0,2,5,5,4,2,0,11,7,0,0,0,0,0,0,0,0,0,0,0,51,2,1,0,1,0,1,1,1772277,2016
03/05/2016,home,12360,310,Iona,12,True,14,13,1,win,14 - 13,295249,488,0,1,4.0,0.0,6,6,5,1,1,0,23,17,0,0,0,0,1,4,0,0,0,0,1,72,7,3,0,0,0,1,0,1772277,2016
03/15/2016,home,12360,27,App State,9,True,6,7,-1,loss,6 - 7,298135,488,0,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,9,1,0,0,0,0,4,0,1772277,2016
03/18/2016,away,12360,115,Campbell,9,True,8,10,-2,loss,8 - 10,298802,488,0,0,1.0,0.0,0,2,2,0,1,0,4,2,0,0,0,0,0,2,0,1,0,0,0,12,1,0,0,0,0,2,0,1772277,2016
03/22/2016,home,12360,459,UNC Greensboro,10,True,9,8,1,win,9 - 8,300164,488,0,0,2.0,0.0,0,0,0,2,1,0,8,6,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,4,0,1772277,2016
03/25/2016,away,12360,61,Bethune-Cookman,9,True,7,9,-2,loss,7 - 9,300950,488,0,0,1.0,0.0,2,3,3,0,1,0,6,4,0,0,0,1,0,1,0,0,0,0,1,26,1,1,0,1,0,2,1,1772277,2016
04/02/2016,away,12360,632,Savannah St.,11,True,3,4,-1,loss,3 - 4,302997,488,0,1,5.0,0.0,2,2,1,4,4,0,24,16,0,0,1,0,0,4,0,0,0,0,0,0,5,4,0,0,0,1,3,1772277,2016
04/09/2016,home,12360,228,Florida A&M,9,True,3,5,-2,loss,3 - 5,304542,488,0,1,6.0,0.0,5,3,3,2,3,0,28,21,1,0,0,0,0,3,0,0,0,2,0,90,9,4,0,1,0,1,2,1772277,2016
04/16/2016,away,12360,489,N.C. Central,9,True,3,4,-1,loss,3 - 4,306860,488,0,1,4.1,0.0,3,4,3,5,3,0,22,14,3,0,0,0,1,2,0,0,0,1,0,68,8,0,0,1,0,1,0,1772277,2016
04/23/2016,home,12360,490,NC State,9,True,1,9,-8,loss,1 - 9,308985,488,0,1,6.0,0.0,9,4,3,4,4,0,27,22,3,1,0,0,0,0,0,0,0,1,0,87,5,5,0,1,0,1,1,1772277,2016
04/30/2016,home,12360,61,Bethune-Cookman,9,True,6,7,-1,loss,6 - 7,310450,488,0,1,7.0,0.0,7,6,5,4,4,0,31,27,0,0,0,2,2,0,0,0,0,0,0,0,6,9,0,0,0,1,0,1772277,2016
05/07/2016,home,12360,632,Savannah St.,9,True,4,3,1,win,4 - 3,312002,488,0,1,6.0,0.0,8,3,2,2,5,0,26,23,1,0,0,0,0,0,0,0,0,0,1,100,4,5,1,0,0,1,2,1772277,2016
05/13/2016,away,12360,228,Florida A&M,9,True,4,20,-16,loss,4 - 20,312927,488,0,1,1.1,0.0,12,10,10,1,0,0,15,14,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1772277,2016
