App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,1,5.0,0.0,5,2,1,3,4,0,22,18,0,0,0,1,0,0,0,0,0,0,0,0,5,4,1,0,0,1,2,02/19/2016,home,12360,797,Milwaukee,9,True,12,3,9,win,292523,700,1530797,2016
0,1,5.0,0.0,3,1,1,2,3,0,22,18,1,0,0,0,0,2,0,0,0,0,0,81,7,5,0,0,0,1,0,02/26/2016,neutral,12360,288,Houston,9,True,3,2,1,win,293704,700,1530797,2016
0,1,4.1,0.0,7,5,4,3,1,0,24,20,1,0,0,0,1,0,0,0,0,1,0,90,8,3,0,1,0,1,0,03/04/2016,home,12360,97,Cal St. Fullerton,9,True,3,7,-4,loss,295073,700,1530797,2016
0,0,0.0,0.0,4,5,5,1,0,0,5,4,2,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,2,0,03/12/2016,away,12360,107,California,9,True,11,8,3,win,297594,700,1530797,2016
0,0,2.2,0.0,3,1,1,0,2,0,11,11,1,0,0,0,1,0,0,0,0,0,0,46,3,2,1,0,0,2,1,03/15/2016,away,12360,702,UT Arlington,9,True,6,4,2,win,298328,700,1530797,2016
0,0,2.0,0.0,6,4,4,2,0,0,13,10,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,2,0,03/19/2016,away,12360,51,Baylor,9,True,3,4,-1,loss,299116,700,1530797,2016
0,0,1.0,0.0,1,1,0,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,5,0,03/22/2016,home,12360,473,New Mexico,9,True,14,10,4,win,300058,700,1530797,2016
0,0,3.0,0.0,0,1,0,3,1,0,13,9,0,0,0,0,1,1,0,0,0,0,0,53,5,2,0,0,1,5,0,03/26/2016,home,12360,522,Oklahoma,9,True,13,7,6,win,301105,700,1530797,2016
0,0,0.2,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,5,2,0,0,0,1,4,0,04/03/2016,home,12360,327,Kansas St.,9,True,6,5,1,win,303200,700,1530797,2016
0,0,0.1,0.0,0,2,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,2,0,04/05/2016,away,12360,234,Florida St.,9,True,1,10,-9,loss,303669,700,1530797,2016
0,0,4.2,0.0,1,0,0,3,4,0,18,15,0,0,0,0,1,0,1,1,0,0,0,66,7,3,1,0,0,2,0,04/08/2016,away,12360,521,Oklahoma St.,9,True,5,1,4,win,304286,700,1530797,2016
0,0,3.1,0.0,0,0,0,2,1,0,11,9,0,0,0,0,0,0,0,2,0,0,0,40,7,1,1,0,0,3,0,04/17/2016,home,12360,626,San Diego St.,9,True,7,2,5,win,307097,700,1530797,2016
0,0,3.2,0.0,2,1,0,2,1,0,15,13,0,0,0,0,0,0,0,2,0,0,0,59,8,1,0,0,0,4,1,04/20/2016,away,12360,473,New Mexico,10,True,5,6,-1,loss,307769,700,1530797,2016
0,0,2.1,0.0,6,3,3,0,1,0,13,12,0,0,0,0,0,0,0,0,0,1,0,41,5,1,0,1,0,2,1,04/23/2016,home,12360,703,Texas,9,True,4,7,-3,loss,308418,700,1530797,2016
0,0,1.1,0.0,1,0,0,0,3,0,6,6,0,0,0,0,0,0,0,1,1,0,0,20,0,1,0,0,0,2,1,04/27/2016,neutral,12360,2,Abilene Christian,9,True,5,4,1,win,309868,700,1530797,2016
0,0,0.0,0.0,1,6,6,3,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,1,0,2,0,04/30/2016,away,12360,698,TCU,9,True,6,13,-7,loss,310423,700,1530797,2016
0,0,3.0,0.0,3,1,1,2,1,0,13,11,0,0,0,0,1,0,0,3,0,0,0,53,4,3,1,0,0,3,0,05/08/2016,away,12360,328,Kansas,9,True,6,3,3,win,312372,700,1530797,2016
0,0,1.2,0.0,1,0,0,1,1,0,7,5,0,0,0,0,0,0,0,1,0,1,0,28,3,0,1,0,0,5,0,05/10/2016,away,12360,2,Abilene Christian,9,True,7,2,5,win,312650,700,1530797,2016
0,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,1,3,0,05/19/2016,home,12360,768,West Virginia,9,True,2,1,1,win,313634,700,1530797,2016
0,0,1.1,0.0,0,0,0,1,2,0,5,4,0,0,0,0,0,0,0,1,0,0,0,27,2,0,0,0,1,3,1,05/20/2016,home,12360,768,West Virginia,9,True,4,2,2,win,313817,700,1530797,2016
0,0,1.0,0.0,3,3,3,1,2,0,7,5,0,1,0,0,1,0,0,1,1,0,1,25,0,1,0,0,0,5,0,05/26/2016,neutral,12360,768,West Virginia,9,True,4,9,-5,loss,314303,700,1530797,2016
0,1,4.1,0.0,3,1,1,2,1,0,16,13,1,1,0,0,0,0,0,0,0,0,1,61,8,2,0,0,0,1,1,06/06/2016,home,12360,1045,DBU,9,True,5,3,2,win,314628,700,1530797,2016
0,0,0.1,0.0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,14,1,0,0,0,0,3,0,06/11/2016,away,12360,196,East Carolina,13,True,3,1,2,win,314648,700,1530797,2016
0,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,5,1,0,0,0,0,3,0,06/19/2016,neutral,12360,698,TCU,9,True,3,5,-2,loss,314664,700,1530797,2016
0,0,4.0,0.0,3,0,0,2,2,0,14,12,0,0,0,0,0,0,0,0,0,0,0,56,5,2,0,0,0,4,0,06/23/2016,neutral,12360,149,Coastal Carolina,9,True,5,7,-2,loss,314671,700,1530797,2016
