date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/20/2016,away,12360,692,Tennessee Tech,9,True,3,6,-3,loss,3 - 6,293060,771,0,1,5.0,0.0,6,4,4,2,5,0,23,21,0,0,0,1,0,0,0,0,0,0,0,91,6,4,0,1,0,1,3,1530911,2016
02/27/2016,away,12360,659,Southern Ill.,9,True,0,9,-9,loss,0 - 9,293884,771,0,1,5.1,0.0,13,9,8,1,4,0,30,27,3,0,0,1,1,0,0,0,0,1,1,0,5,6,0,1,0,1,1,1530911,2016
03/05/2016,home,12360,505,Northern Ky.,9,True,4,5,-1,loss,4 - 5,295746,771,0,1,5.0,0.0,6,2,2,0,4,0,22,19,3,0,0,0,0,1,0,0,0,2,0,66,9,2,0,0,0,1,1,1530911,2016
03/12/2016,away,12360,31,Arkansas,9,True,3,9,-6,loss,3 - 9,297276,771,0,1,3.0,0.0,8,5,5,2,2,0,19,17,3,0,0,1,1,0,0,0,0,0,0,0,5,2,0,1,0,1,1,1530911,2016
03/19/2016,home,12360,493,North Dakota St.,9,True,7,6,1,win,7 - 6,299064,771,0,1,4.0,0.0,7,6,3,4,4,0,24,20,3,0,0,0,0,0,0,0,0,0,0,88,6,2,0,0,0,1,1,1530911,2016
03/26/2016,home,12360,649,South Dakota St.,9,True,2,0,2,win,2 - 0,301566,771,0,1,6.0,0.0,3,0,0,2,11,0,25,21,1,0,0,0,2,1,0,0,0,0,0,102,5,2,1,0,0,1,4,1530911,2016
04/02/2016,away,12360,464,Omaha,9,True,3,2,1,win,3 - 2,302600,771,0,1,7.1,0.0,2,2,2,6,4,0,30,23,0,0,0,0,0,1,0,0,0,0,0,0,7,9,1,0,0,1,1,1530911,2016
04/09/2016,home,12360,527,Oral Roberts,9,True,0,6,-6,loss,0 - 6,304704,771,0,1,7.0,0.0,8,3,3,1,3,0,29,26,1,0,0,0,0,1,0,0,0,1,0,0,11,5,0,1,0,1,1,1530911,2016
04/16/2016,home,12360,308,Purdue Fort Wayne,9,True,5,11,-6,loss,5 - 11,306319,771,0,1,2.2,0.0,3,3,3,3,4,0,16,10,1,0,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,1,1,1530911,2016
05/08/2016,away,12360,527,Oral Roberts,9,True,1,6,-5,loss,1 - 6,312402,771,0,0,1.0,0.0,3,1,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,1530911,2016
05/15/2016,home,12360,464,Omaha,9,True,0,14,-14,loss,0 - 14,313373,771,0,1,2.1,0.0,8,5,4,0,2,0,14,13,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,1,0,1,1,1530911,2016
05/21/2016,away,12360,308,Purdue Fort Wayne,9,True,3,6,-3,loss,3 - 6,314011,771,0,1,4.0,0.0,7,4,4,1,5,0,21,19,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,1,0,1,0,1530911,2016
