date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/23/2021,home,15580,485,Norfolk St.,9,True,12,5,7,win,12 - 5,5006326,523,1,1,2.0,0.0,3,2,2,2,3,0,9,7,0,0,0,0,1,0,0,0,0,0,0,39,0,1,0,0,0,1,0,0,2347882,2021
03/03/2021,away,15580,196,East Carolina,12,True,6,5,1,win,6 - 5,5013475,523,1,0,1.0,0.0,2,1,1,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,18,2,1,0,0,0,3,0,0,2347882,2021
03/13/2021,home,15580,47,Ball St.,9,True,10,5,5,win,10 - 5,5023646,523,1,0,2.0,0.0,3,3,3,1,4,0,10,9,0,1,0,0,1,0,0,0,0,0,0,39,1,1,0,0,0,4,0,0,2347882,2021
03/17/2021,home,15580,740,VCU,9,True,5,12,-7,loss,5 - 12,5028518,523,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,6,0,0,2347882,2021
03/23/2021,away,15580,740,VCU,9,True,5,3,2,win,5 - 3,5035283,523,1,0,2.0,0.0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,32,2,1,0,0,0,4,1,0,2347882,2021
03/28/2021,home,15580,231,FIU,9,True,16,9,7,win,16 - 9,5040272,523,1,0,2.0,0.0,1,0,0,1,3,0,8,7,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,0,3,0,0,2347882,2021
04/04/2021,away,15580,388,Marshall,9,True,15,7,8,win,15 - 7,5047376,523,1,0,2.0,0.0,2,1,1,2,2,0,10,8,1,0,0,1,0,0,0,0,0,0,0,43,2,2,0,0,0,4,0,0,2347882,2021
04/10/2021,away,15580,229,Fla. Atlantic,9,True,10,3,7,win,10 - 3,5052608,523,1,0,2.0,0.0,3,2,2,2,2,0,11,9,0,0,0,0,0,0,0,0,0,0,0,51,3,1,0,0,0,2,1,0,2347882,2021
04/17/2021,home,15580,574,Rice,9,True,2,11,-9,loss,2 - 11,5059464,523,1,0,1.1,0.0,4,6,6,3,1,0,11,8,1,0,0,0,0,0,0,0,0,0,0,41,2,1,0,0,0,2,1,0,2347882,2021
04/25/2021,away,15580,458,Charlotte,9,True,3,8,-5,loss,3 - 8,5066572,523,1,0,0.2,0.0,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,1,0,0,13,0,2,0,0,0,2,0,0,2347882,2021
05/08/2021,away,15580,706,UTSA,9,True,0,11,-11,loss,0 - 11,5075987,523,1,0,1.1,0.0,1,1,1,0,1,0,7,7,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,2347882,2021
05/20/2021,away,15580,366,Louisiana Tech,9,True,10,8,2,win,10 - 8,5080122,523,1,0,0.1,0.0,2,2,2,2,0,0,6,3,0,0,0,0,0,1,0,1,1,0,0,26,0,1,0,0,0,3,0,0,2347882,2021
