App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,4,0,0,02/26/2021,home,15580,610,Saint Mary's (CA),9,True,1,5,-4,loss,2016594,30135,1978631,2021
1,0,0.2,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,5,0,0,03/07/2021,away,15580,108,UC Davis,9,True,6,5,1,win,2017529,30135,1978631,2021
1,0,3.1,0.0,3,2,2,2,3,0,15,13,1,0,0,1,1,0,0,3,0,0,0,53,2,5,1,0,0,2,2,0,03/14/2021,home,15580,502,Northern Colo.,9,True,7,4,3,win,2018097,30135,1978631,2021
1,0,0.1,0.0,6,7,7,0,0,0,8,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,0,03/20/2021,away,15580,107,California,9,True,1,15,-14,loss,2018530,30135,1978631,2021
1,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,3,0,0,04/10/2021,away,15580,97,Cal St. Fullerton,9,True,3,6,-3,loss,2020596,30135,1978631,2021
1,0,0.1,0.0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,2,0,0,04/24/2021,home,15580,30024,Utah Valley,9,True,11,7,4,win,2024845,30135,1978631,2021
1,0,2.1,0.0,1,2,2,2,0,0,9,6,0,0,0,0,1,1,0,1,0,0,0,34,2,3,0,0,0,3,0,0,05/07/2021,home,15580,102,Sacramento St.,9,True,11,14,-3,loss,2023096,30135,1978631,2021
1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,2,1,0,05/14/2021,away,15580,472,New Mexico St.,9,True,10,4,6,win,2023595,30135,1978631,2021
1,0,1.0,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,2,0,0,05/28/2021,home,15580,111,UC Riverside,9,True,7,4,3,win,2080943,30135,1978631,2021
1,0,3.1,0.0,1,2,2,2,4,0,13,11,1,0,0,0,1,0,0,0,0,0,0,56,1,5,1,0,0,3,0,0,05/29/2021,away,15580,111,UC Riverside,9,True,14,6,8,win,2024126,30135,1978631,2021
