date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,29,Arizona,9,True,4,19,-15,loss,4 - 19,4708463,368,1,3.1,0,8,7,7,2,3,0,21,17,4,0,0,1,0,1,0,0,0,1,0,76,2,5,0,1,0,1,2,1887035,2019
03/02/2019,away,14781,457,North Carolina,9,True,7,14,-7,loss,7 - 14,4720073,368,1,1.2,0,7,9,9,3,1,0,16,11,1,0,0,1,1,1,0,0,0,0,1,65,1,3,0,1,0,1,0,1887035,2019
03/08/2019,away,14781,249,George Washington,9,True,6,9,-3,loss,6 - 9,4726240,368,1,4.0,0,10,5,5,2,4,0,23,19,2,0,0,0,0,1,0,0,0,0,1,0,1,5,0,1,0,1,2,1887035,2019
03/13/2019,away,14781,563,Radford,9,True,3,8,-5,loss,3 - 8,4733528,368,1,1.0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1887035,2019
03/15/2019,away,14781,539,Penn St.,9,True,1,3,-2,loss,1 - 3,4735683,368,1,7.0,0,2,2,2,2,5,0,27,18,0,0,0,1,0,4,0,0,0,2,1,97,2,12,0,1,0,1,2,1887035,2019
03/27/2019,home,14781,386,Marist,9,True,10,4,6,win,10 - 4,4750521,368,1,1.0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,1,0,1887035,2019
03/30/2019,home,14781,272,Hartford,9,True,3,2,1,win,3 - 2,4752948,368,1,5.0,0,2,2,2,5,2,0,22,16,1,0,0,0,0,1,0,0,0,0,0,99,3,9,1,0,0,1,1,1887035,2019
04/13/2019,away,14781,380,Maine,9,True,4,18,-14,loss,4 - 18,4768151,368,1,1.1,0,3,6,6,3,0,0,12,6,1,0,0,1,0,2,0,0,0,1,0,48,1,3,0,1,0,1,0,1887035,2019
04/19/2019,home,14781,62,Binghamton,9,True,4,0,4,win,4 - 0,4774807,368,1,4.1,0,6,0,0,3,2,0,21,18,0,0,0,0,0,0,0,0,0,0,0,79,5,5,1,0,0,1,0,1887035,2019
04/27/2019,home,14781,236,Fordham,9,True,8,2,6,win,8 - 2,4782404,368,1,7.0,1,5,2,2,2,3,0,28,24,0,0,0,0,0,1,0,0,0,0,1,106,1,16,1,0,0,1,2,1887035,2019
05/04/2019,away,14781,272,Hartford,9,True,3,5,-2,loss,3 - 5,4787238,368,1,4.0,0,6,2,1,2,1,0,22,19,1,0,0,0,0,0,0,0,0,1,0,89,4,7,0,1,0,1,0,1887035,2019
05/11/2019,home,14781,391,UMBC,9,True,5,2,3,win,5 - 2,4790669,368,1,7.0,1,6,2,1,2,5,0,27,25,0,0,0,0,0,0,0,0,0,0,0,101,7,5,1,0,0,1,2,1887035,2019
05/17/2019,away,14781,683,Stony Brook,9,True,7,8,-1,loss,7 - 8,4792115,368,1,2.2,0,3,5,5,3,2,0,15,11,0,1,0,0,1,1,0,0,0,0,0,60,4,2,0,0,0,1,0,1887035,2019
05/23/2019,home,14781,683,Stony Brook,9,True,6,7,-1,loss,6 - 7,4794624,368,1,6.1,0,6,2,2,2,2,0,27,23,1,0,0,0,2,1,0,0,0,1,0,92,5,11,0,0,0,1,1,1887035,2019
