App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,1,4.0,0.0,6,4,1,0,2,0,20,19,2,1,0,0,0,1,0,0,0,0,0,70,5,5,0,0,0,1,0,0,02/16/2024,neutral,16580,367,Louisville,9,True,8,7,1,win,4525593,305,2347380,2024,1
1,0,2.0,0.0,5,7,3,2,0,0,14,10,1,0,0,2,0,0,0,0,0,2,0,45,6,0,0,0,0,2,0,0,02/27/2024,away,16580,736,Vanderbilt,9,True,4,20,-16,loss,4527507,305,2347380,2024,1
1,0,3.0,0.0,3,3,3,0,0,0,11,11,0,0,0,3,0,0,0,1,0,0,0,37,3,5,1,0,0,2,0,0,03/15/2024,away,16580,812,Xavier,9,True,16,5,11,win,4530989,305,2347380,2024,1
1,0,4.0,0.0,4,1,1,0,3,0,15,15,0,0,0,0,0,0,0,2,2,0,0,64,4,4,1,0,0,3,2,0,03/19/2024,home,16580,306,Indiana,9,True,15,7,8,win,4492114,305,2347380,2024,1
1,0,3.0,0.0,2,1,0,3,7,0,14,10,0,0,0,0,1,0,0,0,0,0,1,72,0,2,1,0,0,2,2,0,03/24/2024,home,16580,669,Missouri St.,9,True,8,5,3,win,4533004,305,2347380,2024,1
1,0,2.1,0.0,1,0,0,0,4,0,8,8,0,0,0,0,0,0,0,1,0,0,0,43,1,2,0,0,0,4,0,0,03/29/2024,home,16580,302,UIC,9,True,10,6,4,win,4533865,305,2347380,2024,1
1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,0,0,0,13,0,2,0,0,1,3,0,0,03/31/2024,home,16580,302,UIC,9,True,4,1,3,win,4534587,305,2347380,2024,1
1,0,2.0,0.0,1,1,0,2,3,0,10,8,0,0,0,0,0,0,0,0,0,0,0,49,1,2,1,0,0,2,1,0,04/06/2024,away,16580,454,Murray St.,10,True,2,1,1,win,4535814,305,2347380,2024,1
1,0,0.2,0.0,1,1,1,2,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,25,0,2,0,0,0,3,0,0,04/09/2024,away,16580,559,Purdue,9,True,9,3,6,win,4492448,305,2347380,2024,1
1,0,3.2,0.0,4,0,0,1,6,0,16,15,0,0,0,0,0,0,0,0,0,0,0,66,4,1,1,0,0,2,2,0,04/12/2024,home,16580,72,Bradley,9,True,14,2,12,win,4536649,305,2347380,2024,1
1,0,3.0,0.0,4,2,2,0,5,0,13,12,0,0,0,1,0,0,0,2,0,1,0,57,3,1,0,1,0,3,2,0,04/19/2024,away,16580,299,Illinois St.,9,True,3,4,-1,loss,4538105,305,2347380,2024,1
1,0,2.0,0.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,2,1,0,0,28,1,3,0,0,0,3,0,0,04/26/2024,away,16580,659,Southern Ill.,9,True,2,3,-1,loss,4539824,305,2347380,2024,1
1,0,1.2,0.0,3,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,30,3,1,0,0,0,2,0,0,04/28/2024,away,16580,659,Southern Ill.,9,True,7,2,5,win,4540508,305,2347380,2024,1
1,0,1.0,0.0,2,1,1,1,1,0,6,5,0,0,0,1,1,0,0,0,0,0,0,29,1,1,0,0,0,3,0,0,05/03/2024,home,16580,14927,Belmont,9,True,15,5,10,win,4540892,305,2347380,2024,1
1,0,2.2,0.0,1,0,0,1,3,0,10,9,0,0,0,0,0,0,0,2,0,0,0,33,3,2,0,0,0,2,1,0,05/05/2024,home,16580,14927,Belmont,9,True,6,4,2,win,4541409,305,2347380,2024,1
