date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,away,15580,522,Oklahoma,9,True,6,3,3,win,6 - 3,5005021,464,1,0.2,0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,5,0,0,2309419,2021
02/22/2021,away,15580,522,Oklahoma,9,True,5,8,-3,loss,5 - 8,5005694,464,1,0.0,0,1,2,2,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,3,0,0,2309419,2021
02/26/2021,away,15580,434,Missouri,9,True,10,12,-2,loss,10 - 12,5008551,464,1,0.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,2309419,2021
02/27/2021,away,15580,434,Missouri,9,True,17,11,6,win,17 - 11,5009576,464,1,2.0,0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,2309419,2021
02/28/2021,away,15580,434,Missouri,9,True,9,3,6,win,9 - 3,5012469,464,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2309419,2021
03/05/2021,home,15580,169,Creighton,9,True,3,10,-7,loss,3 - 10,5018749,464,1,1.1,0,2,1,1,0,1,0,6,5,1,0,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,3,1,0,2309419,2021
03/06/2021,home,15580,169,Creighton,9,True,2,15,-13,loss,2 - 15,5016828,464,1,0.2,0,2,3,3,1,0,0,5,4,0,0,0,1,0,0,0,2,2,0,0,10,0,2,0,0,0,4,0,0,2309419,2021
03/12/2021,home,15580,328,Kansas,9,True,9,7,2,win,9 - 7,5022255,464,1,0.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,3,0,0,2309419,2021
03/13/2021,home,15580,328,Kansas,9,True,0,9,-9,loss,0 - 9,5023196,464,1,1.0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,0,8,1,1,0,0,0,2,0,0,2309419,2021
03/19/2021,home,15580,649,South Dakota St.,9,True,6,1,5,win,6 - 1,5029562,464,1,1.0,0,2,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,14,1,1,0,0,0,2,0,0,2309419,2021
03/28/2021,away,15580,782,Wichita St.,9,True,1,11,-10,loss,1 - 11,5040316,464,1,0.2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,4,0,0,2309419,2021
04/04/2021,home,15580,493,North Dakota St.,9,True,4,10,-6,loss,4 - 10,5047275,464,1,1.2,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,13,2,1,0,0,0,3,0,0,2309419,2021
04/10/2021,away,15580,649,South Dakota St.,9,True,2,1,1,win,2 - 1,5051629,464,1,2.2,0,0,0,0,0,2,0,8,8,0,0,0,0,0,0,0,2,0,0,0,0,2,4,1,0,0,2,1,0,2309419,2021
04/11/2021,away,15580,649,South Dakota St.,9,True,8,9,-1,loss,8 - 9,5054006,464,1,0.0,0,1,3,3,1,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2309419,2021
04/15/2021,home,15580,77,BYU,9,True,2,1,1,win,2 - 1,5057073,464,1,1.0,0,1,0,0,0,1,0,4,3,1,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,1,2,0,0,2309419,2021
04/16/2021,home,15580,77,BYU,9,True,6,5,1,win,6 - 5,5057846,464,1,0.0,0,2,0,0,1,0,0,3,2,1,0,0,0,0,0,0,2,2,0,0,15,0,0,0,0,0,4,0,0,2309419,2021
05/02/2021,home,15580,771,Western Ill.,9,True,15,13,2,win,15 - 13,5072478,464,1,1.2,0,4,1,1,0,0,0,9,7,0,0,0,0,0,1,0,2,2,0,1,25,2,2,1,0,0,5,0,0,2309419,2021
05/07/2021,away,15580,493,North Dakota St.,9,True,7,8,-1,loss,7 - 8,5074740,464,1,0.2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,10,0,2,0,0,0,3,0,0,2309419,2021
05/09/2021,away,15580,493,North Dakota St.,9,True,5,4,1,win,5 - 4,5076375,464,1,1.0,0,0,0,0,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,15,1,1,0,0,0,2,0,0,2309419,2021
05/14/2021,home,15580,527,Oral Roberts,9,True,1,2,-1,loss,1 - 2,5078264,464,1,3.0,0,3,1,1,0,3,0,14,12,1,0,0,0,0,2,0,0,0,0,0,46,3,3,0,1,0,2,2,0,2309419,2021
05/22/2021,away,15580,771,Western Ill.,9,True,8,6,2,win,8 - 6,5081506,464,1,1.0,0,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,4,0,0,2309419,2021
