date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/26/2021,away,15580,454,Murray St.,9,True,5,9,-4,loss,5 - 9,5010593,308,1,4.0,0,7,4,4,1,6,0,20,18,2,0,0,0,0,1,0,0,0,0,0,86,2,3,0,1,0,1,1,0,1872179,2021
03/06/2021,home,15580,817,Youngstown St.,9,True,0,3,-3,loss,0 - 3,5016424,308,1,7.0,0,4,3,3,1,9,0,25,22,0,0,0,1,0,1,0,0,0,1,0,93,4,6,0,1,0,1,5,0,1872179,2021
03/13/2021,away,15580,87,Butler,9,True,0,2,-2,loss,0 - 2,5026243,308,1,6.0,0,6,2,2,2,2,0,26,24,1,0,0,0,1,0,0,0,0,0,0,0,10,6,0,1,0,1,1,0,1872179,2021
03/20/2021,home,15580,514,Oakland,9,True,5,4,1,win,5 - 4,5032950,308,1,5.0,0,8,4,3,3,6,0,25,21,0,0,0,0,0,0,0,0,0,1,0,94,6,1,0,0,0,1,3,0,1872179,2021
03/27/2021,away,15580,797,Milwaukee,9,True,2,5,-3,loss,2 - 5,5039446,308,1,6.0,0,6,2,1,2,8,0,28,26,1,1,1,0,1,0,0,0,0,0,0,108,8,2,0,1,0,1,2,0,1872179,2021
04/03/2021,home,15580,505,Northern Ky.,9,True,9,8,1,win,9 - 8,5046599,308,1,4.2,0,6,6,6,2,5,0,24,20,1,0,0,0,1,2,1,0,0,0,0,97,3,6,0,0,0,1,2,0,1872179,2021
04/23/2021,away,15580,519,Ohio,9,True,2,5,-3,loss,2 - 5,5064586,308,1,3.0,0,3,2,2,0,2,0,10,10,1,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,2,0,0,1872179,2021
05/02/2021,home,15580,810,Wright St.,9,True,6,29,-23,loss,6 - 29,5072227,308,1,4.0,0,5,7,6,4,3,0,22,16,2,1,0,0,2,0,0,0,0,0,2,84,5,4,0,1,0,1,1,0,1872179,2021
05/08/2021,away,15580,817,Youngstown St.,9,True,3,1,2,win,3 - 1,5075496,308,1,0.2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,1,2,0,0,1872179,2021
05/08/2021,away,15580,817,Youngstown St.,9,True,5,7,-2,loss,5 - 7,5075913,308,1,1.0,0,4,4,4,1,1,0,7,5,0,0,0,0,1,0,0,0,0,0,1,30,0,1,0,1,0,2,0,0,1872179,2021
05/16/2021,home,15580,302,UIC,9,True,0,10,-10,loss,0 - 10,5079134,308,1,5.0,0,9,8,5,2,4,0,28,25,3,0,1,0,2,0,0,0,0,1,0,92,7,4,0,1,0,1,2,0,1872179,2021
05/22/2021,away,15580,514,Oakland,9,True,5,6,-1,loss,5 - 6,5081018,308,1,0.2,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,1,0,0,13,0,0,0,0,0,2,0,0,1872179,2021
05/22/2021,away,15580,514,Oakland,9,True,10,17,-7,loss,10 - 17,5081206,308,1,5.0,0,10,7,6,1,3,0,26,24,3,0,0,1,0,0,0,0,0,0,1,96,6,5,0,0,0,1,0,1,1872179,2021
