date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2019,home,14781,306,Indiana,9,True,0,6,-6,loss,0 - 6,4715878,404,1,5.0,0,3,3,3,1,7,0,18,17,1,0,0,1,0,0,0,0,0,0,0,72,4,3,0,1,0,1,2,1659455,2019
02/24/2019,home,14781,659,Southern Ill.,9,True,1,2,-1,loss,1 - 2,4715111,404,1,4.0,0,1,0,0,1,9,0,14,13,1,0,0,0,1,0,0,0,0,0,0,67,1,2,0,0,0,2,1,1659455,2019
03/02/2019,home,14781,419,Middle Tenn.,9,True,8,6,2,win,8 - 6,4720522,404,1,3.0,0,7,4,4,2,2,0,18,16,1,0,0,0,0,0,0,0,0,0,0,61,1,6,0,0,0,1,1,1659455,2019
03/10/2019,away,14781,772,Western Ky.,9,True,10,4,6,win,10 - 4,4729737,404,1,4.2,0,10,4,4,0,5,0,24,23,3,0,0,1,0,1,0,0,0,0,0,90,2,6,0,0,0,1,2,1659455,2019
03/17/2019,home,14781,460,UNCW,9,True,7,4,3,win,7 - 4,4738931,404,1,5.1,0,5,2,2,1,6,0,24,23,1,0,0,1,0,0,0,0,0,0,0,98,4,5,1,0,0,1,2,1659455,2019
03/24/2019,away,14781,782,Wichita St.,9,True,6,3,3,win,6 - 3,4750878,404,1,4.2,0,5,3,3,2,5,0,22,18,0,0,0,1,0,1,0,0,0,0,1,82,4,5,0,0,0,1,0,1659455,2019
03/31/2019,home,14781,288,Houston,9,True,3,4,-1,loss,3 - 4,4754801,404,1,6.1,0,5,2,2,2,6,0,25,22,0,0,0,1,1,0,0,0,0,1,0,100,5,7,0,0,0,1,2,1659455,2019
04/06/2019,home,14781,665,Southern U.,9,True,10,1,9,win,10 - 1,4761705,404,1,6.2,0,7,1,1,1,9,0,27,26,1,0,0,0,0,0,0,0,0,0,0,88,5,5,1,0,0,1,1,1659455,2019
04/14/2019,away,14781,164,UConn,9,True,2,4,-2,loss,2 - 4,4769743,404,1,6.0,0,4,2,1,1,3,0,24,22,2,0,0,0,0,0,0,0,0,1,0,87,6,9,0,0,0,1,1,1659455,2019
04/20/2019,home,14781,718,Tulane,9,True,5,20,-15,loss,5 - 20,4776619,404,1,3.2,0,7,4,3,2,1,0,21,18,3,0,0,0,1,0,0,0,0,0,1,74,3,7,0,1,0,1,1,1659455,2019
04/27/2019,away,14781,128,UCF,9,True,12,7,5,win,12 - 7,4783858,404,1,6.0,0,6,2,1,3,5,0,28,24,1,0,0,0,0,0,0,0,0,1,0,113,5,8,1,0,0,1,0,1659455,2019
05/05/2019,home,14781,651,South Fla.,9,True,1,0,1,win,1 - 0,4787890,404,1,6.0,0,3,0,0,2,7,0,22,20,1,0,0,0,0,0,0,0,0,0,0,94,2,8,1,0,0,1,1,1659455,2019
05/12/2019,home,14781,140,Cincinnati,9,True,2,4,-2,loss,2 - 4,4791264,404,1,6.2,0,7,4,3,2,7,0,31,27,1,0,0,0,1,1,0,0,0,0,1,104,3,10,0,1,0,1,2,1659455,2019
05/21/2019,home,14781,140,Cincinnati,9,True,6,11,-5,loss,6 - 11,4794214,404,1,4.1,0,8,7,5,4,3,0,25,20,1,1,0,0,1,0,0,0,0,1,0,80,7,2,0,1,0,1,0,1659455,2019
