date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2017,home,12560,590,Sacred Heart,9,True,5,1,4,win,5 - 1,206482,28755,0,0,3.0,0.0,6,0,0,0,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,1532731,2017
02/26/2017,home,12560,61,Bethune-Cookman,9,True,8,3,5,win,8 - 3,207743,28755,0,0,3.0,0.0,4,2,2,0,4,0,14,13,1,0,0,0,0,1,0,0,0,0,0,62,2,3,0,0,1,2,1,1532731,2017
03/03/2017,away,12560,460,UNCW,9,True,5,3,2,win,5 - 3,208294,28755,0,1,5.0,0.0,3,1,1,4,6,0,20,16,0,0,0,0,0,0,0,0,0,0,0,93,5,2,1,0,0,1,3,1532731,2017
03/07/2017,home,12560,235,Florida,9,True,7,3,4,win,7 - 3,209589,28755,0,0,1.0,0.0,1,1,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,2,0,1532731,2017
03/10/2017,home,12560,518,Ohio St.,9,True,10,9,1,win,10 - 9,210169,28755,0,1,4.2,0.0,7,5,4,1,4,0,23,20,1,0,0,0,1,1,0,0,0,1,0,92,9,1,0,0,0,1,2,1532731,2017
03/17/2017,home,12560,587,Rutgers,9,True,5,2,3,win,5 - 2,211798,28755,0,1,8.0,0.0,7,2,2,0,8,0,30,29,1,0,0,2,0,0,0,0,0,1,0,101,10,5,1,0,0,1,2,1532731,2017
03/24/2017,home,12560,314,Jackson St.,9,True,7,4,3,win,7 - 4,213483,28755,0,1,4.0,0.0,6,3,3,2,4,0,20,17,1,0,0,0,0,0,0,0,0,1,0,97,4,4,0,0,0,1,0,1532731,2017
04/02/2017,home,12560,316,Jacksonville,11,True,2,5,-3,loss,2 - 5,216111,28755,0,1,7.0,0.0,6,1,1,0,2,0,28,27,1,0,0,0,0,1,0,0,0,0,0,82,9,8,0,0,0,1,0,1532731,2017
04/09/2017,away,12560,678,Stetson,9,True,0,1,-1,loss,0 - 1,217997,28755,0,1,8.0,1,4,1,1,1,3,0,29,27,0,0,0,0,0,0,0,0,0,1,0,93,15,5,0,1,0,1,1,1532731,2017
04/15/2017,home,12560,10411,USC Upstate,9,True,11,6,5,win,11 - 6,219896,28755,0,1,5.2,0.0,5,2,2,1,6,0,23,22,1,0,0,1,0,0,0,0,0,0,0,103,9,2,1,0,0,1,2,1532731,2017
04/23/2017,away,12560,2711,North Florida,9,True,5,10,-5,loss,5 - 10,222096,28755,0,1,3.0,0.0,10,3,3,1,1,0,17,14,1,0,1,0,0,0,0,0,0,1,1,51,2,3,0,0,0,1,0,1532731,2017
04/30/2017,away,12560,471,NJIT,9,True,10,6,4,win,10 - 6,224109,28755,0,1,5.0,0.0,6,2,2,2,5,0,23,21,2,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,1,3,1532731,2017
05/13/2017,home,12560,28600,Lipscomb,9,True,14,7,7,win,14 - 7,226449,28755,0,1,5.1,0.0,7,5,3,3,3,0,29,20,2,1,0,0,0,1,0,0,0,4,1,96,10,3,1,0,0,1,3,1532731,2017
05/20/2017,away,12560,1157,Kennesaw St.,9,True,13,3,10,win,13 - 3,227106,28755,0,1,5.0,0.0,4,3,3,3,6,0,21,17,1,0,0,1,0,0,0,0,0,1,0,89,5,3,1,0,0,1,2,1532731,2017
05/26/2017,home,12560,28600,Lipscomb,9,True,3,1,2,win,3 - 1,227560,28755,0,1,7.1,0.0,4,1,1,2,6,0,27,23,0,0,0,0,0,1,0,0,0,0,1,86,6,7,1,0,0,1,0,1532731,2017
05/27/2017,home,12560,316,Jacksonville,10,True,4,3,1,win,4 - 3,227631,28755,0,0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1532731,2017
06/04/2017,home,12560,457,North Carolina,9,True,1,10,-9,loss,1 - 10,227738,28755,0,1,4.2,0.0,10,5,4,3,3,0,25,22,1,1,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,1,1,1532731,2017
