date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/27/2021,away,15580,31,Arkansas,9,True,3,9,-6,loss,3 - 9,5010527,654,1,1.1,0,4,2,2,2,0,0,10,8,2,0,0,0,2,0,0,1,1,0,0,34,2,2,0,0,0,3,0,0,2488396,2021
03/13/2021,away,15580,660,SIUE,9,True,6,4,2,win,6 - 4,5024680,654,1,1.2,0,3,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,2,1,0,2488396,2021
03/16/2021,away,15580,609,Saint Louis,9,True,8,6,2,win,8 - 6,5028029,654,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,2488396,2021
03/20/2021,home,15580,43,Austin Peay,11,True,6,5,1,win,6 - 5,5077457,654,1,1.0,0,0,0,0,1,1,0,4,3,0,0,0,0,1,0,0,1,0,0,0,17,0,2,0,0,0,3,0,0,2488396,2021
03/24/2021,home,15580,659,Southern Ill.,9,True,4,21,-17,loss,4 - 21,5035945,654,1,0.1,0,1,1,1,1,0,0,3,2,0,0,0,0,0,0,0,2,2,0,0,11,0,1,0,0,0,4,0,0,2488396,2021
03/30/2021,home,15580,669,Missouri St.,10,True,8,9,-1,loss,8 - 9,5042148,654,1,1.1,0,2,3,3,0,2,0,7,6,0,0,0,1,0,1,0,1,1,0,0,27,1,1,0,0,0,2,2,0,2488396,2021
04/03/2021,home,15580,315,Jacksonville St.,9,True,4,8,-4,loss,4 - 8,5046274,654,1,0.2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,3,0,0,2488396,2021
04/10/2021,away,15580,454,Murray St.,9,True,6,11,-5,loss,6 - 11,5052635,654,1,0.1,0,0,0,0,2,0,0,3,1,0,0,0,0,2,0,0,1,0,0,0,13,0,1,0,0,0,5,0,0,2488396,2021
04/17/2021,home,15580,692,Tennessee Tech,9,True,1,9,-8,loss,1 - 9,5059501,654,1,1.0,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2488396,2021
05/07/2021,home,15580,202,Eastern Ky.,9,True,0,8,-8,loss,0 - 8,5074980,654,1,1.0,0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,4,0,0,2488396,2021
05/21/2021,home,15580,695,UT Martin,9,True,2,9,-7,loss,2 - 9,5080682,654,1,1.2,0,1,0,0,0,1,0,6,5,0,0,1,0,0,0,0,3,2,0,1,20,1,3,0,0,0,6,0,0,2488396,2021
05/29/2021,home,15580,454,Murray St.,9,True,1,10,-9,loss,1 - 10,5082394,654,1,1.1,0,3,2,2,0,1,0,7,7,1,1,0,0,0,0,0,3,0,0,0,24,2,1,0,0,0,4,0,0,2488396,2021
