date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/22/2012,home,10942,406,Mercer,9,True,1,19,-18,loss,1 - 19,756498,228,1,0.1,4,6,6,2,0,0,7,5,1,1,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,2,0,1321467,2012
02/26/2012,away,10942,261,Grambling,9,True,7,15,-8,loss,7 - 15,757399,228,1,0.1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,6,0,1321467,2012
03/06/2012,home,10942,2711,North Florida,9,True,1,19,-18,loss,1 - 19,759520,228,1,1.0,3,3,2,0,0,0,8,7,2,0,0,2,0,1,0,2,2,0,0,0,3,0,0,0,0,5,0,1321467,2012
03/11/2012,home,10942,61,Bethune-Cookman,9,True,3,6,-3,loss,3 - 6,761043,228,1,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,5,0,1321467,2012
03/14/2012,home,10942,7,Alabama St.,9,True,4,17,-13,loss,4 - 17,761899,228,1,1.0,4,5,4,2,2,0,12,7,0,0,0,3,0,3,0,1,1,0,0,0,1,0,0,0,0,3,1,1321467,2012
03/20/2012,away,10942,406,Mercer,9,True,2,13,-11,loss,2 - 13,763840,228,1,3.2,4,2,2,2,0,0,17,14,1,0,0,0,0,0,0,1,0,1,0,0,5,6,0,0,0,2,0,1321467,2012
03/31/2012,home,10942,489,N.C. Central,9,True,3,18,-15,loss,3 - 18,767338,228,1,0.2,2,2,0,0,1,0,4,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,4,0,1321467,2012
04/03/2012,away,10942,231,FIU,9,True,0,13,-13,loss,0 - 13,768323,228,1,4.2,5,2,2,2,2,0,21,18,0,0,0,1,0,0,0,2,1,0,1,0,2,10,0,0,0,3,1,1321467,2012
04/10/2012,away,10942,128,UCF,9,True,4,16,-12,loss,4 - 16,770661,228,1,1.0,3,2,2,1,1,0,6,5,2,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,2,0,1321467,2012
04/14/2012,away,10942,61,Bethune-Cookman,9,True,1,8,-7,loss,1 - 8,772390,228,1,2.0,2,0,0,2,1,0,10,8,0,0,0,1,0,0,0,0,0,0,0,33,0,5,0,0,0,2,1,1321467,2012
