App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0.1,0,1,1,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,5,0,02/14/2015,neutral,12080,575,Richmond,9,True,10,1,9,win,405363,334,1322620,2015
0,0,0.1,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,02/22/2015,away,12080,104,UC Santa Barbara,9,True,12,7,5,win,406224,334,1322620,2015
0,0,0.1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,15,1,0,0,0,0,5,0,02/27/2015,neutral,12080,464,Omaha,14,True,6,5,1,win,406670,334,1322620,2015
0,0,2.2,0,0,0,0,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,2,0,03/01/2015,neutral,12080,450,Mount St. Mary's,9,True,8,2,6,win,407174,334,1322620,2015
0,0,2.0,2,2,1,1,5,0,10,9,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,0,0,2,0,03/03/2015,home,12080,454,Murray St.,9,True,4,3,1,win,407393,334,1322620,2015
0,0,0.2,2,2,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,4,0,03/08/2015,home,12080,505,Northern Ky.,9,True,7,6,1,win,408436,334,1322620,2015
0,0,0.2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,3,0,03/11/2015,away,12080,140,Cincinnati,9,True,9,1,8,win,409144,334,1322620,2015
0,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,5,0,03/17/2015,home,12080,519,Ohio,9,True,7,10,-3,loss,410793,334,1322620,2015
0,0,1.2,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,19,2,2,0,0,0,2,0,03/20/2015,home,12080,430,Mississippi St.,9,True,10,2,8,win,411362,334,1322620,2015
0,0,1.2,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,23,2,2,0,0,0,3,1,03/25/2015,home,12080,444,Morehead St.,9,True,9,4,5,win,412995,334,1322620,2015
0,0,3.0,4,1,0,2,0,0,13,11,0,0,0,0,0,0,2,0,0,0,0,42,4,2,1,0,0,4,0,03/27/2015,away,12080,365,LSU,12,True,5,4,1,win,413167,334,1322620,2015
0,0,0.2,3,2,2,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,11,0,2,0,0,0,4,0,03/29/2015,away,12080,365,LSU,11,True,12,10,2,win,413927,334,1322620,2015
0,0,1.0,1,1,1,0,1,0,5,4,0,0,1,0,0,1,0,1,1,0,0,11,1,1,0,0,0,6,0,03/31/2015,home,12080,306,Indiana,9,True,7,11,-4,loss,414522,334,1322620,2015
0,0,1.2,1,0,0,0,2,0,6,6,0,0,0,0,0,0,0,1,0,0,0,25,3,0,0,0,0,3,1,04/10/2015,away,12080,31,Arkansas,9,True,3,5,-2,loss,417023,334,1322620,2015
0,0,1.2,1,0,0,1,1,0,8,7,1,0,0,0,0,0,1,0,0,0,0,33,3,1,0,0,0,3,1,04/14/2015,home,12080,772,Western Ky.,10,True,3,5,-2,loss,418645,334,1322620,2015
0,0,0.1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,3,0,04/18/2015,home,12080,694,Tennessee,9,True,5,3,2,win,419605,334,1322620,2015
0,0,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,5,0,04/21/2015,home,12080,812,Xavier,9,True,6,1,5,win,420808,334,1322620,2015
0,0,1.2,0,0,0,2,2,0,7,5,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,2,0,04/24/2015,away,12080,235,Florida,9,True,3,0,3,win,421389,334,1322620,2015
0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,0,04/28/2015,away,12080,367,Louisville,10,True,1,2,-1,loss,422861,334,1322620,2015
