App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,1,2.0,0.0,2,2,2,1,2,0,10,8,0,0,0,1,0,1,0,0,0,0,0,38,1,2,0,0,0,1,0,02/06/2019,home,14781,0,Hope Int'l,10,True,0,11,-11,loss,1647233,30220,1993372,2019
1,0,1.1,0.0,2,0,0,1,3,0,7,6,0,0,0,0,0,0,0,1,0,0,0,33,0,1,0,0,0,5,2,02/12/2019,away,14781,0,Vanguard,9,True,11,5,6,win,1647558,30220,1993372,2019
1,0,3.0,0.0,2,1,0,0,5,0,10,10,0,0,0,0,1,0,0,0,0,0,0,44,2,1,1,0,0,3,1,02/16/2019,home,14781,0,San Diego Christian,9,True,9,5,4,win,1647907,30220,1993372,2019
1,1,5.0,0.0,1,0,0,5,1,0,20,15,0,0,0,0,0,0,0,0,0,0,0,79,7,5,0,0,0,1,0,02/23/2019,away,14781,2696,Hawaii Pacific,9,True,5,7,-2,loss,1669344,30220,1993372,2019
1,1,3.2,0.0,3,6,2,2,3,0,20,15,1,0,0,0,1,3,0,0,0,0,0,0,5,2,0,1,0,1,0,02/28/2019,away,14781,2697,Hawaii Hilo,9,True,4,7,-3,loss,1649748,30220,1993372,2019
1,1,4.0,0.0,5,4,1,3,3,0,20,15,0,0,0,0,2,0,0,0,0,1,1,93,5,2,0,1,0,1,2,03/09/2019,home,14781,30175,Holy Names,9,True,3,6,-3,loss,1651631,30220,1993372,2019
1,1,5.1,0.0,5,5,3,2,8,0,25,21,1,1,0,0,0,2,0,0,0,0,0,82,4,3,0,1,0,1,0,03/15/2019,away,14781,30149,Point Loma,9,True,4,6,-2,loss,1652957,30220,1993372,2019
1,1,4.0,0.0,1,0,0,2,9,0,15,13,0,0,0,0,0,0,0,0,0,0,0,66,3,1,1,0,0,1,3,03/22/2019,home,14781,0,St. Katherine,9,True,13,0,13,win,1654475,30220,1993372,2019
1,1,8.0,0.0,8,3,2,4,11,0,35,29,2,0,0,1,1,1,1,0,0,1,0,123,6,5,0,0,0,1,2,03/29/2019,away,14781,30146,Azusa Pacific,11,True,3,4,-1,loss,1668552,30220,1993372,2019
1,1,5.0,0.0,2,1,0,1,8,0,18,17,0,0,0,0,0,0,0,0,0,0,0,65,2,4,0,0,0,1,2,04/05/2019,home,14781,30147,Fresno Pacific,9,True,9,11,-2,loss,1667125,30220,1993372,2019
