App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,1,3.0,5,6,3,3,0,0,21,15,1,2,0,1,0,3,0,0,0,0,0,0,2,5,0,0,0,1,0,01/31/2015,home,12080,0,St. Katherine,9,True,9,12,-3,loss,404251,89,1651704,2015
0,1,8.0,7,9,7,3,6,0,39,33,2,1,1,2,1,2,0,0,0,0,1,0,13,4,0,1,0,1,3,02/16/2015,home,12080,50,Bates,9,True,1,9,-8,loss,405531,89,1651704,2015
0,1,8.0,7,5,5,2,6,0,33,29,2,0,1,0,0,1,0,0,0,0,1,0,10,7,0,1,0,1,4,02/21/2015,away,12080,516,Occidental,9,True,2,5,-3,loss,405930,89,1651704,2015
0,1,2.0,7,9,7,3,0,0,17,13,2,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,1,0,02/28/2015,away,12080,105,Cal Lutheran,9,True,0,18,-18,loss,406864,89,1651704,2015
0,1,5.1,8,8,6,2,2,0,29,25,1,0,0,0,1,0,0,0,0,1,1,0,5,9,0,0,0,1,2,03/07/2015,away,12080,134,Chapman,9,True,8,19,-11,loss,408012,89,1651704,2015
0,0,3.2,3,1,1,5,0,0,20,14,0,0,0,0,1,0,0,0,0,1,0,0,6,5,0,0,1,2,0,03/12/2015,home,12080,190,Drew,9,True,11,10,1,win,409306,89,1651704,2015
0,1,8.0,11,7,6,3,3,0,38,35,4,0,0,0,0,0,0,0,0,0,0,0,9,11,0,1,0,1,0,03/28/2015,home,12080,142,Claremont-M-S,9,True,3,8,-5,loss,413513,89,1651704,2015
0,1,5.0,13,12,7,2,1,0,31,28,3,0,0,2,0,0,0,0,0,0,1,0,6,8,0,1,0,1,0,04/03/2015,home,12080,567,Redlands,9,True,0,13,-13,loss,415296,89,1651704,2015
0,0,2.1,5,3,3,0,3,0,14,13,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,2,04/11/2015,home,12080,781,Whittier,9,True,4,10,-6,loss,417776,89,1651704,2015
0,1,2.0,11,15,11,5,0,0,25,18,7,0,1,0,0,1,0,0,0,0,1,0,1,4,0,1,0,1,0,04/17/2015,home,12080,549,Pomona-Pitzer,9,True,4,29,-25,loss,419318,89,1651704,2015
0,0,2.2,4,3,3,2,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,04/28/2015,home,12080,134,Chapman,9,True,2,9,-7,loss,422931,89,1651704,2015
